OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions
A5043607509,,Lauren Fridman,"['Fridman Lauren', 'Fridman, Lauren', 'L. Fridman', 'L. M. Fridman', 'Lauren Fridman']",13,37,3,4
A5040749724,https://orcid.org/0000-0003-0717-5682,Peter R. Malone,"['P Malone', 'P R Malone', 'P. MALONE', 'P. Malone', 'P. R. MALONE', 'P. R. Malone', 'P.R Malone', 'P.R. MALONE', 'P.R. Malone', 'PETER MALONE', 'PETER R. MALONE', 'Peter Malone', 'Peter R Malone', 'Peter R. Malone']",152,1932,26,34
A5054770258,https://orcid.org/0000-0002-4718-6119,Rotem Kahalon,"['Kahalon, Rotem', 'Rotem Kahalon']",56,645,13,7
A5057319228,,Enkhtuul Enkhtuya,"['E. Enkhtuya', 'Enkhtuul Enkhtuya']",8,54,4,2
A5007325522,,Syedvali Pinjari,"['Pinjari Syedvali', 'Pinjari, Syedvali', 'Syedvali Pinjari']",7,177,4,4
A5018486913,https://orcid.org/0000-0003-1551-7072,Richard G. Frank,"['Frank Richard G.', 'Frank, Richard', 'Frank, Richard G.', 'MD', 'R Frank', 'R G Frank', 'R. Frank', 'R. G. Frank', 'RICHARD FRANK', 'RICHARD G. FRANK', 'Richard Frank', 'Richard G Frank', 'Richard G.\n    Frank', 'Richard G. FRANK', 'Richard G. Frank', 'Richard Gabriel Frank']",556,21631,69,70
A5083724661,,Christine Chuong,['Christine Chuong'],2,46,1,2
A5045660668,,Nardia Strydom,"['N. Strydom', 'Nardia Strydom']",12,132,5,5
A5028324353,https://orcid.org/0000-0002-3509-6175,Shireen Noor,['Shireen Noor'],4,24,1,3
A5030201362,https://orcid.org/0000-0002-9474-4865,Nigel Harwood,"['Claire Kramsch', 'N A Harwood', 'N HARWOOD', 'N. Harwood', 'NIGEL HARWOOD', 'Nigel Harwood']",70,3118,27,59
A5019999144,,Hendrik Wolff,"['Hendrik Wolff', 'Marian Grade', 'Wolff, Hendrik']",58,1726,19,9
A5119426588,,Neda Zolfaghari,['Neda Zolfaghari'],1,1,1,1
A5093134124,,Par Yushu Zhu,['Par Yushu Zhu'],1,0,0,1
A5003414139,,Marianne Jacquet,"['M. Pierre A. Jacquet', 'Marianne Jacquet']",45,256,9,5
A5050407656,,Camille Maunoir,['Camille Maunoir'],1,29,1,1
A5056543952,https://orcid.org/0000-0003-0709-0160,Richard Bent,"['Bent, Richard', 'R. R. BENT', 'Richard Bent']",53,372,10,4
A5031951859,https://orcid.org/0000-0003-2206-0592,Michael T. Y. Paul,"['M. Paul', 'Michael Paul', 'Michael T Y Paul', 'Michael T. Y. Paul', 'Michael T.Y. Paul', 'Mike T. Y. Paul']",55,1650,19,11
A5006154556,https://orcid.org/0000-0001-6405-2676,Aleisha Fernandes,['Aleisha Fernandes'],2,16,2,2
A5091261371,,Daniel RY Gan,['Daniel RY Gan'],2,0,0,1
A5026947836,,Amir Reza Tavangar,"['Amir Reza Tavangar', 'Amir Tavangar']",2,65,1,2
A5047648074,https://orcid.org/0000-0001-9526-5252,Sheree Rodney,['Sheree Rodney'],5,76,4,2
A5028712583,https://orcid.org/0000-0002-5645-6037,Debora S. Obrist,"['Debora Obrist', 'Debora S. Obrist', 'Obrist, Debora']",13,78,5,6
A5054246138,,Ali Rahnama,['Ali Rahnama'],22,121,6,6
A5083558198,https://orcid.org/0000-0001-6485-7263,Dan Bilsker,"['D Bilsker', 'D. Bilsker', 'Dan Bilsker']",48,899,16,7
A5112232633,,Lisa A. Ronald,"['L A Ronald', 'L Ronald', 'L. A. Ronald', 'Lisa A Ronald', 'Lisa A. Ronald', 'Lisa Ronald', 'Ronald L.', 'Ronald, Lisa A.']",39,1081,22,10
A5109831679,,Manuel Rojas,"['M D de Rojas', 'M Rojas', 'Manuel Rojas', 'Rojas, Manuel']",6,7,2,1
A5039748527,,Lisette Lockhart,"['L Lockhart', 'Lisette Lockhart']",9,47,5,2
A5019882570,,Aspen Anderson,"['A.O. ANDERSON', 'Aspen Anderson']",2,0,0,2
A5005850573,,Haoyao Ruan,['Haoyao Ruan'],11,21,3,2
A5090013218,https://orcid.org/0000-0003-3656-8063,Brendan Mulhern,"['B Mulhern', 'B. Mulhern', 'Brendan J. Mulhern', 'Brendan James Mulhern', 'Brendan Mulhern', 'Brendan Mulhern (6802682)', 'Mulhern, Brendan', 'R Norman']",299,6896,38,25
A5100693673,https://orcid.org/0000-0002-7165-4285,Jennifer Wang,"['Jennifer Wang', 'Wang, Jennifer']",79,1068,17,26
A5039671852,https://orcid.org/0000-0002-5206-8416,Annabelle M. K. Hadley,"['Annabelle M. K. Hadley', 'Annabelle M.K. Hadley']",10,17,3,3
A5027874476,https://orcid.org/0000-0003-3945-3552,Prasath Pararajalingam,"['P. Pararajalingam', 'Pararajalingam, Prasath', 'Prasath Pararajalingam', 'Sierra Gillis']",25,312,6,3
A5020340426,,Alan Bi,['Alan Bi'],2,9,1,1
A5049760941,https://orcid.org/0000-0003-0390-2803,Sebastian Dille,"['Dille, Sebastian', 'Sebastian Dille']",10,35,2,1
A5103160602,https://orcid.org/0000-0002-3916-8041,Daniel R. Smith,"['D Smith', 'D. R. Smith', 'D. Smith', 'D.R. Smith', 'Daniel R. Smith', 'Daniel Robert Smith', 'Daniel Smith', 'Smith, Daniel Robert']",64,899,18,25
A5030219284,,Emily Treen,"['Emily R. Treen', 'Emily Treen', 'Treen, Emily']",30,811,11,2
A5113817933,,Rong-Xue Mu,"['R. X. Mu', 'Rong-Xue Mu', 'Ruichao Mu', 'Runzhi Mu']",4,7,2,4
A5110464053,,Abdul Rehman,"['Abdul Rehman', 'Rehman, Abdul']",3,2,1,2
A5065602289,,Payam Nikdel,"['Nikdel, Payam', 'Payam Nikdel']",16,296,7,2
A5065582574,,Sen Hung Wong,['Sen Hung Wong'],1,18,1,1
A5101584154,https://orcid.org/0000-0002-5312-7908,Adam O. Horvath,"['A HORVATH', 'A Horvath', 'A Horváth', 'A. Horvath', 'A.-O. Horvath', 'Adam Horvath', 'Adam O. Horvath', 'Adam Otto Horvath', 'Horvath, Adam O.', 'Á. Horváth', 'Ádám Horváth']",123,18567,41,9
A5013912198,https://orcid.org/0000-0003-3479-5297,Alexandra Kitson,"['Alexandra Kitson', 'Jeeeun Kim', 'Kitson, Alexandra']",61,916,17,3
A5001779895,,Guillaume Marteau,"['G. Marteau', 'Guillaume Marteau']",3,0,0,1
A5029972713,https://orcid.org/0000-0003-2378-7304,Zuo‐Guang Ye,"['Bin Su', 'Pengyuan Fan', 'Ye, Z-G.', 'Ye, Z. -G.', 'Ye, ZG', 'Ye, Zuo-Guang', 'Z -G Ye', 'Z-G Ye', 'Z-G. Ye', 'Z. -G. YE', 'Z. -G. Ye', 'Z. G. Ye', 'Z.-G Ye', 'Z.-G. Ye', 'ZUO-GUANG YE', 'Zebiao Ye', 'Zhenfeng Ye', 'Zhenqi Ye', 'Zhiyun Ye', 'Zi-an YE', 'Ziwei Ye', 'Zuo Guang Ye', 'Zuo-Gang Ye', 'Zuo-Guang Ye', 'Zuo-guang Ye', 'Zuoguang Ye', 'Zuo‐Guang Ye', 'Zuo‑Guang Ye']",587,21360,71,54
A5113204459,,Cphln Consortium,"['Cphln Consortium', 'consortium, CPHLN']",1,1,1,22
A5070488828,https://orcid.org/0000-0001-5564-1794,Jeremy D. Wong,"['J. D. Wong', 'Jeremy  D. Wong', 'Jeremy D Wong', 'Jeremy D. Wong', 'Jeremy D. Wong (24122987)', 'Jeremy Wong', 'Jeremy\xa0D. Wong']",61,2103,22,13
A5023900800,,Freddie Kim,"['F. G. Kim', 'Freddie Kim']",4,5,1,1
A5063816920,https://orcid.org/0000-0003-0602-2967,Kelleen Toohey,"['K. Toohey', 'KELLEEN TOOHEY', 'Kelleen Toohey', 'Toohey, Kelleen']",129,4481,26,8
A5067123482,https://orcid.org/0000-0002-6370-4182,Pierre Lane,"['P Lane', 'P. Lane', 'P. M. Lane', 'P.M Lane', 'P.M. Lane', 'Pierre Lane', 'Pierre M. Lane', 'Wei Zhang']",161,1971,24,14
A5093040786,,Sarah Moniz-de-Sa,['Sarah Moniz-de-Sa'],1,8,1,1
A5015300349,https://orcid.org/0000-0001-7013-4766,Ian Giesbrecht,"['Giesbrecht, Ian', 'Giesbrecht, Ian J. W.', 'I Giesbrecht', 'I. Giesbrecht', 'I. J. W. Giesbrecht', 'Ian Giesbrecht', 'Ian J W Giesbrecht', 'Ian J. W. Giesbrecht', 'Ian J.W. Giesbrecht']",53,661,14,4
A5113339056,,Devan Gill,"['Devan Gill', 'Gill D S']",4,1,1,4
A5064183868,,Elder Roberta Price,['Elder Roberta Price'],9,186,5,8
A5081723280,https://orcid.org/0000-0002-6416-1044,Seyedeh Pegah Kiaei Ziabari,['Seyedeh Pegah Kiaei Ziabari'],3,51,2,1
A5087897168,,Gamze Akarsu,"['Akarsu, Gamze', 'Gamze Akarsu']",6,17,2,1
A5036357557,,Tania Akhter Ite,['Tania Akhter Ite'],1,2,1,1
A5101963312,https://orcid.org/0000-0003-2822-5466,Jie Liang,"['Jie Liang', 'Liang, Jie']",43,1013,16,24
A5101747203,https://orcid.org/0000-0003-4091-9954,Steven W. Jin,"['Jin, Steven', 'S.W. Jin', 'Steven Jin', 'Steven W. Jin']",18,229,8,1
A5019231871,,Kyeong-min Kim,['Kyeong-min Kim'],7,61,5,3
A5021833297,https://orcid.org/0000-0002-5845-8634,Vivian R. Ramsden,"['Ramsden, Vivian R.', 'V R Ramsden', 'V Ramsden', 'V. Ramsden', 'Vivian R Ramsden', 'Vivian R. Ramsden', 'Vivian Ramsden', 'Vivian Rose Ramsden']",169,1888,24,30
A5106908296,,Jessica Miskiewicz,['Jessica Miskiewicz'],1,1,1,1
A5076902800,https://orcid.org/0000-0002-8243-8721,Stuart Peacock,"['Christopher Wolter', 'Dean Regier', 'Peacock, Stuart', 'S J Peacock', 'S PEACOCK', 'S Peacock', 'S. J. Peacock', 'S. Peacock', 'S.J. Peacock', 'Stuart J Peacock', 'Stuart J. Peacock', 'Stuart Peacock']",343,8600,47,39
A5069573218,https://orcid.org/0009-0001-8395-8948,Foroozan Daneshzand,"['Daneshzand, Foroozan', 'Foroozan Daneshzand']",20,29,2,5
A5070692307,,Michael Parent,"['M Ait-Mohamed Parent', 'M. J. Parent', 'M. Parent', 'Michael Parent', 'Parent, Michael']",106,3393,27,10
A5053177492,,Jack Davis,"['Davis, Jack', 'J Davis', 'J. Davis', 'J.W. Davis', 'Jack Davis']",16,669,7,7
A5073846266,,Dilip Ramani,"['D. Ramani', 'Dilip Ramani']",23,439,10,3
A5114095424,,Mufeng Huang,['Mufeng Huang'],1,4,1,1
A5007129329,https://orcid.org/0000-0002-3988-4830,Benett Axtell,['Benett Axtell'],17,183,9,2
A5114535272,https://orcid.org/0009-0006-3120-7380,Baiyu Li,"['Bai-yu Li', 'Baiyu LI', 'Baiyu Li', 'Li Baiyu']",17,93,3,10
A5112448401,,Emma Weiss,"['E WEISS', 'E Weiss', 'E. Weiss', 'E.A. Weiss', 'Emma Alexandra Weiss', 'Emma Weiss', 'Weiss, Emma']",61,255,7,14
A5010021647,https://orcid.org/0000-0003-4515-5252,Jessica A. Inskip,"['Inskip, Jessica Ann', 'J A Inskip', 'J Inskip', 'J. A. Inskip', 'J. Inskip', 'J.A. Inskip', 'Jessica A Inskip', 'Jessica A. Inskip', 'Jessica Inskip']",36,663,15,10
A5079720344,https://orcid.org/0000-0001-8425-1840,Sarah K. Schultz,"['S Schultz', 'S. Schultz', 'Sarah K Schultz', 'Sarah K. Schultz', 'Sarah Kai-Leigh Schultz', 'Sarah Schultz']",37,324,10,11
A5082316339,https://orcid.org/0000-0003-1128-4443,Elizabeth Rohrs,"['E Rohrs', 'E. Rohrs', 'Elizabeth C. Rohrs', 'Elizabeth Rohrs']",70,384,8,9
A5077931522,,Nick Dexter,"['Dexter, Nick', 'Nick C. Dexter', 'Nick Dexter']",27,737,8,3
A5043098402,https://orcid.org/0000-0001-6899-8450,Ching-Chiu Lin,['Ching-Chiu Lin'],31,130,7,2
A5100357248,https://orcid.org/0000-0002-6515-5260,Dongwoo Kim,"['D. Kim', 'David Kim', 'David R. Kim', 'DongWoo Kim', 'Dongwoo KIM', 'Dongwoo Kim', 'Dr. David Kim', 'KIM, D.', 'Kim, David', 'Kim, Dongwoo', '김동우']",232,5309,30,34
A5037060995,https://orcid.org/0009-0004-2665-2629,Meihui Li,"['Mei Hui \xadLI', 'Mei-Hui Li', 'Meihui LI', 'Meihui Li']",71,927,18,37
A5100407591,https://orcid.org/0000-0001-9727-5569,Zhe Wang,"['Wang Zhe', 'Wang, Zhe', 'Zhe WANG', 'Zhe Wang']",189,1677,20,76
A5038507262,,Evan Caldbick,"['Caldbick, Evan', 'Evan Caldbick']",5,29,1,1
A5014682904,https://orcid.org/0000-0003-3315-2150,Mengliu Zhao,['Mengliu Zhao'],28,445,13,15
A5100611353,https://orcid.org/0000-0002-8729-1570,George Zhang,"['G. Zhang', 'George Zhang', 'Zhang, George']",31,373,12,12
A5073467335,https://orcid.org/0000-0003-4191-6085,Marc-André Brideau,"['Brideau, Marc-Andre', 'Brideau, Marc-André', 'M.-A. Brideau', 'Marc-Andre Brideau', 'Marc-André Brideau', 'Marc‐Andre Brideau', 'Marc‐André Brideau']",55,1082,14,7
A5080540757,https://orcid.org/0009-0006-4042-7529,Ka Wo Wong,"['C M Wong', 'C Wong', 'C. Wong', 'Cyrus Ka-Wo Wong', 'Cyrus Wong', 'Ka Wo Wong']",79,327,8,12
A5110940650,,Béatrice Dupuy,"['Beatrice Dupuy', 'Béatrice Dupuy', 'Dupuy, Béatrice']",3,0,0,4
A5021451646,https://orcid.org/0000-0002-2940-4004,Sakshi Gautam,['Sakshi Gautam'],12,87,4,4
A5016121668,https://orcid.org/0000-0002-3765-509X,Silvester B. Pratasik,"['Pratasik, Silvester B.', 'Silvester B Pratasik', 'Silvester B. Pratasik', 'Silvester Benny Pratasik', 'Silvester Pratasik']",47,149,7,5
A5040806971,https://orcid.org/0000-0002-6498-8105,Eva-Maria Graf,"['E GRAF', 'E Graf', 'E. GRAF', 'E. Graf', 'EVA-MARIA GRAF', 'Eva Graf', 'Eva-Maria Graf', 'Graf, Eva', 'Graf, Eva-Maria']",155,814,15,26
A5080366038,https://orcid.org/0000-0002-5629-9780,Dara Kelly,"['Dara Kelly', 'Dara Kelly-Roy', 'Kelly, Dara']",14,46,4,3
A5001300939,,Neha Claire,['Neha Claire'],1,11,1,1
A5009953302,,D.M.-M. Wong,"['D.M.-M. Wong', 'DTS Wong']",2,30,2,2
A5008162705,https://orcid.org/0000-0002-2616-1561,Anita Fetzer,"['ANITA FETZER', 'Anita Fetzer', 'Fetzer, Anita']",167,2772,31,52
A5052022588,,Taranjot Kaur,"['T. Kaur', 'Taranjot Kaur']",12,23,3,2
A5101097235,,Zhang Yanshu,"['Yanshu Zhang', 'Zhang Yanshu', 'Zhang, Yanshu']",11,8,1,3
A5072862466,https://orcid.org/0000-0001-9184-1208,Connie Liu,"['CONNIE LIU', 'Connie Liu', 'Connie S. Liu']",48,1866,15,22
A5003324911,,Taylor K. Audrey,['Taylor K. Audrey'],1,0,0,1
A5001049383,https://orcid.org/0000-0002-0309-129X,Emma L. Williams,"['E L Williams', 'E Williams', 'E. L. Williams', 'E. Williams', 'E.L. Williams', 'EL Williams', 'Emma L Williams', 'Emma L. Williams', 'Emma Louise Williams', 'Emma Williams', 'Emma\xa0L. Williams', 'Williams, Emma']",95,2450,26,31
A5055420269,https://orcid.org/0000-0002-9716-3433,R. F. Kiefl,"['Kiefl, R. F.', 'Kiefl, Robert', 'Kiefl, Robert F.', 'Kiefl, Robert Francis', 'R F Kiefl', 'R. F. KIEFL', 'R. F. Kiefl', 'R. Kiefl', 'R.F Kiefl', 'R.F. Kiefl', 'R.F. Kieﬂ', 'R.\u2009F. Kiefl', 'Robert F. Kiefl']",283,8416,43,37
A5013677887,https://orcid.org/0000-0002-6825-3202,Guojuan Zhang,['Guojuan Zhang'],18,295,10,4
A5048728862,https://orcid.org/0000-0002-4637-6439,Jenny S. Cory,"['Cory, J.', 'Cory, Jenny', 'Cory, Jenny S.', 'J. S. CORY', 'J. S. Cory', 'J.S Cory', 'J.S. Cory', 'JENNY S. CORY', 'Jenny Cory', 'Jenny S Cory', 'Jenny S. Cory', 'Jenny. S. Cory']",114,5365,40,16
A5102649064,https://orcid.org/0009-0007-1820-5230,Ryan J. Smith,['Ryan J. Smith'],5,13,2,2
A5062643944,,Simran Basra,['Simran Basra'],6,304,6,1
A5104065854,,Peter W. Williams,"['P. W. Williams', 'P.W. Williams', 'PETER W. WILLIAMS', 'Peter W Williams', 'Peter W. Williams', 'Peter\xa0W. Williams', 'Williams, Peter W.']",292,2692,27,11
A5001797791,,Kaitlyn Andres,['Kaitlyn Andres'],1,9,1,1
A5085699901,https://orcid.org/0000-0002-3211-0226,Warren VandeVen,"['VandeVen, Warren', 'Warren VandeVen']",18,25,3,1
A5059649947,https://orcid.org/0000-0001-8509-3194,David Clarke,"['Bulent Citgez', 'Clarke', 'Clarke, David', 'Clarke, David B.', 'D B Clarke', 'D CLARKE', 'D Clarke', 'D. B. Clarke', 'D. Clarke', 'D.B. Clarke', 'DAVID CLARKE', 'David B Clarke', 'David B. Clarke', 'David Clarke', 'David Clarke Clarke', 'Dr. David Clarke', 'Elizabeth Tucker', 'Jeffrey Jacobs', 'Robert Ashforth', ""S O'brien""]",434,3856,29,49
A5053445753,,J. E. Sonier,"['J E Sonier', 'J SONIER', 'J Sonier', 'J. E. Sonier', 'J. Sonier', 'J.E Sonier', 'J.E. Sonier', 'Sonier, J. E.']",46,1320,14,7
A5021199535,https://orcid.org/0000-0001-7773-270X,Joanna Pater,['Joanna Pater'],1,5,1,3
A5095550599,,Kyong Chun,['Kyong Chun'],1,0,0,2
A5040008860,https://orcid.org/0000-0001-6970-3327,Shelby Fenton,"['S. FENTON', 'S. Fenton', 'Shelby Fenton']",12,109,5,7
A5014281073,,Matthew Ens,['Matthew Ens'],4,47,4,1
A5087730138,,Alex Ciok,"['Alex Ciok', 'Ciok, Alex']",5,7,1,1
A5061348941,https://orcid.org/0000-0002-6248-1722,Mark Rempel,"['M. A. Rempel', 'M. Rempel', 'M.A. Rempel', 'MARK REMPEL', 'Mark A. Rempel', 'Mark Rempel', 'Rempel, Mark']",33,137,6,8
A5112637734,,Cindy Xin,"['C. Xin', 'Cindy Xin', 'Cindy Xuying Xin', 'Xin, C.', 'Xin, Cindy']",28,344,7,6
A5082045869,https://orcid.org/0000-0003-0313-3557,Tyler J. Cuthbert,"['Cuthbert, Tyler', 'Cuthbert, Tyler J.', 'T. J. Cuthbert', 'Tyler Cuthbert', 'Tyler J. Cuthbert']",39,948,18,6
A5036324257,,Anurag Piyamrao Wasnik,"['Abhinav Jain', 'Anurag Piyamrao Wasnik', 'Anurag Wasnik', 'Arcan Aydemir']",10,34,4,3
A5036300411,https://orcid.org/0000-0002-1984-8234,Andrei V. Frolov,"['A. Frolov', 'A.V. Frolov', 'ANDREI V. FROLOV', 'Andrei  V. Frolov', 'Andrei Frolov', 'Andrei V Frolov', 'Andrei V. Frolov', 'Frolov, A', 'Frolov, A.', 'Frolov, Andrei', 'Frolov, Andrei V.', 'А.В. Фролов']",49,2142,15,7
A5049486503,https://orcid.org/0000-0002-3145-705X,Sida Zhao,"['Si-Da Zhao', 'Si-da Zhao', 'Sida Zhao', 'Zhao, Sida']",57,694,15,11
A5106634120,,Andrei Frolov,"['Andrei Frolov', 'Frolov, Andrei']",2,272,2,1
A5095742090,https://orcid.org/0000-0002-8130-7092,Cai Feng,"['Cai (Mitsu) Feng', 'Cai Feng']",1,46,1,1
A5107021241,,A. M. Parmeswaran,['A. M. Parmeswaran'],1,1,1,1
A5002967500,,Arne Eigenfeldt,"['Arne Eigenfeldt', 'Eigenfeldt, Arne']",64,511,14,2
A5086737870,https://orcid.org/0000-0001-6033-5089,Kate Salters,"['K. Salters', 'Kate  A. Salters', 'Kate A. Salters', 'Kate Salters']",38,691,14,8
A5028863136,https://orcid.org/0000-0002-6686-2506,Xin Wen,"['Xin Wen', 'Xinag Wen', 'xin wen']",28,161,7,17
A5032739659,https://orcid.org/0000-0003-4978-6756,Nabeel Khan,"['NABEEL KHAN', 'Nabeel Khan', 'Nabeel\xa0M. Khan']",19,256,8,10
A5082142520,https://orcid.org/0000-0003-1956-4917,Jennifer E. Lansford,"['J E Lansford', 'J LANSFORD', 'J. E. Lansford', 'J.E. Lansford', 'JENNIFER E. LANSFORD', 'Jennifer E Lansford', 'Jennifer E. Lansford', 'Jennifer Lansford', 'Lansford, J. E.', 'Lansford, Jennifer', 'Lansford, Jennifer E.']",428,24983,75,15
A5083431950,https://orcid.org/0000-0003-2323-1277,Ermin Hodzic,"['Asger Hobolth', 'Ermin Hodzic', 'Hodzic, Ermin']",66,15625,29,13
A5054236644,https://orcid.org/0000-0002-4185-2002,Alexi Morin,"['Alexi Morin', 'Morin, Alexi']",6,4,1,6
A5001109789,,Talia R. Cole,['Talia R. Cole'],2,9,2,1
A5118293538,,Alissa Hewton,['Alissa Hewton'],1,0,0,1
A5053854855,,Timothy Tiryaki,['Timothy Tiryaki'],3,2,1,1
A5068761112,https://orcid.org/0000-0001-5202-9874,Sarah Watt,"['Sarah Stone Watt', 'Sarah Watt', 'Watt, Sarah']",33,343,8,6
A5083398015,,Mani Sadati,['Mani Sadati'],1,7,1,2
A5021792297,https://orcid.org/0000-0002-0468-1259,Katherine B. Hanniball,['Katherine B. Hanniball'],12,121,6,1
A5066369839,https://orcid.org/0000-0003-4688-0333,A. Darbandi,"['A Darbandi', 'A. Darbandi', 'A. F. Darbandi', 'Ali Darbandi', 'Arash Fazel Darbandi', 'Darbandi, A.']",26,93,5,10
A5087439130,,S Ferse,['S Ferse'],1,0,0,1
A5007770340,,Mohammad Reza Mostaan,['Mohammad Reza Mostaan'],2,0,0,1
A5069050938,,Jason Douglas Edward Proulx,['Jason Douglas Edward Proulx'],5,11,1,2
A5081356061,https://orcid.org/0000-0001-6374-8049,Heather Bliss,"['Bliss, Heather', 'Bliss, Heather Anne', 'Heather Bliss']",34,302,8,5
A5092626911,,Sheryl C. Fabian,['Sheryl C. Fabian'],2,4,1,1
A5070869211,,Ryan C. Love,['Ryan C. Love'],1,18,1,2
A5011927171,https://orcid.org/0000-0003-1233-3083,Holly Hendrigan,"['Hendrigan, Holly', 'Holly Hendrigan']",48,25,2,1
A5082680867,,Ric Hohn,['Ric Hohn'],1,0,0,1
A5031789112,,Becky Wei Lin,['Becky Wei Lin'],1,14,1,1
A5111618796,,Stephanie Cooper,['Stephanie Cooper'],2,5,1,1
A5015135502,https://orcid.org/0000-0003-3296-515X,C. Michael Hamilton,"['C. Michael Hamilton', 'Christopher Michael Hamilton', 'Hamilton, C. Michael', 'Hamilton, Christopher Michael']",9,201,4,4
A5062483690,https://orcid.org/0000-0001-7417-6330,Jiguo Cao,"['Cao, J.', 'Cao, JIguo', 'Cao, Jiguo', 'Cao, Jiguo.', 'J. Cao', 'Jiguo Cao']",213,3599,30,16
A5100338779,https://orcid.org/0000-0001-5143-5061,Heng Li,"['Heng Li', 'Li, Heng']",6,91,4,2
A5069828395,https://orcid.org/0000-0003-1477-566X,Marissa O’Neill,"['Marissa L. O’Neill', ""Marissa O'Neill"", 'Marissa O’Neill']",15,193,7,3
A5070742662,,Mehdi Shirmaleki,"['M. Shirmaleki', 'Mehdi Shirmaleki']",6,116,5,2
A5081260847,,Chie Hanaoka,"['Chie Hanaoka', 'HANAOKA, Chie', 'Hanaoka, Chie']",25,536,6,18
A5037350925,,Mahdi Asgharpour,['Mahdi Asgharpour'],2,44,2,2
A5053665999,https://orcid.org/0000-0002-7818-8301,Stephen Makonin,"['Makonin, Stephen', 'Makonin, Stephen (Simon Fraser University)', 'S. Makonin', 'Stephen Makonin']",267,2298,20,6
A5024874181,https://orcid.org/0000-0002-4843-8410,Joey Lam,['Joey Lam'],2,64,2,3
A5072440671,https://orcid.org/0000-0001-7832-4994,Daniella LoScerbo,"['Daniella C LoScerbo', 'Daniella LoScerbo', 'LoScerbo, Daniella']",12,107,4,4
A5101539818,https://orcid.org/0000-0002-1569-7790,Nicola S. Smith,"['N. S. Smith', 'N. Smith', 'Nicola  S. Smith', 'Nicola S. Smith', 'Nicola Simone Smith', 'Nicola Smith', 'Smith, Nicola Simone']",26,750,11,7
A5100324734,https://orcid.org/0009-0007-2822-2392,Shan Li,"['Li, Shan', 'S.Z. Li', 'Shan LI', 'Shan Li']",35,281,8,21
A5064634241,https://orcid.org/0000-0001-8557-3542,Leena W. Chau,"['Leena Chau', 'Leena W Chau', 'Leena W. Chau']",18,179,8,5
A5012326090,https://orcid.org/0000-0002-0406-0567,Derese T. Nega,"['Derese T. Nega', 'Derese Tekestebrihan Nega']",10,89,6,3
A5060746793,,Mohammad Hossein Miri,"['Mohammad Hossein Miri', 'Mohammad Miri']",2,9,1,1
A5035702257,https://orcid.org/0000-0001-8130-4644,Fred Burge,"['Burge, Fred', 'Burge, Frederick', 'F Burge', 'F I Burge', 'F. Burge', 'Fred Burge', 'Fred I Burge', 'Fred I. Burge', 'Frederick Burge', 'Frederick I Burge', 'Frederick I. Burge']",196,5182,40,27
A5074660679,https://orcid.org/0000-0002-8126-319X,Timothy R. Forrester,"['Forrester, Timothy R.', 'Timothy R Forrester', 'Timothy R. Forrester']",12,88,3,3
A5024106367,https://orcid.org/0000-0001-9302-3348,James Busumtwi‐Sam,"['J. Busumtwi‐Sam', 'James Busumtwi-Sam', 'James Busumtwi‐Sam']",26,166,8,2
A5015630450,https://orcid.org/0000-0002-8711-2173,Lucy Kervin,"['Lucy Kervin', 'Lucy M. Kervin']",23,514,8,3
A5046535398,https://orcid.org/0000-0002-4065-4151,Diane Lacaille,"['D Lacaille', 'D. Lacaille', 'DIANE LACAILLE', 'Diane Lacaille', 'Diane V. Lacaille']",271,10608,51,60
A5050374376,,Jeungeun Song,"['Jeungeun Song', 'Song Jeungeun']",28,1886,15,5
A5035240473,https://orcid.org/0009-0001-3048-0661,Kyle M. Kusack,"['Kusack, Kyle', 'Kyle Kusack', 'Kyle M. Kusack']",8,48,2,1
A5115635382,https://orcid.org/0009-0002-3832-4900,Bridget McClarty,"['Bridget McClarty', 'McClarty, Bridget']",2,1,1,1
A5037118228,,Martin Laba,['Martin Laba'],11,18,2,1
A5107606734,,Abigail H. Feresten,['Abigail H. Feresten'],1,0,0,1
A5047352120,,Mahsa Faizrahnemoon,"['Faizrahnemoon, Mahsa', 'M. Faizrahnemoon', 'Mahsa Faizrahnemoon']",18,86,6,5
A5040475878,https://orcid.org/0000-0003-1672-7450,Emitis Roshan,"['E. Roshan', 'E.D. Roshan', 'Emitis Roshan', 'Roshan E.']",15,47,4,5
A5072681799,,Milton McClaren,"['M. McClaren', 'McClaren, Milton', 'Milton McClaren']",23,127,7,1
A5000970607,https://orcid.org/0000-0002-0368-4554,Sagar Mehta,"['Mehta, Sonam', 'S. C. Mehta', 'S. Mehta', 'S.C. Mehta', 'Sagar Mehta', 'Sonam Mehta']",12,14,3,4
A5110442002,,T Y Leung,"['T Y Leung', 'T \xa0Y Leung', 'T. Leung', 'Tsz Yan Leung']",7,221,1,4
A5052764433,,Eugene Hu,"['Eugene Hu', 'Hu, Eugene']",3,40,2,1
A5110248522,,DA Patterson,['DA Patterson'],6,50,5,2
A5044392969,https://orcid.org/0000-0003-1718-9244,Ying Zeng,"['ShiShi Song', 'Ying Zeng']",13,103,4,6
