OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions
A5001064251,https://orcid.org/0000-0002-4093-7848,William A. Scott,"['Scott, William', 'Scott, William Abbott', 'Silas Mervyn', 'W A Scott', 'W. A. H. Scott', 'W. Scott', 'W.A.H. Scott', 'WILLIAM A. SCOTT', 'William A Scott', 'William A. Scott', 'William Abbott Scott', 'William Scott']",74,1990,18,12
A5052982551,,Geoff Mann,"['G. Mann', 'GEOFF MANN', 'Geoff Mann']",75,1072,15,5
A5060170939,,Lisa McQuarrie,"['Lisa McQuarrie', 'McQuarrie, Lisa']",18,128,5,7
A5109889253,,Valery Terwilliger,"['Terwilliger, Valery T.', 'V. T. Terwilliger', 'V. Terwilliger', 'Valery Terwilliger']",23,513,5,9
A5004781820,,Nevena Cekic,"['Cekic, Nevena', 'N. Cekic', 'Nevena Cekic']",13,128,5,2
A5065499179,https://orcid.org/0009-0004-1683-8964,Aisha Shahid,"['A. Shahid', 'Aisha Shahid', 'Aleena Shahid', 'Areeba Shahid']",10,0,0,7
A5110510798,,Shitao Tang,"['Shitao Tang', 'Stefaniak, Bartosz', 'Tang, Shitao']",32,564,12,3
A5081811109,,C.W. Pickett,"['C. W. Pickett', 'C.W. Pickett', 'Calla Pickett']",6,16,2,2
A5041065594,https://orcid.org/0000-0003-1899-5942,Galina Velikova,"['G Velikova', 'G. VELIKOVA', 'G. Velikova', 'GALINA VELIKOVA', 'Galina Velikova', 'Velikova G', 'Velikova, G', 'Velikova, Galina', '\xa0G Velikova']",430,19848,72,57
A5037906711,https://orcid.org/0000-0003-1041-5130,Afnan Hassan,"['A Hassan', 'Afnan Abdellatif Ali Arafat Hassan', 'Afnan Abdellatif Hassan', 'Afnan Hassan', 'Hassan A']",8,20,2,4
A5045299168,https://orcid.org/0000-0001-6068-2689,Angeline Lee,"['A H Y Lee', 'A Lee', 'A. H. Y. Lee', 'A.H.Y. Lee', 'Angeline H.Y. Lee', 'Angeline HY Lee', 'Angeline Hwee Yin Lee', 'Angeline Lee']",36,424,12,18
A5007973428,,Ying Duan,['Ying Duan'],15,326,10,5
A5093537511,,Poh Tan,['Poh Tan'],1,0,0,1
A5064049181,,Uwe Glässer,"['Glässer, Uwe', 'Joel Brynielsson', 'U. Glasser', 'U. Glässer', 'UWE GLÄSSER', 'Uwe Glasser', 'Uwe Glässer']",138,1585,24,12
A5084991338,https://orcid.org/0000-0002-5711-7440,Ronald D. Barr,"['R Barr', 'R D Barr', 'R. BARR', 'R. Barr', 'R. D. BARR', 'R. D. Barr', 'R.D Barr', 'R.D. Barr', 'RD BARR', 'RONALD D. BARR', 'Ronald Barr', 'Ronald D Barr', 'Ronald D. Barr', 'Ronald Duncan Barr', 'Whelan, Jeremy']",515,24385,81,81
A5092223217,,Azra Bhanji,['Azra Bhanji'],1,7,1,1
A5014787119,https://orcid.org/0000-0001-7022-1800,Pavreet K. Gill,"['Gill, Pavreet', 'P. Gill', 'Pavreet Gill', 'Pavreet K. Gill']",12,27,3,2
A5065480698,,Andrew Heard,"['A Heard', 'A. Heard', 'Andrew D. Heard', 'Andrew Heard']",28,272,9,4
A5100636526,https://orcid.org/0000-0001-5550-9259,Jiaxing Li,"['Jia-Xing Li', 'Jia-xing Li', 'Jiaxing Li', 'Jia‐Xing Li', 'Li, Jiaxing', 'Zuohua Liu']",67,503,12,36
A5001351076,https://orcid.org/0000-0003-4559-5813,Margaret Erickson,"['M. Erickson', 'Margaret E. Erickson', 'Margaret Elizabeth Erickson', 'Margaret Erickson']",30,318,11,9
A5011610438,https://orcid.org/0000-0002-7628-2927,Natalie D. Heeney,"['N. Heeney', 'N.D. Heeney', 'Natalie D. Heeney', 'Natalie Heeney']",23,496,11,13
A5064643434,https://orcid.org/0000-0003-1685-0483,Seles Yung,"['S. Yin Yung', 'Seles Yung', 'Yung, Seles']",13,59,4,5
A5097821478,https://orcid.org/0009-0009-6711-9464,Artun Cimensel,['Artun Cimensel'],1,9,1,1
A5053092720,https://orcid.org/0009-0007-5852-2177,Stephen Juwono,"['Juwono, Stephen', 'Stephen Juwono']",6,62,3,5
A5007386654,https://orcid.org/0000-0001-7949-8849,Dana Ryan,"['D. Ryan', 'Dana Ryan']",83,787,14,23
A5081306915,https://orcid.org/0000-0001-8136-7645,Ashwin Samudre,"['Ashwin Samudre', 'Samudre, Ashwin']",19,53,4,8
A5114944494,https://orcid.org/0009-0007-1494-0334,Charity V. Mudhikwa,"['Charity V Mudhikwa', 'Charity V. Mudhikwa']",4,3,1,3
A5037398640,https://orcid.org/0000-0001-9539-7271,Deborah C. Merrett,"['Deborah C. Merrett', 'Deborah Merrett']",24,2183,11,4
A5024681955,https://orcid.org/0000-0002-4992-7662,Helen Novak Lauscher,"['H. Novak Lauscher', 'Helen J. Novak Lauscher', 'Helen Novak Lauscher', 'Helen Novak-Lauscher', 'Lauscher, Helen Novak']",60,1993,15,17
A5062795483,https://orcid.org/0000-0002-4110-1161,Alexandra M.B. Korall,"['A Korall', 'A.M. Korall', 'Alexandra M. B. Korall', 'Alexandra M.B. Korall', 'Alexandra MB Korall']",17,280,6,7
A5059179960,https://orcid.org/0000-0002-6411-8089,Paul Sereda,"['Feng Zhu', 'P Sereda', 'P. Sereda', 'Paul Sereda', 'Sereda, Paul']",132,2063,26,22
A5041983518,https://orcid.org/0000-0001-5719-7316,Lena Ware,['Lena Ware'],6,39,3,5
A5053267803,,Mayur Mallya,"['M. Manjula Mallya', 'Mallya, Mayur', 'Mayur Mallya']",8,77,3,3
A5019535462,https://orcid.org/0000-0002-5479-7073,Nancy R. Forde,"['Forde, Nancy', 'Forde, Nancy R.', 'N. R. Forde', 'Nancy Forde', 'Nancy R Forde', 'Nancy R. Forde', 'Nancy\xa0R. Forde']",118,2431,23,6
A5100614771,https://orcid.org/0000-0001-6280-0511,Linda Li,"['L C Li', 'L Li', 'L. C. Li', 'L. LI', 'L. Li', 'L.C. Li', 'LINDA C. LI', 'LINDA LI', 'Lanlan Li', 'Li, Linda', 'Li, Linda C', 'Li, Linda C.', 'LinDa Li', 'Linda  C. Li', 'Linda C Li', 'Linda C. Li', 'Linda Chunhong Li', 'Linda L. Li', 'Linda Li', 'Yvonne Lee']",466,11146,52,102
A5119413521,,Taleen Ashekian,['Taleen Ashekian'],1,0,0,1
A5045141972,,Jamie K. Scott,"['J K Scott', 'J. K. Scott', 'J.K. Scott', 'JAMIE K. SCOTT', 'Jamie K Scott', 'Jamie K. Scott', 'Jamie Kathleen Scott', 'Jamie Scott', 'Jamie\xa0K. Scott']",85,6931,35,14
A5101421877,https://orcid.org/0000-0003-1348-8773,Jing Hu,"['Hu Jing', 'Hu, Jing', 'J. Hu', 'Jing Fang Hu', 'Jing HU', 'Jing Hu']",94,3284,14,27
A5093865069,,Am Johal,['Am Johal'],1,0,0,1
A5100337347,https://orcid.org/0000-0003-2988-5001,Ye Yuan,"['Irene Ye Yuan', 'Ye YUAN', 'Ye Yuan', 'Yuan, Ye']",116,1075,17,33
A5007819557,,Akash Abdu Jyothi,"['Akash Abdu Jyothi', 'Jyothi, Akash Abdu']",8,233,4,2
A5100462916,https://orcid.org/0000-0002-0967-2116,Min-Ju Kim,"['Min-Ju Kim', 'Min-ju Kim', 'Minju Kim']",24,583,7,12
A5049944790,https://orcid.org/0000-0002-1433-7005,Peyman Namdarimoghaddam,['Peyman Namdarimoghaddam'],3,8,1,1
A5027099717,https://orcid.org/0000-0002-0082-3969,Chunxue Wang,['Chunxue Wang'],8,0,0,8
A5046753877,,Ian Bercovitz,['Ian Bercovitz'],3,79,2,1
A5065462493,https://orcid.org/0000-0002-8983-1577,Farshid Sadeghian,['Farshid Sadeghian'],10,102,6,2
A5088682924,,Annette Rouleau,"['Annette Rouleau', 'Rouleau, Annette']",18,69,5,1
A5062247330,https://orcid.org/0000-0002-2200-8711,Jian Pei,"['J -M Pei', 'J Pei', 'J. Pei', 'J.-Y Wang', 'JIAN PEI', 'Jian PEI', 'Jian Pei', 'Jian Peii', 'Jie Pei', 'Lu, Peng', 'Pei J', 'Pei, Jian']",759,52859,95,68
A5005381654,https://orcid.org/0000-0002-2204-2901,Minjeong Park,"['M. Park', 'MIN JEONG PARK', 'MInjeong Park', 'Min  Jeong Park', 'Min JEONG PARK', 'Min Jeong Park', 'Min Kee Park', 'Min-Jeong Park', 'MinJeong Park', 'Minjeong Park', 'Minsoon Park', 'Min\xa0Jeong Park', 'Park, Min Jeong', 'Park, Minjeong']",283,6028,45,60
A5013126287,https://orcid.org/0000-0002-3742-8620,R. Paul Weidman,"['Paul Weidman', 'R. P. Weidman', 'R. PAUL WEIDMAN', 'R. Paul Weidman', 'Weidman, R. Paul', 'Weidman, Raymond Paul']",19,195,7,4
A5082487312,https://orcid.org/0000-0002-0636-4468,Richard Smith,"['R C Smith', 'R Smith', 'R. C. SMITH', 'R. C. Smith', 'R. Smith', 'R.C. Smith', 'RICHARD SMITH', 'Richard C Smith', 'Richard C. Smith', 'Richard C. Smith III', 'Richard Charles Smith', 'Richard Smith', 'Smith, R', 'Smith, R.', 'Smith, R. C.', 'Smith, Richard', 'Smith, Richard Charles']",286,2917,26,44
A5054654443,https://orcid.org/0000-0003-3541-2470,D. M. Allen,"['Allen D', 'Allen, D.M.', 'Allen, Diana', 'Allen, Diana M.', 'D ALLEN', 'D Allen', 'D M Allen', 'D. Allen', 'D. M. ALLEN', 'D. M. Allen', 'D.M. Allen', 'Diana Allen', 'Diana M Allen', 'Diana M. Allen', 'Diana M. Allenaan', 'Diana M. M. Allen', 'Diana Major Allen']",237,9502,41,13
A5025399630,https://orcid.org/0000-0002-1764-1467,Christina Stoiber,"['C. Stoiber', 'Christina Stoiber', 'Stoiber, Christina']",42,307,11,14
A5093687060,,Gavin B. Min,['Gavin B. Min'],4,0,0,1
A5029028027,,Sharan Vaswani,"['Sharan Vaswani', 'Vaswani, Sharan']",52,454,12,8
A5038467574,,Edris Ardeshirlarijani,['Edris Ardeshirlarijani'],8,300,5,1
A5058822774,,Naghme Kheyrikoochaksarayee,['Naghme Kheyrikoochaksarayee'],2,56,2,2
A5005970027,https://orcid.org/0000-0002-0929-6800,Gene F. Kwan,"['G F Kwan', 'G Kwan', 'G. Kwan', 'G.F. Kwan', 'GENE KWAN', 'Gene F Kwan', 'Gene F. Kwan', 'Gene Kwan', 'Kwan, Gene F.']",100,64731,30,20
A5060097634,,Tuan M. Ngo,['Tuan M. Ngo'],1,7,1,1
A5018492442,,Harry Deng,['Harry Deng'],1,0,0,1
A5012921219,,Lief Swanson,['Lief Swanson'],1,6,1,1
A5011031991,,David L. McIntyre,"['D. McIntyre', 'David L. McIntyre']",4,33,3,2
A5045066331,,Jill M. Logan,"['J. M. Logan', 'Jill M. Logan', 'Logan, Jill', 'Logan, Jill M.']",8,421,4,1
A5000110105,https://orcid.org/0000-0003-3911-0226,Aisha Ravindran,"['Aisha Ravindran', 'Aisha Ravindran   (posthumous manuscript)']",9,141,3,3
A5112007562,,Jie Liang,"['Jie Liang', 'Jie Xiong Liang']",8,74,4,5
A5069053651,,Arman Athwal,"['Arman Athwal', 'Athwal, Arman']",38,172,6,3
A5113958110,,Stephen N. Robinovich,['Stephen N. Robinovich'],1,0,0,1
A5056876372,,Shoaib Faizi,['Shoaib Faizi'],5,46,3,1
A5062290806,,Klinsmann J. Coelho Silva Meneses,"['Klinsmann J. C. S Meneses', 'Klinsmann J. C. S. Meneses', 'Klinsmann J. Coelho Silva Meneses']",6,22,3,1
A5100731447,https://orcid.org/0000-0001-9772-2357,Eric Chen,"['Chen E', 'E Chen', 'Eric Chen', 'Eric S. Chen']",24,1214,11,13
A5067603887,,Miranda Chang,"['Chang, Miranda', 'Miranda Chang']",20,11,2,5
A5019184400,,Michael Bamberg,"['Bamberg, Michael', 'Bamberg, Michael G. W. 1947-', 'M Bamberg', 'M. Bamberg', 'MICHAEL BAMBERG', 'Michael BAMBERG', 'Michael Bamberg', 'Michael Bamberg,', 'Michael G. Bamberg']",119,11101,37,53
A5048584465,,Rodrigo Solis-Sosa,['Rodrigo Solis-Sosa'],3,15,2,1
A5072063318,,Nick Mitrou,"['Nick G. A. Mitrou', 'Nick Mitrou']",5,4,1,1
A5040169956,,Sujit Narayanan,"['Narayanan, Sujit', 'Sujit Narayanan']",7,17,2,2
A5014591134,https://orcid.org/0000-0002-4082-5934,Asim Renyard,"['Asim Renyard', 'Renyard, Asim']",16,87,6,2
A5020847142,https://orcid.org/0000-0002-0680-6588,Felix Henningsen,"['Bay, R.', 'F. Henningsen', 'Felix Henningsen', 'Helbing, K.', 'Henningsen, F.', 'Henningsen, Felix', 'Hettinger, E. C.', 'Heuermann, L.', 'Hickford, S.', 'Hidvegi, A.', 'Hoffman, K. D.']",326,4120,27,34
A5039778392,https://orcid.org/0000-0002-5500-8275,Lara Hollmann,"['Hollmann, Lara', 'Lara Hollmann']",12,408,6,3
A5015481958,,Stephen Collis,"['Collis, Stephen', 'Stephen Collis']",28,69,4,9
A5007322964,,Ann Travers,"['A. Travers', 'Ann Travers', 'Travers, Ann']",44,690,13,4
A5075341168,https://orcid.org/0000-0001-8189-6790,Alison Palmer,"['A Palmer', 'Alison L Palmer', 'Alison L. Palmer', 'Alison Palmer']",15,59,5,3
A5107514503,,Radha Vishwanathappa,['Radha Vishwanathappa'],1,0,0,1
A5019491488,,Weiling Zheng,['Weiling Zheng'],9,31,3,6
A5047876912,https://orcid.org/0000-0003-2044-1658,Juan Manuel Fernández‐Cárdenas,"['Chacón Rojas, Gerardo', 'Fernández Cárdenas, Juan Manuel', 'Fernández-Cárdenas, Juan Manuel', 'Juan M. Fernández', 'Juan Manuel Cárdenas', 'Juan Manuel Fernandez Cardenas', 'Juan Manuel Fernández', 'Juan Manuel Fernández Cárdenas', 'Juan Manuel Fernández-Cárdenas', 'Juan Manuel Fernández‐Cárdenas', 'Juan-Manuel Fernández-Cárdenas']",77,346,10,8
A5021854606,,Paul Saunders,['Paul Saunders'],3,9,2,2
A5002938523,https://orcid.org/0000-0001-7345-049X,David Schuberth,"['David A. Schuberth', 'David Schuberth']",7,69,3,2
A5030803878,https://orcid.org/0000-0002-8955-9382,Iva W. Cheung,"['Cheung, Iva W.', 'Cheung, Iva Wai-Yun', 'I Cheung', 'I. Cheung', 'I.W. Cheung', 'Iva Cheung', 'Iva W Cheung', 'Iva W. Cheung']",27,219,7,16
A5012876179,,Romina C. Reyes,"['R. Reyes', 'Romina C Reyes', 'Romina C. Reyes', 'Romina Reyes']",21,444,9,11
A5034043466,https://orcid.org/0000-0003-3214-3797,Rylan Simpson,"['R. H. SIMPSON', 'R. H. Simpson', 'Rylan Simpson']",89,1311,22,11
A5078913141,,Leilani Pai,"['Leilani Pai', 'Pai, Leilani']",3,7,2,5
A5014722457,https://orcid.org/0000-0002-7996-6531,Seyed Hamidreza Mirpoorian,"['Mirpoorian, Seyed Hamidreza', 'Seyed Hamidreza Mirpoorian']",9,67,4,1
A5078233358,,J. H. Borden,"['Borden, John H. (John Harvey)', 'J. H. BORDEN', 'J. H. Borden', 'J.H. Borden', 'Jocelyn Borden']",43,1277,23,5
A5112386136,,Naveed Gulzar,"['Gulzar, Naveed', 'Naveed Gulzar']",27,432,9,4
A5053768551,,John M. Tallon,"['J M TALLON', 'J M Tallon', 'J Tallon', 'J. Tallon', 'J.M. Tallon', 'John  M. Tallon', 'John M Tallon', 'John M. Tallon', 'John Tallon']",111,2262,25,40
A5046714003,https://orcid.org/0000-0002-3358-0043,Robert Laxdal,"['F. Mammarella', 'Laxdal, R', 'Laxdal, R E', 'Laxdal, R.', 'Laxdal, R. E.', 'Laxdal, Robert', 'Laxdal, Robert E.', 'R E Laxdal', 'R Laxdal', 'R. E. Laxdal', 'R. E. Laxdal R. E. Laxdal', 'R. Laxdal', 'R.E. Laxdal', 'R.\u2009E. Laxdal', 'Robert E Laxdal', 'Robert E. Laxdal', 'Robert Laxdal']",250,916,15,9
A5053408951,,Lucía Del Carpio,"['Del Carpio, Lucía', 'Lucia Del Carpio', 'Lucía Del Carpio']",27,72,4,11
A5009494019,https://orcid.org/0000-0001-7789-7643,Marjolein Wilke,"['Fien Depaepe', 'Marjolein Wilke', 'Wilke, Marjolein']",11,31,3,11
A5075889071,https://orcid.org/0000-0001-7241-1624,Karen E. Kohfeld,"['K Kohfeld', 'K. E. Kohfeld', 'K. Kohfeld', 'K.E Kohfeld', 'K.E. Kohfeld', 'Karen E Kohfeld', 'Karen E. Kohfeld', 'Karen Elizabeth Kohfeld', 'Karen Kohfeld', 'Kohfeld, Karen', 'Kohfeld, Karen E.']",155,9474,36,9
A5036248762,https://orcid.org/0000-0002-4136-4682,John Ries,"['J. C. RIES', 'J. C. Ries', 'J. Ries', 'J.C. Ries', 'JOHN C. RIES', 'John C Ries', 'John C. RIES', 'John C. Ries', 'John Ries', 'John ries', 'Mayer, Thierry', 'Ries J.', 'Ries, J  C', 'Ries, J. C.', 'Ries, John', 'Ries, John C.', 'Thierry Mayer']",279,16144,49,18
A5035542400,https://orcid.org/0000-0001-5775-7053,John R. Best,"['Best, J. R.', 'Best, John', 'Best, John R.', 'J Best', 'J. Best', 'J. R. Best', 'J.R. Best', 'JOHN BEST', 'JOHN R. BEST', 'John Best', 'John R Best', 'John R. Best']",290,11428,41,38
A5057352934,https://orcid.org/0000-0001-5278-9494,Xiaokong Zhang,['Xiaokong Zhang'],16,178,7,6
A5114190264,https://orcid.org/0009-0009-0431-2283,M. Cui,"['M Cui', 'M Y Cui', 'M. CUI', 'M. Cui', 'Manman Cui', 'Michelle Cui']",13,473,7,11
A5101586019,https://orcid.org/0000-0003-1395-6629,Ashish Sinha,"['A Sinha', 'A. Sinha', 'A.K. Sinha', 'Ashish Sinha', 'Dr. A. K. Sinha', 'Sinha, Ashish']",49,350,10,19
A5017895688,https://orcid.org/0000-0002-5683-435X,Petra Mikulan,['Petra Mikulan'],28,92,6,2
A5053476692,https://orcid.org/0000-0002-9299-9602,W. John Braun,"['Braun, W. John', 'W John Braun', 'W. J. Braun', 'W. John Braun', 'W.J Braun', 'W.J. Braun', 'WJ Braun', 'Walter Braun', 'Willard J. Braun', 'Willard John Braun']",172,15776,18,19
A5027093953,https://orcid.org/0000-0003-0543-3879,Suzanne Smythe,"['Smythe, Suzanne', 'Suzanne Smythe']",45,455,12,6
A5076749232,,Yani Kong,['Yani Kong'],2,0,0,1
A5029251872,https://orcid.org/0000-0002-3244-5384,Yang Chen,"['Chen Yang', 'Chen, Yang', 'Yang Chen', 'Yang Chen (9737)', 'Yang, Chen', 'Yu Liu']",147,2769,31,65
A5041759678,https://orcid.org/0000-0001-5339-7185,Sidney H. Kennedy,"['B Cohen', 'Catherine J. Harmer', 'Kennedy, S', 'Kennedy, Sidney H.', 'Kennedy,Sidney', 'S BYRNE J KENNEDY', 'S H Kennedy', 'S KENNEDY', 'S Kennedy', 'S. H. KENNEDY', 'S. H. Kennedy', 'S. KENNEDY', 'S. Kennedy', 'S.H Kennedy', 'S.H. Kennedy', 'SH Kennedy', 'SIDNEY H. KENNEDY', 'SIDNEY KENNEDY', 'Sidney H Kennedy', 'Sidney H. Kennedy', 'Sidney J. Kennedy', 'Sidney Kennedy', 'Simon Kennedy', 'Sydney H. Kennedy', 'Sydney Kennedy', 'sidney kennedy']",1841,57048,118,127
A5000174619,,Bethel Lulie,['Bethel Lulie'],3,48,2,1
A5014693436,https://orcid.org/0000-0002-6569-3771,Liang Cao,"['LIANG CAO', 'Liang Cao']",10,16,2,2
A5112382486,,Charles Morton,"['C. Morton', 'Charles G. Morton', 'Charles Morton', 'Morton, Charles', 'Morton, Charles G.']",63,2307,20,21
A5112321714,,Laura U. Marks,"['L Marks', 'LAURA U. MARKS', 'Laura Marks', 'Laura U Marks', 'Laura U. Marks', 'Marks, Laura U.']",160,2977,15,10
A5035685830,https://orcid.org/0000-0002-9291-5560,Ana M. González‐Prieto,"['Ana M González-Prieto', 'Ana M. González‐Prieto']",3,136,3,4
A5088084088,,Jenna Yuzwa,['Jenna Yuzwa'],3,2,1,1
A5087576726,https://orcid.org/0000-0003-0353-8255,J. van Drie,"['J. Van Drie', 'J. van Drie', 'J.P. van Drie', 'Jannet P. van Drie', 'Jannet Van Drie', 'Jannet van Drie', 'van Drie, J.', 'van Drie, Jannet']",107,1859,18,11
A5022996665,https://orcid.org/0000-0002-2873-6170,Rachel T. Fouladi,"['Fouladi, Rachel', 'Fouladi, Rachel T', 'Fouladi, Rachel Tanya', 'R Fouladi', 'R. T. Fouladi', 'R.T. FOULADI', 'RACHEL T. FOULADI', 'Rachel T Fouladi', 'Rachel T. Fouladi', 'Rachel Tanya Fouladi', 'r.t. fouladi']",92,3679,31,8
A5018475444,https://orcid.org/0000-0001-8656-3514,Ping Tan,"['Ping Tan', 'Tan, Ping']",63,616,12,11
A5000634643,,Z. M. Wang,['Z. M. Wang'],1,1,1,2
A5101982063,https://orcid.org/0000-0002-4288-3564,Meng Sun,['Meng Sun'],15,77,4,8
A5027965468,https://orcid.org/0000-0002-9619-9012,Sabrina T. Wong,"['S. Wong', 'S.T.C. Wong', 'SABRINA T. WONG', 'Sabrina T Wong', 'Sabrina T. Wong', 'Sabrina Wong', 'Wong, Sabrina T.']",293,6790,39,66
A5018197314,https://orcid.org/0000-0002-3477-1466,Rui Ma,"['Ma Rui', 'Ma, Rui', 'RUI MA', 'Rui MA', 'Rui Ma']",104,802,14,37
A5085530603,https://orcid.org/0009-0009-6971-4670,Stephen Felipin S Miranda,"['Miranda, Stephen Felipin S', 'Samuel Antunes Miranda', 'Stephen Felipin S Miranda']",3,22,1,1
A5010170956,,Mathew Hepp,['Mathew Hepp'],1,2,1,1
A5012970288,https://orcid.org/0000-0001-6639-7993,Jason A. Leach,"['J. A. Leach', 'J. Leach', 'J.A. Leach', 'Jason A. Leach', 'Jason Andrew Leach', 'Jason Leach', 'Leach, Jason', 'Leach, Jason A.', 'Leach, Jason Andrew']",87,1660,21,12
A5079911374,,Cathy McFarland,"['Cathy McFarland', 'Cathy Mcfarland']",52,4509,30,3
A5112972685,,M. Herrera,"['M. Herrera', 'Maria Mercedes Guzman Herrera', 'Mariana Villarreal Herrera']",4,31,2,7
A5100602057,https://orcid.org/0000-0002-6374-1362,Ke Wang,"['Ke WANG', 'Ke Wang']",44,636,11,14
A5019633656,,Radek Przedpelski,['Radek Przedpelski'],2,15,1,2
A5004824590,https://orcid.org/0000-0003-3366-9686,Dana Lapides,"['D. A. Lapides', 'D. Lapides', 'Dana A Lapides', 'Dana A. Lapides', 'Dana Ariel Lapides', 'Dana Lapides', 'Dana\xa0A. Lapides', 'Lapides, Dana', 'Lapides, Dana A.']",69,320,11,12
A5114958230,https://orcid.org/0009-0007-7522-5027,Naod Ayalew Yimam,['Naod Ayalew Yimam'],1,2,1,1
A5086729529,https://orcid.org/0000-0002-4018-8015,Pooya Taheri,"['P. Taheri', 'Pooya Taheri', 'Taheri, Pooya']",24,363,8,6
A5047249816,https://orcid.org/0000-0002-0549-7306,Amanda My Linh Quan,"['Amanda M. L. Quan', 'Amanda M. Quan', 'Amanda My Linh Quan', 'Amanda Quan']",13,229,8,7
A5010297134,,Sahil Chandhok,['Sahil Chandhok'],10,87,5,4
A5029642362,https://orcid.org/0000-0002-4944-3756,P. Prabhakar Rao,"['P. Prabhakar Rao', 'Prashanth Rao']",5,87,2,1
A5020366192,https://orcid.org/0000-0002-9649-5268,Ouldooz Baghban Karimi,"['O.B. Karimi', 'Ouldooz Baghban Karimi', 'Ouldooz Karimi']",30,324,8,3
A5047591827,,Sharon Karsten,['Sharon Karsten'],7,9,2,3
A5003552620,https://orcid.org/0000-0002-1192-4634,Samira Siahrostami,"['S. Siahrostami', 'Samira Siahrostami', 'Samira Siahrostrami', 'Siahrostami, Samira']",163,21981,55,16
A5020135631,https://orcid.org/0000-0002-8913-8537,Lee M. Vargen,['Lee M. Vargen'],8,139,5,1
A5085944632,https://orcid.org/0009-0003-6439-8898,Chelsea R. Mathieson,"['Chelsea R. Mathieson', 'Mathieson, Chelsea']",6,22,3,2
A5042188855,https://orcid.org/0000-0002-2085-8501,Loren G. Kaake,"['Kaake, Loren', 'Kaake, Loren G.', 'L. G. Kaake', 'L. Kaake', 'Loren G. Kaake', 'Loren Kaake']",53,2821,18,9
A5024820081,https://orcid.org/0000-0001-8890-4503,Elizabeth A. Gow,"['ELIZABETH GOW', 'Elizabeth A Gow', 'Elizabeth A. Gow', 'Elizabeth Gow', 'Gow, Elizabeth', 'Gow, Elizabeth A.', 'Robert Clark']",63,1694,20,15
A5110335104,,Scott L. Beaupré,['Scott L. Beaupré'],2,41,2,1
A5043658274,https://orcid.org/0000-0001-7154-7546,Pengyu Liu,"['Liu, Pengyu', 'Liu, Pengyu; Biller, Priscila; Gould, Matthew; Colijn, Caroline', 'P Liu', 'PENGYU LIU', 'Pengyu Liu']",27,253,9,7
A5040653027,https://orcid.org/0000-0002-0832-1154,Ian Lochhead,"['I. Lochhead', 'Ian Lochhead', 'Ian M Lochhead']",14,456,7,1
A5024901817,https://orcid.org/0000-0003-3460-2125,Gervase R. Bushe,"['BUSHE, Gervase R.', 'GERVASE R. BUSHE', 'Gervase Bushe', 'Gervase R Bushe', 'Gervase R. Bushe']",62,2250,24,2
A5101445828,https://orcid.org/0000-0003-2300-0743,Ke Wang,"['K. Wang', 'KaiZheng Wang', 'Ke WANG', 'Ke Wang', 'Kunyu Wang', 'WANG Ke -', 'Wang Ke', 'Wang, Ke', 'Wang, Ke (ESO)']",91,1455,19,38
A5003332094,,A. T. K. Kurkjian,"['A. T. K. Kurkjian', 'Alexander T. K. Kurkjian', 'Alexander T. Kurkjian', 'Kurkjian, A. T. K.', 'Kurkjian, Alexander T. K.']",9,220,3,4
A5102942084,https://orcid.org/0000-0002-2571-9690,Alissa M. Greer,"['A GREER', 'Alissa Greer', 'Alissa M. Greer', 'Alissa Merielle Greer', 'Greer, Alissa Merielle']",13,283,8,4
A5017725837,https://orcid.org/0000-0003-4052-2420,Megan MacKenzie,"['M MACKENZIE', 'M. E. Mackenzie', 'MEGAN H. MACKENZIE', 'Megan H. MacKenzie', 'Megan H. Mackenzie', 'Megan MacKenzie', 'Megan Mackenzie']",69,2402,16,10
A5089790660,https://orcid.org/0000-0002-1490-1518,Jordan White,"['J. C. WHITE', 'J. C. White', 'J.\xa0C. WHITE', 'Jordan White', 'White, Jordan']",34,733,11,13
A5064919874,https://orcid.org/0009-0003-1478-5558,Lee Beavington,['Lee Beavington'],21,32,3,2
A5032942449,https://orcid.org/0000-0001-8882-4685,Sina Haeri,"['Haeri, S', 'Haeri, Sina', 'S. Haeri', 'Sina Haeri']",59,1788,19,14
A5101748742,https://orcid.org/0000-0002-0155-4123,John M. Gaspar,"['Gaspar, John', 'J. M. Gaspar', 'John Gaspar', 'John M Gaspar', 'John M. Gaspar']",50,2638,22,24
A5065762172,https://orcid.org/0009-0001-5933-0122,Junwei Sun,"['J. C. L. SUN', 'J. C. L. Sun', 'Junwei Sun']",8,166,5,2
A5041182976,https://orcid.org/0000-0003-1141-3348,Blake Danis,"['Blake Danis', 'Blake E. G. Danis', 'blake e. g. danis']",6,13,1,1
A5074960558,https://orcid.org/0000-0001-6552-6650,Corey Arnold,"['Arnold, Corey', 'C Arnold', 'Corey Arnold', 'Corey R Arnold', 'Corey R. Arnold']",48,912,15,22
A5031246580,https://orcid.org/0000-0002-6623-1747,Jordan Barnes,"['Jordan Barnes', 'Jordan I. Barnes']",17,57,4,1
A5016417858,https://orcid.org/0000-0003-3184-9835,Moreno Zanotto,"['Moreno Zanotto', 'Zanotto, Moreno']",23,186,7,2
