,name1,name2,id1,id2,similarity_score
0,s bruce archibald,s bruce archibald,A5075000677,A5108658458,100
1,matthew amy,matthew amy,A5042673679,A5092679926,100
2,ronda arab,ronda arab,A5071668228,A5092700665,100
3,mehryar abbasi,mehryar abbasi,A5031764000,A5012315304,100
4,j c burzynski,j c burzynski,A5039744323,A5032934650,100
5,j c burzynski,j c burzynski,A5039744323,A5105843690,100
6,j c burzynski,j c burzynski,A5039744323,A5107904219,100
7,j c burzynski,j c burzynski,A5039744323,A5107901827,100
8,j c burzynski,j c burzynski,A5039744323,A5107459251,100
9,mirza faisal beg,mirza faisal beg,A5000972836,A5102760369,100
10,h bahrasemani,h bahrasemani,A5107882155,A5107883906,100
11,h bahrasemani,h bahrasemani,A5107882155,A5110576607,100
12,h bahrasemani,h bahrasemani,A5107882155,A5112345073,100
13,h bahrasemani,h bahrasemani,A5107882155,A5107895189,100
14,h bahrasemani,h bahrasemani,A5107882155,A5107440263,100
15,h bahrasemani,h bahrasemani,A5107882155,A5107907827,100
16,h bahrasemani,h bahrasemani,A5107882155,A5107381979,100
17,h bahrasemani,h bahrasemani,A5107882155,A5107423172,100
18,h bahrasemani,h bahrasemani,A5107883906,A5110576607,100
19,h bahrasemani,h bahrasemani,A5107883906,A5112345073,100
20,h bahrasemani,h bahrasemani,A5107883906,A5107895189,100
21,h bahrasemani,h bahrasemani,A5107883906,A5107440263,100
22,h bahrasemani,h bahrasemani,A5107883906,A5107907827,100
23,h bahrasemani,h bahrasemani,A5107883906,A5107381979,100
24,h bahrasemani,h bahrasemani,A5107883906,A5107423172,100
25,d m broun,d m broun,A5035348662,A5044710138,100
26,h bahrasemani,h bahrasemani,A5110576607,A5112345073,100
27,h bahrasemani,h bahrasemani,A5110576607,A5107895189,100
28,h bahrasemani,h bahrasemani,A5110576607,A5107440263,100
29,h bahrasemani,h bahrasemani,A5110576607,A5107907827,100
30,h bahrasemani,h bahrasemani,A5110576607,A5107381979,100
31,h bahrasemani,h bahrasemani,A5110576607,A5107423172,100
32,h bahrasemani,h bahrasemani,A5112345073,A5107895189,100
33,h bahrasemani,h bahrasemani,A5112345073,A5107440263,100
34,h bahrasemani,h bahrasemani,A5112345073,A5107907827,100
35,h bahrasemani,h bahrasemani,A5112345073,A5107381979,100
36,h bahrasemani,h bahrasemani,A5112345073,A5107423172,100
37,h bahrasemani,h bahrasemani,A5107895189,A5107440263,100
38,h bahrasemani,h bahrasemani,A5107895189,A5107907827,100
39,h bahrasemani,h bahrasemani,A5107895189,A5107381979,100
40,h bahrasemani,h bahrasemani,A5107895189,A5107423172,100
41,j c burzynski,j c burzynski,A5032934650,A5105843690,100
42,j c burzynski,j c burzynski,A5032934650,A5107904219,100
43,j c burzynski,j c burzynski,A5032934650,A5107901827,100
44,j c burzynski,j c burzynski,A5032934650,A5107459251,100
45,edana beauvais,edana beauvais,A5045349823,A5106609507,100
46,j c burzynski,j c burzynski,A5105843690,A5107904219,100
47,j c burzynski,j c burzynski,A5105843690,A5107901827,100
48,j c burzynski,j c burzynski,A5105843690,A5107459251,100
49,j c burzynski,j c burzynski,A5107904219,A5107901827,100
50,j c burzynski,j c burzynski,A5107904219,A5107459251,100
51,h bahrasemani,h bahrasemani,A5107440263,A5107907827,100
52,h bahrasemani,h bahrasemani,A5107440263,A5107381979,100
53,h bahrasemani,h bahrasemani,A5107440263,A5107423172,100
54,h bahrasemani,h bahrasemani,A5107907827,A5107381979,100
55,h bahrasemani,h bahrasemani,A5107907827,A5107423172,100
56,j c burzynski,j c burzynski,A5107901827,A5107459251,100
57,alireza beigi,alireza beigi,A5067195321,A5099847245,100
58,julie beadle,julie beadle,A5080646096,A5010164760,100
59,liam buirs,liam buirs,A5092167264,A5092009942,100
60,ma brockman,ma brockman,A5062945775,A5040066274,100
61,tim baumeister,tim baumeister,A5058323325,A5081296114,100
62,zl brumme,zl brumme,A5084001641,A5010693015,100
63,sarita baker,sarita baker,A5037354644,A5044427445,100
64,h bahrasemani,h bahrasemani,A5107381979,A5107423172,100
65,j chen,j chen,A5107886267,A5100609084,100
66,j chen,j chen,A5107886267,A5106470991,100
67,j chen,j chen,A5107886267,A5108293215,100
68,j chen,j chen,A5107886267,A5082104726,100
69,xi chen,xi chen,A5100690182,A5100329904,100
70,j chen,j chen,A5100609084,A5106470991,100
71,j chen,j chen,A5100609084,A5108293215,100
72,j chen,j chen,A5100609084,A5082104726,100
73,hugo fv cardoso,hugo fv cardoso,A5078265907,A5029628546,100
74,j chen,j chen,A5106470991,A5108293215,100
75,j chen,j chen,A5106470991,A5082104726,100
76,long chen,long chen,A5100336421,A5101454288,100
77,imin chen,imin chen,A5024124555,A5011346188,100
78,imin chen,imin chen,A5024124555,A5061389621,100
79,victor cheung,victor cheung,A5055399971,A5107609977,100
80,j chen,j chen,A5108293215,A5082104726,100
81,helen chong,helen chong,A5110538120,A5113915541,100
82,michelle chan,michelle chan,A5113170352,A5102792859,100
83,imin chen,imin chen,A5011346188,A5061389621,100
84,neha claire,neha claire,A5001300939,A5095705208,100
85,e drechsler,e drechsler,A5105505306,A5026796026,100
86,e drechsler,e drechsler,A5105505306,A5107940047,100
87,e drechsler,e drechsler,A5105505306,A5108038763,100
88,e drechsler,e drechsler,A5105505306,A5107883735,100
89,e drechsler,e drechsler,A5105505306,A5106465642,100
90,e drechsler,e drechsler,A5105505306,A5105706924,100
91,e drechsler,e drechsler,A5105505306,A5107904230,100
92,e drechsler,e drechsler,A5105505306,A5107900724,100
93,e drechsler,e drechsler,A5105505306,A5105536486,100
94,e drechsler,e drechsler,A5105505306,A5107893155,100
95,e drechsler,e drechsler,A5105505306,A5108835890,100
96,e drechsler,e drechsler,A5105505306,A5107368050,100
97,e drechsler,e drechsler,A5105505306,A5108122973,100
98,e drechsler,e drechsler,A5026796026,A5107940047,100
99,e drechsler,e drechsler,A5026796026,A5108038763,100
100,e drechsler,e drechsler,A5026796026,A5107883735,100
101,e drechsler,e drechsler,A5026796026,A5106465642,100
102,e drechsler,e drechsler,A5026796026,A5105706924,100
103,e drechsler,e drechsler,A5026796026,A5107904230,100
104,e drechsler,e drechsler,A5026796026,A5107900724,100
105,e drechsler,e drechsler,A5026796026,A5105536486,100
106,e drechsler,e drechsler,A5026796026,A5107893155,100
107,e drechsler,e drechsler,A5026796026,A5108835890,100
108,e drechsler,e drechsler,A5026796026,A5107368050,100
109,e drechsler,e drechsler,A5026796026,A5108122973,100
110,s r dunsiger,s r dunsiger,A5035385095,A5040783091,100
111,e drechsler,e drechsler,A5107940047,A5108038763,100
112,e drechsler,e drechsler,A5107940047,A5107883735,100
113,e drechsler,e drechsler,A5107940047,A5106465642,100
114,e drechsler,e drechsler,A5107940047,A5105706924,100
115,e drechsler,e drechsler,A5107940047,A5107904230,100
