index,sv_name,oa_name,sv_id,oa_id,similarity_score
555,chunhong liu,jiayi liu,57218798436,A5100370772,38
460,min-suk kim,tae‐ho kim,58770590200,A5100452164,38
420,chaeri kim,woo soo kim,59103083900,A5000223592,38
518,careesa chang liu,jiayi liu,42661778400,A5100370772,38
882,jiangchuan jc liu,helen liu,59732151800,A5101610756,38
747,michael pin chuan lin,qi lin,57200993050,A5102608112,37
515,careesa chang liu,b liu,42661778400,A5114378471,36
1026,sanghoon lee,kelley lee,57212311772,A5019363540,36
858,viseth long,nguyễn quang long,57221190175,A5018451341,36
881,jiangchuan jc liu,b liu,59732151800,A5114378471,36
781,jonathan lee,kelley lee,55147369200,A5019363540,36
451,freddie kim,woo soo kim,59458558600,A5000223592,36
483,paul chi hang li,jia li,55638723000,A5100405681,36
586,alison yueh li,cheng li,56039303800,A5100354297,36
640,angelica (min hye) lee,ki‐young lee,57215776540,A5100719654,35
793,xiaosu li,cheng li,57225920605,A5100354297,35
1541,niannian yu,hua‐zhong yu,55754321600,A5028734301,35
1036,paul ch li,ming li,59806039000,A5100351426,35
628,jiarui li,cheng li,59785163100,A5100354297,35
895,stephen chengxi li,jia li,59545707900,A5100405681,33
661,xiaorui li,cheng li,56306779600,A5100354297,33
588,alison yueh li,chunmei li,56039303800,A5100427221,33
1006,chenzheng li,jia li,59152165700,A5100405681,33
1030,sabrina sm lee,kelley lee,27169595700,A5019363540,33
1538,eric ye,zuo‐guang ye,34871175500,A5029972713,32
1534,timothy tl yu,hua‐zhong yu,57218895653,A5028734301,32
468,jiangchuan chuan liu,b liu,8969748600,A5114378471,32
1551,kewei yu,hua‐zhong yu,58657251100,A5028734301,30
