index,sv_name,oa_name,sv_id,oa_id,similarity_score
1560,kirsten zickfeld,kirsten zickfeld,23010937900,A5032945153,100
1559,hao zhang,hao zhang,59130540100,A5100397026,100
1558,rina zazkis,rina zazkis,6602957344,A5009772411,100
31,jackson carl burzynski,jackson carl burzynski,57210335824,A5107903626,100
29,ryan w allen,ryan w allen,57203292425,A5039444427,100
26,george e allen,george e allen,58420270400,A5006221782,100
25,mohsen akbari,mohsen akbari,57218664466,A5039506035,100
1528,robert n young,robert n young,57188789416,A5063566841,100
1415,mark l winston,mark l winston,57226099065,A5105987469,100
1384,alex i wiesman,alex i wiesman,57094179900,A5072572408,100
1368,neil v watson,neil v watson,7201757542,A5083353743,100
1365,stephen c wright,stephen c wright,57211220396,A5042007466,100
1357,vance e williams,vance e williams,7102894408,A5010948237,100
1354,philip h winne,philip h winne,6701806415,A5069400021,100
1351,jennifer s wong,jennifer s wong,55768611600,A5018101953,100
1350,james m wakeling,james m wakeling,7004442395,A5058897622,100
1349,charlotte waddell,charlotte waddell,7005782714,A5086742456,100
1347,ron wakkary,ron wakkary,9633977700,A5075208287,100
1344,nicholas vincent,nicholas vincent,57202044868,A5070837664,100
47,nicole s berry,nicole s berry,24402486100,A5062493243,100
46,joão luiz bastos,joão luiz bastos,12445265000,A5076619980,100
45,neil r branda,neil r branda,7003596071,A5052954758,100
38,john r best,john r best,34771258200,A5035542400,100
34,behraad bahreyni,behraad bahreyni,7801341985,A5014284015,100
33,martin bouchard,martin bouchard,35943405400,A5103242379,100
1340,jeremy g venditti,jeremy g venditti,9635296900,A5073047882,100
1338,david j vocadlo,david j vocadlo,6603569792,A5078248083,100
1337,rodney g vaughan,rodney g vaughan,7201481830,A5078752648,100
1319,alberto toscano,alberto toscano,18134405700,A5082179421,100
1315,kouhyar tavakolian,kouhyar tavakolian,6505837295,A5043387812,100
1314,andrea tagliasacchi,andrea tagliasacchi,25123272600,A5037094498,100
1311,allen e thornton,allen e thornton,7101607212,A5018971948,100
1310,tim k takaro,tim k takaro,7006248568,A5043405314,100
1309,jason r smith,jason r smith,59277392100,A5061800498,100
62,derek bingham,derek bingham,7004856179,A5060689409,100
54,sharon bailin,sharon bailin,14633186200,A5091037473,100
49,david v burley,david v burley,7004232335,A5062789412,100
48,ellen balka,ellen balka,55928456100,A5021049120,100
1239,william a scott,william a scott,57651636000,A5001064251,100
1235,xiangyu sun,xiangyu sun,57218847212,A5060002954,100
1229,kelly shen,kelly shen,56221694300,A5006850713,100
1228,dan a simunic,dan a simunic,8409667000,A5053025790,100
1227,shawn sederberg,shawn sederberg,26530555600,A5090840537,100
1207,charles scott,charles scott,56898175500,A5039664215,100
1204,stanley j shapiro,stanley j shapiro,19036498100,A5027605617,100
1203,samira siahrostami,samira siahrostami,25224903500,A5003552620,100
1202,hitoshi shigeoka,hitoshi shigeoka,55577057400,A5004905714,100
1195,jamie k scott,jamie k scott,57206879375,A5045141972,100
1194,thomas m spalek,thomas m spalek,57188544618,A5081614066,100
1193,igor shinkar,igor shinkar,36618065800,A5028165107,100
1186,kathleen l slaney,kathleen l slaney,8846291600,A5057464549,100
1185,arrvindh shriraman,arrvindh shriraman,9733162900,A5035046431,100
79,elizabeth bishop,elizabeth bishop,59705974700,A5111051453,100
70,daniel m bernstein,daniel m bernstein,7401750083,A5078816085,100
1182,dipankar sen,dipankar sen,7202365161,A5080345112,100
1180,carolyn j sparrey,carolyn j sparrey,25932455000,A5053703719,100
1179,manolis savva,manolis savva,47962533500,A5091765070,100
1177,xiaowei song,xiaowei song,10239235900,A5036261443,100
1176,lesley shannon,lesley shannon,8618963200,A5062627025,100
1175,tim b swartz,tim b swartz,7004425355,A5051510373,100
1174,david a sivak,david a sivak,22235855500,A5005809960,100
1172,thecla schiphorst,thecla schiphorst,6506745859,A5046467699,100
1171,tim storr,tim storr,6507171966,A5029358178,100
1169,julian m somers,julian m somers,8071300500,A5083672700,100
1168,will small,will small,7102197020,A5042673268,100
95,theodore d cosco,theodore d cosco,55948960700,A5068364602,100
91,bernard j crespi,bernard j crespi,7006487408,A5089912926,100
88,jiguo cao,jiguo cao,14622304000,A5062483690,100
87,isabelle m côté,isabelle m côté,7005488549,A5048073547,100
86,julien chopin,julien chopin,57195104543,A5088922176,100
85,valorie a crooks,valorie a crooks,35585107800,A5057868506,100
84,andrew j bennet,andrew j bennet,7005018312,A5064385050,100
83,zabrina l brumme,zabrina l brumme,57204349045,A5054186329,100
1161,arthur j robson,arthur j robson,7102089902,A5032114320,100
1160,bernard d roitberg,bernard d roitberg,7004907556,A5041271758,100
1157,urs ribary,urs ribary,6701499063,A5057631988,100
1156,peter c ruben,peter c ruben,7004308630,A5017211526,100
1155,jian pei,jian pei,35273378100,A5062247330,100
1139,geoffrey poitras,geoffrey poitras,6603613552,A5018410355,100
1138,anand c paranjpe,anand c paranjpe,7003524857,A5090609812,100
1135,paul w percival,paul w percival,7005407519,A5088940878,100
1133,krishna pendakur,krishna pendakur,6603409600,A5055285782,100
1132,levon pogosian,levon pogosian,6701696548,A5018384343,100
1131,shahram payandeh,shahram payandeh,7006688369,A5012527565,100
1128,frederick j newmeyer,frederick j newmeyer,6508333132,A5089215581,100
1126,bohdan nosyk,bohdan nosyk,12809172100,A5065274638,100
1124,hang ma,hang ma,57191411897,A5024389928,100
1121,robert j mcmahon,robert j mcmahon,7201719672,A5004540382,100
111,andrew j calvert,andrew j calvert,7102982849,A5030736348,100
107,julian k christians,julian k christians,6701576968,A5076318644,100
106,jenny s cory,jenny s cory,7102831057,A5048728862,100
104,kalysha closson,kalysha closson,57189869193,A5017818883,100
103,d s cross,d s cross,12645477200,A5112788832,100
101,mo chen,mo chen,57007331200,A5100387244,100
100,alexander l chapman,alexander l chapman,17134481500,A5042419426,100
99,cédric chauve,cédric chauve,6701456474,A5063811688,100
98,mark collard,mark collard,7102608373,A5053375554,100
116,lisa craig,lisa craig,7006557001,A5068113418,100
1113,mehran mehrandezh,mehran mehrandezh,6601997156,A5026447228,100
1081,alexander moens,alexander moens,6701750605,A5025859917,100
1075,michael d maraun,michael d maraun,7003683801,A5014931405,100
1067,nabyl merbouh,nabyl merbouh,6508144272,A5053668862,100
1066,laura u marks,laura u marks,26033057400,A5112321714,100
1065,murray j munro,murray j munro,7102691863,A5074908809,100
1064,margo m moore,margo m moore,7404470908,A5016934414,100
1060,brent mcferran,brent mcferran,25929357100,A5073853678,100
1059,john j mcdonald,john j mcdonald,7404234326,A5077824553,100
1057,stephen makonin,stephen makonin,41661920300,A5053665999,100
1056,ralph e mistlberger,ralph e mistlberger,7005970188,A5035497819,100
1055,eundeok mun,eundeok mun,17346654700,A5074987873,100
1054,daniel s marigold,daniel s marigold,6505944129,A5015424302,100
1052,sean markey,sean markey,9244498000,A5087641543,100
1050,dawn c mackey,dawn c mackey,23019382100,A5036867493,100
1049,sylvain moreno,sylvain moreno,14020064700,A5087105269,100
1048,james a maceachern,james a maceachern,6603905976,A5083600826,100
1047,lawrence c mccandless,lawrence c mccandless,16064418900,A5076671726,100
1045,j llorente merino,j llorente merino,58165094900,A5077377484,100
1044,greg mori,greg mori,9435382500,A5110713539,100
1042,jonathan w moore,jonathan w moore,7405239862,A5070014514,100
1041,mehrdad moallem,mehrdad moallem,35609219200,A5031639432,100
1040,bojan mohar,bojan mohar,24480096600,A5005993212,100
139,wendy hui kyong chun,wendy hui kyong chun,58846715600,A5087258215,100
1039,carlo menon,carlo menon,23989261600,A5021515928,100
1013,roger g linington,roger g linington,6508105568,A5015133560,100
1012,bruce p lanphear,bruce p lanphear,7006082907,A5080164344,100
995,monica lee,monica lee,57412158000,A5057346446,100
876,rowland lorimer,rowland lorimer,16495970600,A5046780135,100
871,steven lewis,steven lewis,59067656600,A5044719058,100
789,kelvin lau,kelvin lau,57975299900,A5064093289,100
700,jiayi liu,jiayi liu,58550253900,A5100370772,100
593,feng lin,feng lin,57191371558,A5101414835,100
537,michelle levy,michelle levy,55574212275,A5016934275,100
524,chunmei li,chunmei li,55696026700,A5100427221,100
520,mario liotti,mario liotti,7004825097,A5087177266,100
505,michel r leroux,michel r leroux,7101724540,A5031592364,100
500,angelica lim,angelica lim,36801929900,A5054803584,100
482,david b lank,david b lank,7003901330,A5026174358,100
479,cheng li,cheng li,57208500706,A5100354297,100
477,daniel b leznoff,daniel b leznoff,6701478446,A5035673972,100
473,kelley lee,kelley lee,55540777300,A5019363540,100
472,scott a lear,scott a lear,7003829555,A5043684388,100
426,p kowalski,p kowalski,56102570600,A5029296798,100
404,dennis l krebs,dennis l krebs,7102141328,A5034589539,100
403,barry c kelly,barry c kelly,7202842613,A5077116272,100
373,ernst kruijff,ernst kruijff,15022738100,A5035303241,100
368,malcolm p kennett,malcolm p kennett,57206148902,A5083205811,100
366,george kirczenow,george kirczenow,7003642081,A5005284722,100
365,karen e kohfeld,karen e kohfeld,55964407600,A5075889071,100
363,christopher j kennedy,christopher j kennedy,23469610500,A5112019938,100
362,woo soo kim,woo soo kim,17136903100,A5000223592,100
359,erik kjeang,erik kjeang,16066971400,A5056229295,100
341,steven jm jones,steven jm jones,55732380600,A5100728059,100
340,dal yong jin,dal yong jin,7201973561,A5041172302,100
332,norbert h haunerland,norbert h haunerland,7004689270,A5028440357,100
330,mohamed hefeeda,mohamed hefeeda,57204281290,A5084024266,100
328,felix henningsen,felix henningsen,6602244525,A5020847142,100
327,michael w hart,michael w hart,55684330400,A5053201473,100
325,david s hik,david s hik,6701520921,A5090776586,100
323,anil hira,anil hira,6602185359,A5006967128,100
321,marek hatala,marek hatala,57203069442,A5051581150,100
320,pascal haegeli,pascal haegeli,23099824700,A5065438853,100
318,stephen d hart,stephen d hart,7202601274,A5055395163,100
317,igor f herbut,igor f herbut,7003565312,A5023970139,100
316,pavol hell,pavol hell,7004529543,A5075416144,100
315,lindsay hedden,lindsay hedden,37031088300,A5030396427,100
314,kanna hayashi,kanna hayashi,33267650300,A5029471416,100
313,farid golnaraghi,farid golnaraghi,7003988491,A5054537100,100
304,carole gerson,carole gerson,38261265100,A5113523032,100
299,ramazan gençay,ramazan gençay,6603909062,A5091471139,100
295,sharon m gorski,sharon m gorski,13606279500,A5018920739,100
294,diane gromala,diane gromala,55940625900,A5090850435,100
291,byron d gates,byron d gates,7102128759,A5083686700,100
272,diane t finegood,diane t finegood,7006661968,A5000637278,100
271,mei lan fang,mei lan fang,59515679100,A5008149652,100
262,john e elliott,john e elliott,7402852788,A5076714348,100
260,martin ester,martin ester,6603359026,A5018267399,100
253,john c dill,john c dill,7101739265,A5109996927,100
252,peter dickinson,peter dickinson,37106290500,A5110108030,100
251,lawrence m dill,lawrence m dill,7006364690,A5109295339,100
249,ryan cn d’arcy,ryan cn d’arcy,56840385400,A5002868149,100
247,shahin e dashtgard,shahin e dashtgard,10044945300,A5052933344,100
246,kevin s douglas,kevin s douglas,7101692656,A5055295524,100
245,nicholas k dulvy,nicholas k dulvy,6701844802,A5011629984,100
244,kora debeck,kora debeck,16063277500,A5015210332,100
230,sheelagh carpendale,sheelagh carpendale,6507907377,A5012561411,100
216,roy l carlson,roy l carlson,7402666341,A5061833621,100
213,yuxi chen,yuxi chen,59549734700,A5100764265,100
12,juan josé alava,juan josé alava,12139754400,A5075325298,100
10,gail s anderson,gail s anderson,7404223891,A5046194198,100
6,lara b aknin,lara b aknin,23984324100,A5027537535,100
3,ben adcock,ben adcock,26432566700,A5065352983,100
2,jonn axsen,jonn axsen,26422020300,A5090491703,100
36,fiona sl l brinkman,fiona s l brinkman,7003805233,A5050197558,97
356,dalyong jin,dal yong jin,59794341400,A5041172302,96
80,avid v burley,david v burley,57218515194,A5062789412,96
1530,huazhong yu,hua‐zhong yu,57344777600,A5028734301,96
57,jean claude brodovitch,jean‐claude brodovitch,6602760504,A5081994847,95
41,jean françois bégin,jean‐françois bégin,57194196993,A5082339528,95
1127,carman g neustaedter,carman neustaedter,13009033100,A5034861201,95
32,éric m beauregard,éric beauregard,17344924200,A5059754376,94
43,nicholas k blomley,nicholas blomley,6602849168,A5028312431,94
293,frank apc gobas,frank a p c gobas,7004015125,A5059504272,94
1366,robert f woodbury,robert woodbury,7005006907,A5042215239,94
270,alice l fleerackers,alice fleerackers,57216524368,A5070557231,94
932,d lister,dg lister,59466159900,A5113887217,94
538,richard a lockhart,richard lockhart,7004445683,A5035238514,94
1053,akm k moniruzzaman,akm moniruzzaman,23982811900,A5109290787,94
1303,heather g stewart,heather stewart,7202198453,A5062879863,94
53,christopher t beh,christopher beh,6701548100,A5012256170,94
324,mohamed m hefeeda,mohamed hefeeda,20433459500,A5084024266,94
488,carl a lowenberger,carl lowenberger,6701782068,A5047490994,94
42,derek r bingham,derek bingham,57204216471,A5060689409,93
1167,jeremy c snyder,jeremy snyder,24170239100,A5034219029,93
82,rob ballantyne,roy ballantyne,59558455200,A5006368396,93
35,robert a britton,robert britton,7101816384,A5014010162,93
1353,jiacheng r wang,jiacheng wang,55878723400,A5100727957,93
248,steve r dipaola,steve dipaola,14035416700,A5008452037,93
1223,kevin t schnepel,kevin schnepel,25958420900,A5070431242,93
682,heng li,cheng li,57419438300,A5100354297,93
487,dana s lepofsky,dana lepofsky,6603240852,A5044844162,93
1051,atiya n mahmood,atiya mahmood,14047242400,A5027802940,93
1082,gulzari l malli,gulzari malli,6602411504,A5007536107,93
1188,jeff h sugarman,jeff sugarman,7102424546,A5103432794,93
1129,stuart j peacock,stuart peacock,55785767800,A5076902800,93
338,david h huntley,david huntley,57225303774,A5024239109,93
1134,patrick r palmer,patrick palmer,55848695200,A5090621082,93
56,matthew l brown,matthew brown,56972419000,A5041724055,93
384,ray a kostaschuk,ray kostaschuk,7003978136,A5073669293,93
1122,iain d mckenzie,iain mckenzie,7202607692,A5069964985,93
495,mila b lazarova,mila lazarova,9041422000,A5060103559,93
108,colin d copeland,colin copeland,36136875400,A5052851310,93
97,allison j carter,allison carter,55778469600,A5076004104,93
65,peter b borwein,peter borwein,7005219402,A5029261392,93
292,regine m gries,regine gries,7006335669,A5113549037,92
276,eugene l fiume,eugene fiume,7003516218,A5065764540,92
309, grant,d grant,59739987300,A5107864583,92
39,lyn r bartram,lyn bartram,6602174809,A5084098357,92
40,felix j breden,felix breden,6701607469,A5087576955,92
195,roy carlson,roy l carlson,59807760700,A5061833621,92
308,darren r grant,darren grant,35427036600,A5031508239,92
329,john c harriss,john harriss,7004475771,A5072123694,92
370,jeong bon kim,jeong‐bon kim,8304603800,A5019704910,92
1062,jack f martin,jack martin,7501555982,A5061285579,92
1046,evan c mccuish,evan mccuish,55330876200,A5078853898,92
1526,zuo guang ye,zuo‐guang ye,24443034100,A5029972713,92
1478,john m webster,john webster,7402197165,A5112228279,92
972,jian li,jia li,58436524800,A5100405681,92
942,qiu lin,qi lin,57856271800,A5102608112,92
367,dirk m kirste,dirk kirste,37061101500,A5021762945,92
113,dianne j cyr,dianne cyr,55410575200,A5111411523,91
1178,chris d shaw,chris shaw,7402629891,A5040961656,91
268,brian v funt,brian funt,7006906273,A5031537118,91
131,kieran d cox,kieran cox,57194499435,A5031419507,91
322,peter v hall,peter hall,57201225750,A5018086501,91
335,peter a hall,peter hall,55332947200,A5018086501,91
375,tae ho kim,tae‐ho kim,56168759700,A5100452164,90
165,jennifer cy chan,jennifer a chan,57656902600,A5067228740,90
130,krysta mila coyle,krysta m coyle,56304962400,A5046392619,90
642,kelsey lee,kelley lee,58669083900,A5019363540,90
1061,elicia ma maine,elicia maine,6701560668,A5026047261,89
844,fengke lin,feng lin,57212311896,A5101414835,89
221,d c cross,d s cross,58313184000,A5112788832,89
1316,john r thompson,j r thompson,55730132400,A5102732555,89
1562,hua zhang,hao zhang,56675471800,A5100397026,89
1339,tiago dias do vale,t dias do vale,57203328885,A5030251424,88
1078,david cyrus mirhady,david c mirhady,54961377700,A5074194048,88
236,xi chen,yuxi chen,57464181400,A5100764265,88
1187,carl james schwarz,carl j schwarz,7101995199,A5043600598,88
1158,miriam pearl rosin,miriam p rosin,7005291683,A5089589253,88
1189,sergio andrés sepúlveda,sergio a sepúlveda,8694415200,A5036506208,88
1070,anthony randal mcintosh,anthony r mcintosh,35465675000,A5050825978,88
1432,jiahe wang,jiacheng wang,57226131863,A5100727957,87
296,bonnie lynne gray,bonnie l gray,7202782646,A5110354105,87
364,karen l kavanagh,k l kavanagh,35433107700,A5028644503,86
1393,yi wang,qi wang,57225083226,A5100341251,86
421,gabor kunstatter,g kunstatter,57206924708,A5031077701,86
1076,margaret janey macdonald,margaret macdonald,7401501995,A5034867632,86
1016,jing li,ming li,57216939987,A5100351426,86
298,julian andrew guttman,julian a guttman,7004426183,A5034140760,86
1,alissa nicole antle,alissa n antle,15060073500,A5021991829,85
1548,zuo‑guang g ye,zuo‐guang ye,57248304100,A5029972713,85
1086,jennifer marchbank,jen marchbank,8507633600,A5043025737,84
138,yuchi chen,yuxi chen,57193485712,A5100764265,84
58,john harvey borden,john h borden,7007168968,A5074800507,84
92,kiffer george card,kiffer g card,57188649371,A5022830508,84
1561,miao zhang,hao zhang,57193678960,A5100397026,84
1575,xiao zhang,hao zhang,55330996300,A5100397026,84
1210,pietro spagnoletti,p spagnoletti,57188832538,A5071229096,84
519,jens lassen,j lassen,23094920500,A5088788971,84
1345,michel c vetterli,m c vetterli,56381653900,A5019316470,83
89,habib sadat chaudhury,habib chaudhury,9039040400,A5014665875,83
51,david leonard baillie,david l baillie,35241837000,A5016629898,83
441,pawel kowalski,p kowalski,57224748486,A5029296798,83
508,b l liu,b liu,58372717600,A5114378471,83
1164,caterina fortunata ramogida,caterina f ramogida,37034801500,A5016804317,83
269,andrew lewis feenberg,andrew feenberg,6602538264,A5009247091,83
227,yue chen,yuxi chen,57216638641,A5100764265,82
1421,fenqi wang,qi wang,57212385020,A5100341251,82
96,victoria elizabeth claydon,victoria e claydon,6506256529,A5075903269,82
1508,ruiqi wang,qi wang,57792895600,A5100341251,82
1183,bingyun sun,xiangyu sun,36488788000,A5060002954,82
1312,glen findlay tibbits,glen f tibbits,7004014332,A5028749728,82
1264,jon smith,jason r smith,57199073910,A5061800498,82
1361,tianzheng wang,jiacheng wang,55699245700,A5100727957,81
919,jiyuan li,jia li,57226157890,A5100405681,80
1585,mohan zhang,hao zhang,57217109201,A5100397026,80
965,d liu,b liu,59617524800,A5114378471,80
1074,mark a moore,margo m moore,7404470812,A5016934414,80
1438,xin wang,qi wang,58097854500,A5100341251,80
1385,pei wang,qi wang,57202576436,A5100341251,80
685,anjian li,jia li,57218566585,A5100405681,80
209,samara chaudhury,sidhartha chaudhury,59604801800,A5089946703,80
627,jiarui li,jia li,59785163100,A5100405681,80
1444,jie wang,qi wang,57218868125,A5100341251,80
1007,chenzheng li,cheng li,59152165700,A5100354297,80
1327,peter r thompson,j r thompson,57205651253,A5102732555,79
67,adam je blanchard,a blanchard,57204253956,A5090446557,79
267,gwenn elizabeth flowers,gwenn e flowers,7006875558,A5045013234,79
1348,andrew victor wister,andrew wister,6701495089,A5036927304,79
1595,nan zhang,hao zhang,26023886900,A5100397026,78
659,yejia liu,jiayi liu,57205377655,A5100370772,78
1293,bara singh,bp singh,57200378048,A5103582429,78
205,yubo chen,yuxi chen,57218701161,A5100764265,78
120,ying chen,yuxi chen,56040387500,A5100764265,78
1568,ray zhang,hao zhang,56083560200,A5100397026,78
452,mary kelly,barry c kelly,59673935300,A5077116272,78
1306,xiaoting sun,xiangyu sun,57223796303,A5060002954,78
224,hannah carpendale,sheelagh carpendale,58057749400,A5012561411,78
171,james k cavers,jk cavers,7005366081,A5034048445,78
1313,michael lw thewalt,m l w thewalt,7006609975,A5078132551,77
1512,jing xu,min xu,57196732836,A5100413849,77
228,j chen,mo chen,58745556500,A5100387244,77
1325,james thompson,j r thompson,57383215700,A5102732555,77
617,xin li,ming li,57189987947,A5100351426,77
274,jaimy fischer,alain fischer,57203659741,A5029004287,77
303,margaret grant,darren grant,36709627300,A5031508239,77
1014,jing li,jia li,57216939987,A5100405681,77
1099,shaun mcdonald,john j mcdonald,56697869300,A5077824553,76
1527,huazhong hogan yu,hua‐zhong yu,7405855808,A5028734301,76
1598,xiaoya zhang,hao zhang,57220902381,A5100397026,76
1322,joseph j thompson,j r thompson,56327680200,A5102732555,76
525,chelsey lee,kelley lee,57207257893,A5019363540,76
1272,dingyi sun,xiangyu sun,57219588667,A5060002954,76
243,matthias danninger,m danninger,26221746900,A5039614567,76
1605,howard zhang,hao zhang,58368085700,A5100397026,76
1445,jie wang,jiacheng wang,57218868125,A5100727957,76
824,jessica li,jia li,57197841332,A5100405681,75
115,si chen,yuxi chen,57200504717,A5100764265,75
122,imin chen,mo chen,35306560600,A5100387244,75
1214,leonard s sklar,l s sklar,7103239380,A5014602033,75
257,aryan davoudi,ali davoudi,59747461700,A5053089078,75
204,yubo chen,mo chen,57218701161,A5100387244,75
646,jiaxing li,jia li,58555571700,A5100405681,75
206,cong chen,mo chen,57221774756,A5100387244,75
1211,ana sonea,s sonea,57210852492,A5064139665,75
769,qiushi lin,qi lin,58481182500,A5102608112,75
1364,kath webster,john webster,36834394200,A5112228279,75
14,taylor m anderson,gail s anderson,56902130900,A5046194198,75
776,brandon lockhart,richard lockhart,57222179006,A5035238514,75
289,alexandra j fischer,alain fischer,59552623300,A5029004287,75
558,tingan li,ming li,57210262931,A5100351426,75
989,ken liu,helen liu,57364393000,A5101610756,75
1467,rina wang,qi wang,59537723600,A5100341251,75
1243,matthew c stewart,heather stewart,57199455286,A5062879863,75
126,long chen,mo chen,57202349101,A5100387244,75
161,shuo chen,mo chen,57842429100,A5100387244,75
494,daniel chonghwan lee,daniel c lee,57219039850,A5100392989,75
1213,andy sun,xiangyu sun,57195133952,A5060002954,74
1419,mengqin wang,qi wang,58118977100,A5100341251,74
1320,sheryl thompson,j r thompson,57193131544,A5102732555,74
61,sophie borwein,peter borwein,57203476618,A5029261392,74
979,huiwen liu,helen liu,57224590777,A5101610756,74
378,taeil kim,tae‐ho kim,57205700445,A5100452164,74
1072,andrea riccardo migone,andrea migone,16426069300,A5015345187,74
133,binyu chen,yuxi chen,57217236520,A5100764265,74
18,sam anderson,gail s anderson,57204007272,A5046194198,74
1108,ian mcdonald,john j mcdonald,59710417000,A5077824553,74
1117,ryley mcwilliams,robert r mcwilliams,59552894500,A5006194799,74
0,corina a andreoiu,c andreoiu,7003934114,A5006209868,74
1594,xiaowen zhang,hao zhang,58511137000,A5100397026,73
775,yanlin lim,angelica lim,55924372600,A5054803584,73
1566,zhitian zhang,hao zhang,57210362788,A5100397026,73
1567,chuxuan zhang,hao zhang,58148929600,A5100397026,73
37,t m bubela,tania bubela,6508289453,A5089546614,73
1252,xintian sun,xiangyu sun,56070983900,A5060002954,73
386,taeyoung kim,tae‐ho kim,57198491843,A5100452164,73
1475,feng wang,jiacheng wang,59815240100,A5100727957,73
1507,yang wang,jiacheng wang,57218475801,A5100727957,73
1288,xiaolin sun,xiangyu sun,57955378400,A5060002954,73
1125,julio sg montaner,joan montaner,7202587142,A5048009605,73
1244,chengyu sun,xiangyu sun,57221746537,A5060002954,73
258,barry s davids,b davids,7003344594,A5065529657,73
1323,joseph j thompson,sarah k thompson,56327680200,A5038186298,73
1208,n s smith,jason r smith,56127029700,A5061800498,73
984,ze liu,b liu,59535375500,A5114378471,73
1565,richard zhang,hao zhang,57219838274,A5100397026,73
1181,daniel m shapiro,stanley j shapiro,7402062870,A5027605617,73
1123,m j mishna,marni mishna,6508364063,A5082875903,73
5,diana m allen,ryan w allen,55808760900,A5039444427,72
1484,george watkins,g d watkins,58104898200,A5109056508,72
442,jeongmee kim,jeong‐bon kim,57218457561,A5019704910,72
1236,ryan j smith,jason r smith,59077181200,A5061800498,72
1359,jiannan wang,jiacheng wang,38863309000,A5100727957,72
683,heng li,ming li,57419438300,A5100351426,71
1603,ke zhang,hao zhang,58835262000,A5100397026,71
114,si chen,mo chen,57200504717,A5100387244,71
1369,bixia wang,qi wang,57205341535,A5100341251,71
151,rimika chaudhury,habib chaudhury,57210733942,A5014665875,71
766,qingcan li,ming li,57205694562,A5100351426,71
208,samara chaudhury,habib chaudhury,59604801800,A5014665875,71
13,mohammad akbari,mohsen akbari,57212395140,A5039506035,71
1391,haixu wang,qi wang,56590132700,A5100341251,71
513,eric lin,qi lin,36921090100,A5102608112,71
1494,ke wang,qi wang,55712748700,A5100341251,71
730,lily lin,qi lin,49863888400,A5102608112,71
732,ena lee,monica lee,59645048800,A5057346446,71
235,xi chen,mo chen,57464181400,A5100387244,71
1346,tony d williams,vance e williams,7404172708,A5010948237,71
153,qimin chen,mo chen,57382754500,A5100387244,71
1200,nicholas a scott,william a scott,39362313000,A5001064251,71
796,brian li,jia li,57203169041,A5100405681,71
1431,jiahe wang,qi wang,57226131863,A5100341251,71
648,jiaxing li,ming li,58555571700,A5100351426,71
241,bowen chen,mo chen,57219506217,A5100387244,71
1101,will f mckenzie,iain mckenzie,59319119500,A5069964985,71
632,lisa lin,qi lin,56537319300,A5102608112,71
1191,yadvinder singh,ravi chand singh,57206181709,A5047641614,71
950,feng liu,helen liu,57192301448,A5101610756,71
1470,natalie c williams,vance e williams,57217038690,A5010948237,71
17,aspen m anderson,gail s anderson,57194637587,A5046194198,71
574,binglin li,ming li,57205368212,A5100351426,71
1513,xiang xu,min xu,57188645378,A5100413849,71
1120,j a macdonald,margaret macdonald,58137797100,A5034867632,71
1335,brittni thompson,j r thompson,57216850907,A5102732555,71
259,ying duan,jun duan,57203331764,A5072983949,71
105,glenn h chapman,alexander l chapman,7202936504,A5042419426,71
1321,sheryl thompson,sarah k thompson,57193131544,A5038186298,71
1520,gavin xu,min xu,57226272921,A5100413849,71
578,shuxing li,ming li,55315987100,A5100351426,71
1317,john r thompson,sarah k thompson,55730132400,A5038186298,71
1523,qihan xu,min xu,59729857200,A5100413849,71
1333,david c thompson,j r thompson,57966537000,A5102732555,71
1398,yizhi wang,qi wang,57200661953,A5100341251,71
273,andreas fischer,alain fischer,57201733481,A5029004287,71
129,lei chen,yuxi chen,56612496600,A5100764265,71
1145,claire peacock,stuart peacock,57208062311,A5076902800,71
1480,yufei wang,qi wang,57222498131,A5100341251,71
974,jian li,ming li,58436524800,A5100351426,71
1279,rishav singh,ravi chand singh,59088317900,A5047641614,71
1173,krzysztof starosta,k starosta,7004073992,A5034578283,71
210,aimin chen,mo chen,55447267000,A5100387244,71
1477,aleyah williams,vance e williams,57225966700,A5010948237,71
543,zhida li,jia li,57190841490,A5100405681,71
412,dongho kim,jeong‐bon kim,57214770459,A5019704910,70
1606,xiaokong zhang,hao zhang,57222133578,A5100397026,70
1574,xiaoxing zhang,hao zhang,57202358222,A5100397026,70
238,siyuan chen,yuxi chen,59817205600,A5100764265,70
148,yixuan chen,yuxi chen,57328681600,A5100764265,70
194,jiayue chen,yuxi chen,57221630885,A5100764265,70
170,yizhou chen,yuxi chen,57382729000,A5100764265,70
297,g m gutman,gloria gutman,34769660700,A5049634235,70
430,dara kelly,barry c kelly,57192095652,A5077116272,70
1262,jialin song,xiaowei song,59444806000,A5036261443,70
1263,jenli shen,kelly shen,57206189589,A5006850713,70
601,jaeyong lee,ki‐young lee,39762111800,A5100719654,70
110,sean p cox,kieran cox,7401456247,A5031419507,70
1330,samantha henrie thompson,sarah k thompson,57224545759,A5038186298,70
1462,jason wang,jiacheng wang,58670992800,A5100727957,70
542,melanie lee,daniel c lee,57191731525,A5100392989,70
164,a m côté,isabelle m côté,57211556945,A5048073547,70
1152,jihyun park,youn‐il park,59720645100,A5072961887,70
240,yiting chen,yuxi chen,59353414700,A5100764265,70
1582,sarah zhang,hao zhang,57226464367,A5100397026,70
1601,yuzhi zhang,hao zhang,54390643800,A5100397026,70
220,william e copeland,colin copeland,7006006867,A5052851310,69
