sv_name,oa_name,sv_id,oa_id,sv_pubs,oa_pubs,sv_cited,oa_cited,similarity_score
yan lim,angelica lim,58546087400,A5054803584,1,85,12,576,63
pengyu liu,helen liu,57204160662,A5101610756,9,291,101,3472,63
meng sun,xiangyu sun,57578986800,A5060002954,1,179,4,3481,63
xiaoban chen,mo chen,57218999689,A5100387244,2,265,9,5159,63
tommy kim,tae‐ho kim,58186749800,A5100452164,1,238,26,3155,63
xiaoqiang ma,hang ma,36930770600,A5024389928,14,84,505,2944,63
weihua liu,jiayi liu,57222253228,A5100370772,1,172,21,2216,63
rosemary claire collard,mark collard,50561130300,A5053375554,15,241,202,8128,63
peng zhang,hao zhang,56963027800,A5100397026,10,1370,37,63147,63
aimin chen,yuxi chen,55447267000,A5100764265,1,140,29,1283,63
hongwen chen,mo chen,58666893100,A5100387244,1,265,5,5159,63
minnie liu,jiayi liu,57211461392,A5100370772,3,172,62,2216,63
peiling wang,qi wang,55718418500,A5100341251,1,126,1,1686,63
jan lee,daniel c lee,57252778500,A5100392989,1,96,8,8824,63
xiaolei wang,qi wang,58527206800,A5100341251,1,126,7,1686,63
ming yu lin,feng lin,57828636300,A5101414835,1,160,1,1168,63
sonia singh,bp singh,56268594600,A5103582429,2,99,18,1130,63
siying duan,jun duan,57212346127,A5072983949,2,136,3,2692,63
zhihao cao,jiguo cao,57713421400,A5062483690,1,201,8,3370,63
jiaqi chen,yuxi chen,58018476700,A5100764265,1,140,1,1283,63
tony shen,kelly shen,58101663500,A5006850713,1,79,0,2459,63
robyn lee,monica lee,58951232600,A5057346446,1,232,1,5309,63
haggai liu,jiayi liu,57305249200,A5100370772,1,172,0,2216,63
scott e bernstein,daniel m bernstein,55966833000,A5078816085,3,192,63,3832,63
ziniu chen,yuxi chen,57432972100,A5100764265,1,140,31,1283,63
jiannan wang,qi wang,38863309000,A5100341251,33,126,1391,1686,63
qimin chen,yuxi chen,57382754500,A5100764265,4,140,24,1283,63
gem y lee,kelley lee,58055605100,A5019363540,2,336,6,10321,63
maeve cyr,dianne cyr,57206410778,A5111411523,5,90,138,6175,63
yang yu,hua‐zhong yu,57197518788,A5028734301,3,245,8,7409,63
pinyao liu,jiayi liu,57703884300,A5100370772,4,172,22,2216,63
douglas w allen,george e allen,7404328223,A5006221782,25,128,299,5487,62
benedikt fischer,alain fischer,56603004800,A5029004287,152,1229,2973,101519,62
jamie k scott,charles scott,57206879375,A5039664215,17,55,538,276,62
linda c li,jia li,7501443732,A5100405681,2,997,13,18198,62
nathan young,robert n young,57207105229,A5063566841,5,244,89,9023,62
ying chen,mo chen,56040387500,A5100387244,16,265,80,5159,62
alison l palmer,patrick palmer,57195211394,A5090621082,6,443,24,7700,62
joshua m allen,ryan w allen,57754793200,A5039444427,3,125,5,5183,62
george e allen,ryan w allen,58420270400,A5039444427,1,125,1,5183,62
ryan w allen,george e allen,57203292425,A5006221782,44,128,2434,5487,62
qingcan li,jia li,57205694562,A5100405681,2,997,82,18198,62
anqi chen,mo chen,57219394662,A5100387244,2,265,3,5159,62
mackenzie graves,michael f graves,59539405400,A5001443059,1,142,0,2762,62
malcolm brown,matthew brown,57220917282,A5041724055,1,114,14,7157,62
charles scott,jamie k scott,56898175500,A5045141972,13,85,41,6912,62
tian chen,mo chen,57220043419,A5100387244,4,265,7,5159,62
mo chen,yuxi chen,57007331200,A5100764265,50,140,465,1283,62
fangxing wang,jiacheng wang,57201917282,A5100727957,29,124,1141,2294,62
xiaohan li,jia li,59248899100,A5100405681,2,997,1,18198,62
ziyuan ma,hang ma,57225982687,A5024389928,2,84,112,2944,62
sherry young,robert n young,57824709500,A5063566841,1,244,10,9023,62
belinda li,jia li,57215578322,A5100405681,11,997,219,18198,62
bingfan liu,b liu,59487044600,A5114378471,1,2266,1,110309,62
lun li,ming li,57211233276,A5100351426,15,258,184,4282,62
eric lin,feng lin,36921090100,A5101414835,19,160,423,1168,62
kun liu,helen liu,57217039511,A5101610756,6,291,100,3472,62
brittni thompson,sarah k thompson,57216850907,A5038186298,1,189,33,4570,62
lun li,chunmei li,57211233276,A5100427221,15,189,184,6616,62
hanyu li,cheng li,57224091825,A5100354297,1,840,12,7776,62
b l liu,helen liu,58372717600,A5101610756,19,291,498,3472,62
anna lin,feng lin,59464151500,A5101414835,1,160,0,1168,62
yang wang,qi wang,57218475801,A5100341251,5,126,99,1686,62
ke li,cheng li,57199453570,A5100354297,14,840,281,7776,62
stephanie wong,jennifer s wong,57193543860,A5018101953,7,158,39,1037,62
jing chen,mo chen,55049017000,A5100387244,1,265,10,5159,62
yuxi chen,mo chen,59549734700,A5100387244,1,265,0,5159,62
lisette lockhart,richard lockhart,57212017911,A5035238514,3,115,18,2247,62
gang chen,mo chen,57198649249,A5100387244,17,265,211,5159,62
bara singh,ravi chand singh,57200378048,A5047641614,1,139,0,3467,62
feng liu,b liu,57192301448,A5114378471,1,2266,1,110309,62
lisa shapiro,stanley j shapiro,52964512900,A5027605617,8,133,63,1231,62
qing liu,b liu,56413233700,A5114378471,8,2266,723,110309,62
yule wang,qi wang,57216771994,A5100341251,1,126,1,1686,62
stephen chengxi li,cheng li,59545707900,A5100354297,1,840,0,7776,62
jiyuan li,ming li,57226157890,A5100351426,1,258,2,4282,62
sophie borwein,jonathan m borwein,57203476618,A5088720034,6,847,39,28076,62
brittany bingham,derek bingham,56072429500,A5060689409,8,116,158,2344,62
zixuan li,ming li,57225184392,A5100351426,1,258,57,4282,62
jane sy li,jia li,58668755300,A5100405681,1,997,3,18198,62
isabella wang,jiacheng wang,57225188499,A5100727957,1,124,6,2294,62
jacqueline n watson,neil v watson,7404155073,A5083353743,1,151,4,3911,62
weijie lin,qi lin,57225094561,A5102608112,1,89,22,665,62
feng wang,qi wang,59815240100,A5100341251,1,126,3,1686,62
tyler t kelly,barry c kelly,57216763095,A5077116272,2,97,24,6190,62
michaela martin,jack martin,55782570100,A5061285579,3,399,72,12558,62
jordan stewart,heather stewart,57203857150,A5062879863,2,57,20,4775,62
sukhman singh,ravi chand singh,57309134500,A5047641614,2,139,310,3467,62
wei li,chunmei li,57209238379,A5100427221,2,189,314,6616,62
wei li,ming li,57209238379,A5100351426,2,258,314,4282,62
richard li,jia li,57888134600,A5100405681,1,997,6,18198,62
xiaorui li,jia li,56306779600,A5100405681,4,997,127,18198,62
rhiannon c moore,margo m moore,57211922024,A5016934414,2,89,252,3746,62
rhiannon c moore,jonathan w moore,57211922024,A5070014514,2,200,252,9090,62
michael xu,min xu,58565166900,A5100413849,1,796,0,12050,62
linghao xu,min xu,57223724983,A5100413849,1,796,25,12050,62
jennifer wang,jiacheng wang,55833173500,A5100727957,6,124,15,2294,62
keon ju lee,ki‐young lee,59249485500,A5100719654,1,106,0,2873,61
gabriela aceves sepúlveda,g sepúlveda,57196318181,A5003757835,7,68,17,221,61
hyunwoo lee,ki‐young lee,55751730700,A5100719654,1,106,21,2873,61
hansol park,youn‐il park,57214123031,A5072961887,11,202,20,8311,61
yizhi wang,jiacheng wang,57200661953,A5100727957,5,124,16,2294,61
jong-in lee,ki‐young lee,58376421300,A5100719654,3,106,21,2873,61
sean brown,matthew brown,57543086500,A5041724055,1,114,6,7157,61
peter b borwein,jonathan m borwein,7005219402,A5088720034,4,847,31,28076,61
chaochun liu,yan‐jun liu,57203659208,A5100349652,3,261,5,15182,61
shelbie f anderson,gail s anderson,57207959600,A5046194198,5,144,18,2665,61
fenqi wang,jiacheng wang,57212385020,A5100727957,2,124,3,2294,61
paul yeung,rae s m yeung,57203989505,A5040872283,1,279,6,8864,61
bixia wang,jiacheng wang,57205341535,A5100727957,13,124,153,2294,61
bingxuan liu,yan‐jun liu,58603818900,A5100349652,303,261,5974,15182,61
seyeon kim,jeong‐bon kim,57817056000,A5019704910,1,328,0,14207,61
samantha henrie thompson,j r thompson,57224545759,A5102732555,1,400,5,11012,61
jiangchuan liu,jiayi liu,59061428700,A5100370772,5,172,1,2216,61
hsufeng lee,ki‐young lee,55924615100,A5100719654,5,106,305,2873,61
cristina moretti,marlene m moretti,54791313600,A5084640796,4,131,9,4754,61
suhong kim,jeong‐bon kim,57221141737,A5019704910,3,328,138,14207,61
hanhung lee,ki‐young lee,57473697300,A5100719654,2,106,7,2873,61
huiyin song,xiaowei song,56706695700,A5036261443,1,241,1,8026,61
yilin liu,yan‐jun liu,57220551288,A5100349652,1,261,2,15182,60
zenghui liu,helen liu,56599407500,A5101610756,16,291,139,3472,60
austin t wang,qi wang,58723315100,A5100341251,1,126,0,1686,60
nelson lee,kelley lee,57974923900,A5019363540,1,336,1,10321,60
bingfan liu,jiayi liu,59487044600,A5100370772,1,172,1,2216,60
nelson lee,monica lee,57974923900,A5057346446,1,232,1,5309,60
kaitey vincent,nicholas vincent,57217490434,A5070837664,3,244,29,915,60
shuxing li,chunmei li,55315987100,A5100427221,9,189,93,6616,60
martin lee,monica lee,55716885000,A5057346446,3,232,137,5309,60
liyi lim,angelica lim,57323476000,A5054803584,3,85,167,576,60
aotian chen,yuxi chen,59352990300,A5100764265,1,140,0,1283,60
xilun zhang,hao zhang,57545971500,A5100397026,1,1370,0,63147,60
suemin lee,monica lee,57222084312,A5057346446,1,232,5,5309,60
fiona shaw,chris shaw,59203658200,A5040961656,1,169,0,4406,60
xilan liu,yan‐jun liu,58744569600,A5100349652,1,261,3,15182,60
jacob c stewart,heather stewart,57217227079,A5062879863,1,57,10,4775,60
zhen lisa li,cheng li,59197740200,A5100354297,1,840,0,7776,60
wu lucas,emma s lucas,58668568200,A5078476389,1,84,1,4896,60
isabella wang,qi wang,57225188499,A5100341251,1,126,6,1686,60
jianping lin,feng lin,57204916659,A5101414835,1,160,15,1168,60
eric lee,daniel c lee,59710754100,A5100392989,1,96,0,8824,60
zhiqin chen,yuxi chen,57214778958,A5100764265,14,140,2052,1283,60
fangxing wang,qi wang,57201917282,A5100341251,29,126,1141,1686,60
yi wang,jiacheng wang,57225083226,A5100727957,5,124,2,2294,60
guanzhou chen,mo chen,57699420000,A5100387244,2,265,15,5159,60
shuvay singh,bp singh,59156749500,A5103582429,265,99,8423,1130,60
wuyang chen,yuxi chen,57214459624,A5100764265,3,140,1,1283,60
anqi a chen,yuxi chen,58830295700,A5100764265,4,140,5,1283,60
zhuang chen,yuxi chen,57209849920,A5100764265,1,140,12,1283,60
maggie chen,yuxi chen,35314590800,A5100764265,1,140,5,1283,60
weiji zhang,hao zhang,59359288300,A5100397026,1,1370,0,63147,60
xiulong liu,helen liu,55981047600,A5101610756,3,291,39,3472,60
hao fang,mei lan fang,58023063200,A5008149652,5,226,27,3108,60
kenneth liu,helen liu,57974743200,A5101610756,3,291,61,3472,60
jim park,youn‐il park,57219910435,A5072961887,1,202,3,8311,60
xiaoxue liu,jiayi liu,57204556952,A5100370772,3,172,3,2216,60
wenzhi chen,yuxi chen,55716068400,A5100764265,2,140,137,1283,60
thomas william claydon,victoria e claydon,12789638400,A5075903269,22,141,362,3719,60
john r calvert,andrew j calvert,58827810200,A5030736348,4,148,31,2980,60
jennifer wang,qi wang,55833173500,A5100341251,6,126,15,1686,60
alison j moore,jonathan w moore,58916532200,A5070014514,1,200,0,9090,60
xiaoying wang,qi wang,57221799820,A5100341251,2,126,71,1686,60
eilidh singh,bp singh,59204809200,A5103582429,1,99,0,1130,60
suhong kim,tae‐ho kim,57221141737,A5100452164,3,238,138,3155,60
chaeri kim,tae‐ho kim,59103083900,A5100452164,3,238,12,3155,60
dongho kim,tae‐ho kim,57214770459,A5100452164,3,238,41,3155,60
yejia liu,yan‐jun liu,57205377655,A5100349652,4,261,7,15182,60
gaoyang liu,jiayi liu,57203062038,A5100370772,10,172,63,2216,60
henry wj lin,feng lin,56159860200,A5101414835,20,160,605,1168,60
ke wang,jiacheng wang,55712748700,A5100727957,71,124,3142,2294,60
rishav singh,bp singh,59088317900,A5103582429,1,99,1,1130,60
angel my lin,feng lin,56444693800,A5101414835,40,160,765,1168,60
carlos lee,monica lee,57220892325,A5057346446,1,232,4,5309,60
amritpal singh,ravi chand singh,58730521700,A5047641614,1,139,3,3467,60
seyeon kim,tae‐ho kim,57817056000,A5100452164,1,238,0,3155,60
xiaogang wang,qi wang,57206601221,A5100341251,1,126,75,1686,60
aidan a wright,stephen c wright,57217232942,A5042007466,1,145,10,9990,60
senhung wong,jennifer s wong,57829144400,A5018101953,1,158,13,1037,59
jason wang,qi wang,58670992800,A5100341251,1,126,0,1686,59
belinda li,ming li,57215578322,A5100351426,11,258,219,4282,59
stephanie g craig,lisa craig,55520207400,A5068113418,11,80,385,6373,59
shun cao,jiguo cao,58828197400,A5062483690,1,201,0,3370,59
qing liu,jiayi liu,56413233700,A5100370772,8,172,723,2216,59
janet lynn s moore,jonathan w moore,56246268300,A5070014514,2,200,11,9090,59
bingxuan liu,b liu,58603818900,A5114378471,303,2266,5974,110309,59
binyu chen,mo chen,57217236520,A5100387244,12,265,173,5159,59
qinghong xu,min xu,57221150139,A5100413849,2,796,37,12050,59
laurie w smith,jason r smith,36028910700,A5061800498,1,57,12,3116,59
jan lee,monica lee,57252778500,A5057346446,1,232,8,5309,59
yuchi chen,mo chen,57193485712,A5100387244,10,265,112,5159,59
adam david vaughan,rodney g vaughan,57193751866,A5078752648,9,322,72,6450,59
samantha jean jones,steven jm jones,57193384181,A5100728059,1,1284,1,241753,59
linda c li,ming li,7501443732,A5100351426,2,258,13,4282,59
eric w jones,steven jm jones,57200080124,A5100728059,3,1284,67,241753,59
alireza akbari,mohsen akbari,58906713600,A5039506035,1,246,1,11624,59
zhuangfei wang,jiacheng wang,58119559500,A5100727957,4,124,15,2294,59
heng li,chunmei li,57419438300,A5100427221,3,189,47,6616,59
ena lee,kelley lee,59645048800,A5019363540,3,336,49,10321,59
adlih britton,robert britton,58878056100,A5014010162,1,235,0,5615,59
xiaohan li,ming li,59248899100,A5100351426,2,258,1,4282,59
anthony duffy,ciarán m duffy,57226474608,A5055246678,5,160,38,4542,59
haijuan li,ming li,57218401984,A5100351426,3,258,17,4282,59
ziniu chen,mo chen,57432972100,A5100387244,1,265,31,5159,59
jiaqi chen,mo chen,58018476700,A5100387244,1,265,1,5159,59
yihan lin,feng lin,58184442400,A5101414835,2,160,21,1168,59
ming yu lin,qi lin,57828636300,A5102608112,1,89,1,665,59
wenzao li,cheng li,56089546300,A5100354297,7,840,19,7776,59
qing liu,helen liu,56413233700,A5101610756,8,291,723,3472,59
tingan li,cheng li,57210262931,A5100354297,10,840,118,7776,59
morgan j wright,stephen c wright,57222193262,A5042007466,2,145,12,9990,58
amy yo sue chen,yuxi chen,57209310043,A5100764265,16,140,220,1283,58
hoyoung kim,jeong‐bon kim,58860015500,A5019704910,4,328,2,14207,58
yunzhijun yu,hua‐zhong yu,57778940100,A5028734301,2,245,2,7409,58
abeline rose watkins,g d watkins,57209008066,A5109056508,3,256,121,15453,58
nena y wang,jiacheng wang,57208820425,A5100727957,2,124,10,2294,58
lawrence h kim,tae‐ho kim,56742755100,A5100452164,10,238,13,3155,58
andrew s wright,stephen c wright,57221311967,A5042007466,3,145,43,9990,58
jeong bon kim,woo soo kim,8304603800,A5000223592,15,101,23,2381,58
andrew g wright,stephen c wright,56178007800,A5042007466,10,145,920,9990,58
brandi anne berry,nicole s berry,58957897000,A5062493243,1,77,0,839,58
nicole k stewart,heather stewart,57226135660,A5062879863,3,57,13,4775,58
xinyi feng,changyong feng,59151378900,A5089845667,1,238,1,7144,58
callum lucas,emma s lucas,58511384100,A5078476389,3,84,2,4896,58
richard a moore,jonathan w moore,56696653600,A5070014514,2,200,16,9090,58
rebekah hy lee,kelley lee,57221940572,A5019363540,4,336,43,10321,58
jeonghun lee,ki‐young lee,57206734156,A5100719654,7,106,73,2873,58
vicki kelly,barry c kelly,57183847800,A5077116272,3,97,10,6190,58
suyoung kim,jeong‐bon kim,57211871654,A5019704910,5,328,10,14207,58
harsimran singh,ravi chand singh,59114739500,A5047641614,1,139,0,3467,58
paul chi hang li,cheng li,55638723000,A5100354297,45,840,474,7776,58
huiqian song,xiaowei song,58153782700,A5036261443,1,241,1,8026,58
adrian c lim,angelica lim,57711932900,A5054803584,1,85,29,576,58
renjie wang,jiacheng wang,57220783660,A5100727957,1,124,4,2294,58
anna cullis watson,neil v watson,59673212800,A5083353743,1,151,0,3911,58
neale smith,jason r smith,18438063200,A5061800498,1,57,7,3116,58
frank js lee,daniel c lee,23484073300,A5100392989,8,96,91,8824,58
tom c brown,matthew brown,24433859000,A5041724055,6,114,2,7157,58
erica smith,jason r smith,57740474400,A5061800498,1,57,4,3116,58
yanbin wang,jiacheng wang,59773982900,A5100727957,1,124,0,2294,58
yiming zhang,hao zhang,57654567800,A5100397026,3,1370,50,63147,57
tingyu zhang,hao zhang,59151047800,A5100397026,1,1370,0,63147,57
yanxin shen,kelly shen,59503924000,A5006850713,4,79,0,2459,57
erique zhang,hao zhang,57221559134,A5100397026,2,1370,0,63147,57
minnie liu,yan‐jun liu,57211461392,A5100349652,3,261,62,15182,57
margaret grant,d grant,36709627300,A5107864583,5,278,16,18955,57
kenneth kin lam wong,jennifer s wong,57204153607,A5018101953,9,158,88,1037,57
keon ju lee,kelley lee,59249485500,A5019363540,1,336,0,10321,57
keon ju lee,monica lee,59249485500,A5057346446,1,232,0,5309,57
feng lin,qi lin,57191371558,A5102608112,8,89,112,665,57
ryland shaw,chris shaw,57955058600,A5040961656,1,169,6,4406,57
hoikwan lau,kelvin lau,36864012100,A5064093289,8,153,65,5467,57
shuqi liu,b liu,58057756500,A5114378471,1,2266,0,110309,57
yerin lee,ki‐young lee,57203855079,A5100719654,3,106,25,2873,57
dongmeng liu,helen liu,57202874971,A5101610756,3,291,21,3472,57
michael w hart,stephen d hart,55684330400,A5055395163,16,264,177,18457,57
joshua m allen,george e allen,57754793200,A5006221782,3,128,5,5487,57
gem y lee,daniel c lee,58055605100,A5100392989,2,96,6,8824,57
zhuangfei wang,qi wang,58119559500,A5100341251,4,126,15,1686,57
jiayi liu,b liu,58550253900,A5114378471,3,2266,15,110309,57
manyi li,jia li,57192068082,A5100405681,3,997,108,18198,57
shuvay singh,ravi chand singh,59156749500,A5047641614,265,139,8423,3467,57
cheng jin,dal yong jin,58078867300,A5041172302,1,304,0,2841,57
chunhong liu,helen liu,57218798436,A5101610756,11,291,128,3472,57
dennis y liu,helen liu,57203150185,A5101610756,16,291,459,3472,57
baiyu li,jia li,58262011500,A5100405681,1,997,18,18198,57
xilan liu,b liu,58744569600,A5114378471,1,2266,3,110309,57
karen s palmer,patrick palmer,55959354500,A5090621082,12,443,183,7700,57
tae ho kim,woo soo kim,56168759700,A5000223592,12,101,205,2381,57
boah kim,jeong‐bon kim,57787556200,A5019704910,6,328,23,14207,57
tianzheng wang,qi wang,55699245700,A5100341251,31,126,363,1686,57
chaochun liu,helen liu,57203659208,A5101610756,3,291,5,3472,57
hoyoung kim,tae‐ho kim,58860015500,A5100452164,4,238,2,3155,57
linyi li,jia li,57211756552,A5100405681,4,997,1,18198,57
pinyao liu,yan‐jun liu,57703884300,A5100349652,4,261,22,15182,57
dongho kim,woo soo kim,57214770459,A5000223592,3,101,41,2381,57
suhong kim,woo soo kim,57221141737,A5000223592,3,101,138,2381,57
xinru li,jia li,57218939828,A5100405681,1,997,16,18198,57
chingchiu lin,feng lin,57155348500,A5101414835,5,160,6,1168,57
jaeyong lee,kelley lee,39762111800,A5019363540,7,336,280,10321,57
pengyu liu,yan‐jun liu,57204160662,A5100349652,9,261,101,15182,57
yilin liu,b liu,57220551288,A5114378471,1,2266,2,110309,57
jiangchuan jc liu,yan‐jun liu,59732151800,A5100349652,1,261,0,15182,57
d liu,helen liu,59617524800,A5101610756,1,291,5,3472,57
d liu,jiayi liu,59617524800,A5100370772,1,172,5,2216,57
nesha wright,stephen c wright,57219108289,A5042007466,1,145,35,9990,57
yejia liu,b liu,57205377655,A5114378471,4,2266,7,110309,57
wei li,cheng li,57209238379,A5100354297,2,840,314,7776,57
shuoge shen,kelly shen,57223370102,A5006850713,2,79,14,2459,57
sukhman singh,bp singh,57309134500,A5103582429,2,99,310,1130,57
anny kim,jeong‐bon kim,58090502900,A5019704910,2,328,12,14207,57
eilidh singh,ravi chand singh,59204809200,A5047641614,1,139,0,3467,57
jordan m wong,jennifer s wong,57226533093,A5018101953,1,158,2,1037,57
maitland w waddell,charlotte waddell,57331705700,A5086742456,1,132,2,4905,57
sami ma,hang ma,57829839300,A5024389928,6,84,89,2944,57
tawei liu,b liu,56555456900,A5114378471,7,2266,300,110309,57
shaoyu shen,kelly shen,57850532700,A5006850713,1,79,0,2459,57
dennis y liu,jiayi liu,57203150185,A5100370772,16,172,459,2216,57
cheng xu,min xu,57192005445,A5100413849,3,796,170,12050,57
xueyi xu,min xu,58644846400,A5100413849,1,796,1,12050,57
seyeon kim,woo soo kim,57817056000,A5000223592,1,101,0,2381,57
mark a moore,jonathan w moore,7404470812,A5070014514,10,200,115,9090,57
bingxuan liu,jiayi liu,58603818900,A5100370772,303,172,5974,2216,57
qinghua chen,yuxi chen,57992064100,A5100764265,6,140,10,1283,57
yue wang,jiacheng wang,7601513640,A5100727957,30,124,279,2294,57
tao wang,jiacheng wang,55949122700,A5100727957,8,124,113,2294,57
min-hye lee,monica lee,57225983721,A5057346446,1,232,4,5309,57
grayson lee,monica lee,59137357900,A5057346446,1,232,0,5309,57
hanyu li,jia li,57224091825,A5100405681,1,997,12,18198,57
anna lin,qi lin,59464151500,A5102608112,1,89,0,665,57
guiliang liu,helen liu,57204467338,A5101610756,7,291,216,3472,57
guiliang liu,jiayi liu,57204467338,A5100370772,7,172,216,2216,57
huiwen liu,yan‐jun liu,57224590777,A5100349652,1,261,5,15182,57
robyn lee,ki‐young lee,58951232600,A5100719654,1,106,1,2873,57
lun li,cheng li,57211233276,A5100354297,15,840,184,7776,57
sieun lee,daniel c lee,36644393200,A5100392989,29,96,817,8824,57
xin li,cheng li,57189987947,A5100354297,6,840,27,7776,57
arita li liu,jiayi liu,57200987873,A5100370772,6,172,63,2216,57
jaeyong lee,monica lee,39762111800,A5057346446,7,232,280,5309,57
ruilin zhang,hao zhang,57216635351,A5100397026,2,1370,31,63147,57
pei wang,jiacheng wang,57202576436,A5100727957,6,124,58,2294,57
shaohuang chen,mo chen,57226542790,A5100387244,10,265,50,5159,57
cameron scott,william a scott,57213693372,A5001064251,7,76,204,1963,57
xingtu liu,yan‐jun liu,59424708200,A5100349652,3,261,0,15182,57
siyuan chen,mo chen,59817205600,A5100387244,4,265,65,5159,56
quincy qingwen wang,jiacheng wang,58244402500,A5100727957,4,124,121,2294,56
jiayue chen,mo chen,57221630885,A5100387244,1,265,16,5159,56
cong chen,yuxi chen,57221774756,A5100764265,1,140,75,1283,56
gang chen,yuxi chen,57198649249,A5100764265,17,140,211,1283,56
dongwook song,xiaowei song,58635017900,A5036261443,1,241,1,8026,56
jianping lin,qi lin,57204916659,A5102608112,1,89,15,665,56
g gary wang,qi wang,55599185800,A5100341251,71,126,1617,1686,56
ken liu,yan‐jun liu,57364393000,A5100349652,1,261,4,15182,56
harman jit singh,ravi chand singh,57210800828,A5047641614,1,139,0,3467,56
tawei liu,helen liu,56555456900,A5101610756,7,291,300,3472,56
eric lee,kelley lee,59710754100,A5019363540,1,336,0,10321,56
jiaxing li,cheng li,58555571700,A5100354297,5,840,16,7776,56
belinda li,cheng li,57215578322,A5100354297,11,840,219,7776,56
vivian py lee,daniel c lee,58323846600,A5100392989,1,96,0,8824,56
anny kim,tae‐ho kim,58090502900,A5100452164,2,238,12,3155,56
cyrus wong,jennifer s wong,57218499092,A5018101953,1,158,119,1037,56
zhida li,chunmei li,57190841490,A5100427221,14,189,334,6616,56
paul ch li,cheng li,59806039000,A5100354297,4,840,6,7776,56
hanyu li,chunmei li,57224091825,A5100427221,1,189,12,6616,56
yiting chen,mo chen,59353414700,A5100387244,3,265,21,5159,56
janghyeon lee,daniel c lee,58374461300,A5100392989,2,96,4,8824,56
binglin li,cheng li,57205368212,A5100354297,9,840,98,7776,56
mark lee,kelley lee,57219825843,A5019363540,1,336,5,10321,56
shuqi liu,helen liu,58057756500,A5101610756,1,291,0,3472,56
manyi li,chunmei li,57192068082,A5100427221,3,189,108,6616,56
yixuan chen,mo chen,57328681600,A5100387244,5,265,36,5159,56
k park,youn‐il park,58640561800,A5072961887,1,202,2,8311,56
megan wong,jennifer s wong,57199402843,A5018101953,2,158,18,1037,56
adrian yeung,rae s m yeung,59398517900,A5040872283,1,279,0,8864,56
james young,robert n young,57718687400,A5063566841,1,244,6,9023,56
jiongchao jin,dal yong jin,57203991019,A5041172302,2,304,21,2841,56
zhuang chen,mo chen,57209849920,A5100387244,1,265,12,5159,56
zhefan chen,mo chen,57222654013,A5100387244,1,265,1,5159,56
jennifer fang,mei lan fang,56856315600,A5008149652,7,226,86,3108,56
wenzhi chen,mo chen,55716068400,A5100387244,2,265,137,5159,56
qingcan li,cheng li,57205694562,A5100354297,2,840,82,7776,56
kirk a hart,michael w hart,57192158322,A5053201473,1,107,0,4207,56
wuyang chen,mo chen,57214459624,A5100387244,3,265,1,5159,56
weijie lin,feng lin,57225094561,A5101414835,1,160,22,1168,56
shuqi liu,jiayi liu,58057756500,A5100370772,1,172,0,2216,56
haijuan li,cheng li,57218401984,A5100354297,3,840,17,7776,56
boah kim,tae‐ho kim,57787556200,A5100452164,6,238,23,3155,56
angel m kennedy,christopher j kennedy,58589358400,A5112019938,9,127,103,3485,56
zhiqin chen,mo chen,57214778958,A5100387244,14,265,2052,5159,56
kwangjin park,youn‐il park,57188670296,A5072961887,7,202,205,8311,56
nena y wang,qi wang,57208820425,A5100341251,2,126,10,1686,56
long chen,yuxi chen,57202349101,A5100764265,13,140,84,1283,56
jeremiah c kennedy,christopher j kennedy,56900363300,A5112019938,4,127,24,3485,56
linyi li,chunmei li,57211756552,A5100427221,4,189,1,6616,56
anqi a chen,mo chen,58830295700,A5100387244,4,265,5,5159,56
jesse young,robert n young,57221630135,A5063566841,1,244,5,9023,56
xiaohan li,cheng li,59248899100,A5100354297,2,840,1,7776,56
richard li,cheng li,57888134600,A5100354297,1,840,6,7776,56
zhen lisa li,jia li,59197740200,A5100405681,1,997,0,18198,56
robert wang,qi wang,57987067400,A5100341251,1,126,6,1686,56
yejia liu,helen liu,57205377655,A5101610756,4,291,7,3472,56
kevin berry,nicole s berry,57222713464,A5062493243,1,77,0,839,56
victor y song,xiaowei song,57189496835,A5036261443,8,241,37,8026,56
jeremy brown,matthew brown,55724445300,A5041724055,2,114,2,7157,56
shanna my li,chunmei li,57221738372,A5100427221,4,189,39,6616,55
hoyoung kim,woo soo kim,58860015500,A5000223592,4,101,2,2381,55
aerin park,youn‐il park,57219005299,A5072961887,1,202,7,8311,55
kijin kim,jeong‐bon kim,57223212678,A5019704910,5,328,10,14207,55
xiangxiang wang,qi wang,57216315221,A5100341251,3,126,188,1686,55
suyoung kim,woo soo kim,57211871654,A5000223592,5,101,10,2381,55
barun kim,jeong‐bon kim,57203171282,A5019704910,5,328,44,14207,55
d ma,hang ma,59203928900,A5024389928,1,84,1,2944,55
calvin st wong,jennifer s wong,58555860700,A5018101953,1,158,14,1037,55
warren hl wong,jennifer s wong,56818299900,A5018101953,5,158,76,1037,55
shu feng,changyong feng,59477828100,A5089845667,1,238,0,7144,55
xiulong liu,yan‐jun liu,55981047600,A5100349652,3,261,39,15182,55
xueying zhang,hao zhang,59315530000,A5100397026,1,1370,0,63147,55
qingxin zhang,hao zhang,57609969300,A5100397026,1,1370,9,63147,55
michael cp wang,qi wang,55806545700,A5100341251,7,126,214,1686,55
winfield chen,yuxi chen,57221318908,A5100764265,2,140,259,1283,55
guanzhou chen,yuxi chen,57699420000,A5100764265,2,140,15,1283,55
