,name1,name2,id1,id2,similarity_score
0,ahmed khalid al-rawi,ahmed al-rawi,55683085700,59265299800,79
1,sean c anderson,aspen m anderson,25930284300,57194637587,84
2,sean c anderson,sam anderson,25930284300,57204007272,81
3,sean c anderson,benjamin anderson,25930284300,57373810700,75
4,michael m adachi,michael adamski,16432591400,57195037162,77
5,gail s anderson,taylor m anderson,7404223891,56902130900,75
6,juan josé alava,juan jose alava saltos,12139754400,59262283800,76
7,ribwar ahmadi,parisa ahmadi,57278170200,57212063223,77
8,mohammad akbari,mohammad amani,57212395140,56239028500,83
9,taylor m anderson,sam anderson,56902130900,57204007272,76
10,kathleen a akins,kathleen akinsc,55105815400,57216688017,90
11,hafiz munsub ali,munsub ali,57191580250,57208174775,77
12,oluwafemi akintola,oluwafemi s akintola,57218423351,56965067200,95
13,payam ahmadvand,maryam ahmadzadeh,55229314100,57216210553,75
14,hossein asghari,amirhossein ansari,57194972852,59422200500,79
15,niloufar abhari,niloufar aran,58066423600,57217853663,79
16,niloufar abhari,neilofar amiri,58066423600,58382248000,76
17,mohammad amani,mohammad amin arab,56239028500,57211689551,75
18,aspen m anderson,sam anderson,57194637587,57204007272,79
19,sam anderson,benjamin anderson,57204007272,57373810700,76
20,stella atkins,m stella atkins,56654006700,7102310616,93
21,mahsa ansari,nadra ansari,58601278900,57226561776,75
22,nadra ansari,neda anvari,57226561776,57216630328,78
23,éric m beauregard,eric beauregarda,17344924200,59806848700,85
24,ivan v bajic,ivan v bajjc,6602479101,59465106300,92
25,ivan v bajic,lvan v bajic,6602479101,59119893600,92
26,robert a britton,robert bittner,7101816384,57207558396,80
27,tanya l broesch,tanya j behrisch,36709230100,57218117506,77
28,heesoon bai,beesoon bai,42760951000,57937968100,91
29,derek r bingham,derek bingham,57204216471,7004856179,93
30,nicholas k blomley,nicholas a brunelle,6602849168,57209575083,76
31,nicole s berry,nicole m berg,24402486100,59751141900,81
32,douglas c braun,douglas f bertram,36603927000,7006172656,75
33,david v burley,avid v burley,7004232335,57218515194,96
34,mayra donaji barrera-machuca,aldo a barrera-machuca,56452760200,57215308262,80
35,tanya m brown,ethan brown,35336009100,59467571400,75
36,christopher t beh,christopher d bonar,6701548100,57568954200,78
37,chandan bhardwaj,ajay bhardwaj,57216127007,58797308600,76
38,matthew l brown,matthew berkowitz,56972419000,59009469700,75
39,tom c brown,tom brown,24433859000,57225808826,90
40,heather a baitz,heather a baroody,55308501200,57193929343,75
41,ollie m blake,elly m blake,35767452200,59551498500,80
42,ethan brown,sean brown,59467571400,57543086500,86
43,azra bhanji,zohra bhimani,57252225100,57224972388,75
44,ivan v bajjc,lvan v bajic,59465106300,59119893600,83
45,alishba bilal,alishba bibal,58480796700,59482580700,92
46,julien chopin,julien chopinb,57195104543,59812475700,96
47,isabelle m côté,isabelle m cȏté,7005488549,58680470600,93
48,caroline colijn,caroline coljin,16416871500,57221322504,93
49,nansheng chen,jiacheng chen,55573104300,57203151209,77
50,allison j carter,allison j campbell,55778469600,58547165400,76
51,alexander l chapman,alexander clapp,17134481500,56997016900,76
52,mo chen,imin chen,57007331200,35306560600,75
53,mo chen,long chen,57007331200,57202349101,75
54,mo chen,shuo chen,57007331200,57842429100,75
55,mo chen,yubo chen,57007331200,57218701161,75
56,mo chen,cong chen,57007331200,57221774756,75
57,mo chen,j chen,57007331200,58745556500,77
58,d s cross,d c cross,12645477200,58313184000,89
59,sarah l canham,rachel canham,6506306176,57222191447,81
60,julian k christians,aisha k christiansen,6701576968,57221738828,77
61,alexandra b collins,alexandra m coates,57189582857,57191054882,76
62,alexandra b collins,cassandra collins,57189582857,58030531600,78
63,cary campbell,lara campbell,57202919677,57209555584,85
64,cary campbell,tylar campbell,57202919677,59135252300,81
65,si chen,ying chen,57200504717,56040387500,75
66,si chen,imin chen,57200504717,35306560600,75
67,si chen,lei chen,57200504717,56612496600,80
68,si chen,tian chen,57200504717,57220043419,75
69,si chen,shuo chen,57200504717,57842429100,75
70,si chen,anqi chen,57200504717,57219394662,75
71,si chen,yuxi chen,57200504717,59549734700,75
72,si chen,jing chen,57200504717,55049017000,75
73,si chen,j chen,57200504717,58745556500,77
74,si chen,xi chen,57200504717,57464181400,86
75,si chen,siyuan chen,57200504717,59817205600,78
76,david a campbell,lara campbell,55456356100,57209555584,76
77,ying chen,imin chen,56040387500,35306560600,78
78,ying chen,long chen,56040387500,57202349101,78
79,ying chen,qinghua chen,56040387500,57992064100,76
80,ying chen,yixuan chen,56040387500,57328681600,80
81,ying chen,tian chen,56040387500,57220043419,78
82,ying chen,wuyang chen,56040387500,57214459624,80
83,ying chen,cong chen,56040387500,57221774756,78
84,ying chen,yuxi chen,56040387500,59549734700,78
85,ying chen,jing chen,56040387500,55049017000,89
86,ying chen,gang chen,56040387500,57198649249,78
87,ying chen,xi chen,56040387500,57464181400,75
88,ying chen,yiting chen,56040387500,59353414700,90
89,imin chen,zhiqin chen,35306560600,57214778958,80
90,imin chen,qimin chen,35306560600,57382754500,95
91,imin chen,tian chen,35306560600,57220043419,78
92,imin chen,aimin chen,35306560600,55447267000,95
93,imin chen,jing chen,35306560600,55049017000,78
94,imin chen,xi chen,35306560600,57464181400,75
95,imin chen,yiting chen,35306560600,59353414700,80
96,zhiqin chen,qimin chen,57214778958,57382754500,76
97,zhiqin chen,ziniu chen,57214778958,57432972100,76
98,zhiqin chen,jiaqi chen,57214778958,58018476700,76
99,zhiqin chen,aimin chen,57214778958,55447267000,76
100,long chen,cong chen,57202349101,57221774756,89
101,long chen,hongwen chen,57202349101,58666893100,76
102,long chen,jing chen,57202349101,55049017000,78
103,long chen,gang chen,57202349101,57198649249,78
104,lei chen,yue chen,56612496600,57216638641,75
105,lei chen,xi chen,56612496600,57464181400,80
106,rebecca j cobb,rebecca d cox,14059835000,30467559600,81
107,tessa k cheng,teresa pl cheung,55797553800,23988370900,76
108,daniel h chang,daniel chiang,57211297356,58042961200,89
109,binyu chen,jiayue chen,57217236520,57221630885,76
110,binyu chen,ziniu chen,57217236520,57432972100,80
111,binyu chen,yue chen,57217236520,57216638641,78
112,binyu chen,siyuan chen,57217236520,59817205600,76
113,stephanie g craig,stephanie w chang,55520207400,57040127500,82
114,david chang,daniel chiang,57188537234,58042961200,75
115,jiacheng chen,jiayue chen,57203151209,57221630885,75
116,jiacheng chen,jing chen,57203151209,55049017000,82
117,kristin chong,christine chuong,56572138800,57917651800,83
118,yuchi chen,yuxi chen,57193485712,59549734700,84
119,yuchi chen,yue chen,57193485712,57216638641,78
120,cassandra s carroll,cassandra collins,55440932400,58030531600,78
121,leena w chau,aleena chia,56536183200,55120681800,78
122,w christopher carleton,christopher rj charles,55260605900,55925334100,77
123,george h cheng,george cheng,56085514500,59501786900,92
124,michelle t chan,michael chang,56714593900,57951745400,79
125,qinghua chen,jing chen,57992064100,55049017000,76
126,helen chong,cherlene chang,57581194600,57217373503,80
127,stephanie w chang,stephanie e cleland,57040127500,57219783123,78
128,anthony chan,howard anthony chan,56250973100,7403402211,77
129,yixuan chen,tian chen,57328681600,57220043419,80
130,yixuan chen,siyuan chen,57328681600,59817205600,82
131,dani chu,annica chu,57200559685,57197862831,78
132,liang cao,han cao,57467068800,57216440698,75
133,rimika chaudhury,samara chaudhury,57210733942,59604801800,75
134,qimin chen,aimin chen,57382754500,55447267000,90
135,qimin chen,yiting chen,57382754500,59353414700,76
136,john r calvert,john calvert,58827810200,56719213100,92
137,tian chen,xiaoban chen,57220043419,57218999689,76
138,tian chen,anqi chen,57220043419,57219394662,78
139,tian chen,aotian chen,57220043419,59352990300,90
140,tian chen,jing chen,57220043419,55049017000,78
141,tian chen,gang chen,57220043419,57198649249,78
142,tian chen,xi chen,57220043419,57464181400,75
143,tian chen,siyuan chen,57220043419,59817205600,80
144,tian chen,yiting chen,57220043419,59353414700,80
145,anqi a chen,anqi chen,58830295700,57219394662,90
146,anqi a chen,jiaqi chen,58830295700,58018476700,76
147,shuo chen,yubo chen,57842429100,57218701161,78
148,wuyang chen,zhuang chen,57214459624,57209849920,82
149,wuyang chen,gang chen,57214459624,57198649249,80
150,yizhou chen,guanzhou chen,57382729000,57699420000,75
151,alexander clapp,alexander ciok,56997016900,57974985600,76
152,alexander clapp,alexander clow,56997016900,57222103241,83
153,james k cavers,james carter,7005366081,57430332400,77
154,xiaoban chen,xiaobin chang,57218999689,57222864840,80
155,xiaoban chen,aotian chen,57218999689,59352990300,78
156,wenzhi chen,bowen chen,55716068400,57219506217,76
157,alexander ciok,alexander clow,57974985600,57222103241,86
158,changan chen,zhuang chen,57219740329,57209849920,78
159,changan chen,cong chen,57219740329,57221774756,76
160,changan chen,hongwen chen,57219740329,58666893100,75
161,changan chen,gang chen,57219740329,57198649249,76
162,christopher l cunada,christopher l cahill,57200793821,56246965800,80
163,yu seon sarah chae,y sarah chae,59336849800,59676745300,80
164,lara campbell,tylar campbell,57209555584,59135252300,89
165,anqi chen,jiaqi chen,57219394662,58018476700,84
166,anqi chen,gang chen,57219394662,57198649249,78
167,anqi chen,xi chen,57219394662,57464181400,75
168,allison j campbell,alice campbell,58547165400,57193766143,75
169,stephanie l cooper,stephanie cooper,57821779900,59415748800,94
170,jason j chung,alison f chung,57209470116,59518222600,81
171,george chow,george cheng,57889650800,59501786900,78
172,zhefan chen,zhuang chen,57222654013,57209849920,82
173,han cao,shun cao,57216440698,58828197400,80
174,zhuang chen,gang chen,57209849920,57198649249,80
175,zhuang chen,shaohuang chen,57209849920,57226542790,80
176,jiayue chen,jiaqi chen,57221630885,58018476700,76
177,jiayue chen,yue chen,57221630885,57216638641,84
178,george cheng,gene cheung,59501786900,7005809540,78
179,christopher l cahill,christophe r cantelli,56246965800,55863189900,78
180,christopher l cahill,christopher rj charles,56246965800,55925334100,76
181,roy carlson,roy l carlson,59807760700,7402666341,92
182,maryum chaudhry,samara chaudhury,58117051300,59604801800,77
183,christopher r correia,christophe r cantelli,58148311500,55863189900,76
184,christopher r correia,christopher rj charles,58148311500,55925334100,79
185,gene cheung,jeremy cheung,7005809540,59559800200,75
186,jiaqi chen,j chen,58018476700,58745556500,75
