OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions,first_names,last_name,last_init,name_raw,id,fi_ln
A5109831679,,Manuel Rojas,"['M D de Rojas', 'M Rojas', 'Manuel Rojas', 'Rojas, Manuel']",6,7,2,1,manuel,rojas,r,manuel rojas,A5109831679,m rojas
A5039748527,,Lisette Lockhart,"['L Lockhart', 'Lisette Lockhart']",9,47,5,2,lisette,lockhart,l,lisette lockhart,A5039748527,l lockhart
A5005850573,,Haoyao Ruan,['Haoyao Ruan'],11,21,3,2,haoyao,ruan,r,haoyao ruan,A5005850573,h ruan
A5090013218,https://orcid.org/0000-0003-3656-8063,Brendan Mulhern,"['B Mulhern', 'B. Mulhern', 'Brendan J. Mulhern', 'Brendan James Mulhern', 'Brendan Mulhern', 'Brendan Mulhern (6802682)', 'Mulhern, Brendan', 'R Norman']",299,6896,38,25,brendan,mulhern,m,brendan mulhern,A5090013218,b mulhern
A5039671852,https://orcid.org/0000-0002-5206-8416,Annabelle M. K. Hadley,"['Annabelle M. K. Hadley', 'Annabelle M.K. Hadley']",10,17,3,3,annabelle m. k.,hadley,h,annabelle m. k. hadley,A5039671852,a hadley
A5027874476,https://orcid.org/0000-0003-3945-3552,Prasath Pararajalingam,"['P. Pararajalingam', 'Pararajalingam, Prasath', 'Prasath Pararajalingam', 'Sierra Gillis']",25,312,6,3,prasath,pararajalingam,p,prasath pararajalingam,A5027874476,p pararajalingam
A5049760941,https://orcid.org/0000-0003-0390-2803,Sebastian Dille,"['Dille, Sebastian', 'Sebastian Dille']",10,35,2,1,sebastian,dille,d,sebastian dille,A5049760941,s dille
A5103160602,https://orcid.org/0000-0002-3916-8041,Daniel R. Smith,"['D Smith', 'D. R. Smith', 'D. Smith', 'D.R. Smith', 'Daniel R. Smith', 'Daniel Robert Smith', 'Daniel Smith', 'Smith, Daniel Robert']",64,899,18,25,daniel r.,smith,s,daniel r. smith,A5103160602,d smith
A5064183868,,Elder Roberta Price,['Elder Roberta Price'],9,186,5,8,elder roberta,price,p,elder roberta price,A5064183868,e price
A5087897168,,Gamze Akarsu,"['Akarsu, Gamze', 'Gamze Akarsu']",6,17,2,1,gamze,akarsu,a,gamze akarsu,A5087897168,g akarsu
A5101963312,https://orcid.org/0000-0003-2822-5466,Jie Liang,"['Jie Liang', 'Liang, Jie']",43,1013,16,24,jie,liang,l,jie liang,A5101963312,j liang
A5019231871,,Kyeong-min Kim,['Kyeong-min Kim'],7,61,5,3,kyeong-min,kim,k,kyeong-min kim,A5019231871,k kim
A5021833297,https://orcid.org/0000-0002-5845-8634,Vivian R. Ramsden,"['Ramsden, Vivian R.', 'V R Ramsden', 'V Ramsden', 'V. Ramsden', 'Vivian R Ramsden', 'Vivian R. Ramsden', 'Vivian Ramsden', 'Vivian Rose Ramsden']",169,1888,24,30,vivian r.,ramsden,r,vivian r. ramsden,A5021833297,v ramsden
A5069573218,https://orcid.org/0009-0001-8395-8948,Foroozan Daneshzand,"['Daneshzand, Foroozan', 'Foroozan Daneshzand']",20,29,2,5,foroozan,daneshzand,d,foroozan daneshzand,A5069573218,f daneshzand
A5053177492,,Jack Davis,"['Davis, Jack', 'J Davis', 'J. Davis', 'J.W. Davis', 'Jack Davis']",16,669,7,7,jack,davis,d,jack davis,A5053177492,j davis
A5007129329,https://orcid.org/0000-0002-3988-4830,Benett Axtell,['Benett Axtell'],17,183,9,2,benett,axtell,a,benett axtell,A5007129329,b axtell
A5114535272,https://orcid.org/0009-0006-3120-7380,Baiyu Li,"['Bai-yu Li', 'Baiyu LI', 'Baiyu Li', 'Li Baiyu']",17,93,3,10,baiyu,li,l,baiyu li,A5114535272,b li
A5112448401,,Emma Weiss,"['E WEISS', 'E Weiss', 'E. Weiss', 'E.A. Weiss', 'Emma Alexandra Weiss', 'Emma Weiss', 'Weiss, Emma']",61,255,7,14,emma,weiss,w,emma weiss,A5112448401,e weiss
A5079720344,https://orcid.org/0000-0001-8425-1840,Sarah K. Schultz,"['S Schultz', 'S. Schultz', 'Sarah K Schultz', 'Sarah K. Schultz', 'Sarah Kai-Leigh Schultz', 'Sarah Schultz']",37,324,10,11,sarah k.,schultz,s,sarah k. schultz,A5079720344,s schultz
A5043098402,https://orcid.org/0000-0001-6899-8450,Ching-Chiu Lin,['Ching-Chiu Lin'],31,130,7,2,ching-chiu,lin,l,ching-chiu lin,A5043098402,c lin
A5037060995,https://orcid.org/0009-0004-2665-2629,Meihui Li,"['Mei Hui \xadLI', 'Mei-Hui Li', 'Meihui LI', 'Meihui Li']",71,927,18,37,meihui,li,l,meihui li,A5037060995,m li
A5100407591,https://orcid.org/0000-0001-9727-5569,Zhe Wang,"['Wang Zhe', 'Wang, Zhe', 'Zhe WANG', 'Zhe Wang']",189,1677,20,76,zhe,wang,w,zhe wang,A5100407591,z wang
A5100611353,https://orcid.org/0000-0002-8729-1570,George Zhang,"['G. Zhang', 'George Zhang', 'Zhang, George']",31,373,12,12,george,zhang,z,george zhang,A5100611353,g zhang
A5080540757,https://orcid.org/0009-0006-4042-7529,Ka Wo Wong,"['C M Wong', 'C Wong', 'C. Wong', 'Cyrus Ka-Wo Wong', 'Cyrus Wong', 'Ka Wo Wong']",79,327,8,12,ka wo,wong,w,ka wo wong,A5080540757,k wong
A5016121668,https://orcid.org/0000-0002-3765-509X,Silvester B. Pratasik,"['Pratasik, Silvester B.', 'Silvester B Pratasik', 'Silvester B. Pratasik', 'Silvester Benny Pratasik', 'Silvester Pratasik']",47,149,7,5,silvester b.,pratasik,p,silvester b. pratasik,A5016121668,s pratasik
A5040806971,https://orcid.org/0000-0002-6498-8105,Eva-Maria Graf,"['E GRAF', 'E Graf', 'E. GRAF', 'E. Graf', 'EVA-MARIA GRAF', 'Eva Graf', 'Eva-Maria Graf', 'Graf, Eva', 'Graf, Eva-Maria']",155,814,15,26,eva-maria,graf,g,eva-maria graf,A5040806971,e graf
A5080366038,https://orcid.org/0000-0002-5629-9780,Dara Kelly,"['Dara Kelly', 'Dara Kelly-Roy', 'Kelly, Dara']",14,46,4,3,dara,kelly,k,dara kelly,A5080366038,d kelly
A5008162705,https://orcid.org/0000-0002-2616-1561,Anita Fetzer,"['ANITA FETZER', 'Anita Fetzer', 'Fetzer, Anita']",167,2772,31,52,anita,fetzer,f,anita fetzer,A5008162705,a fetzer
A5052022588,,Taranjot Kaur,"['T. Kaur', 'Taranjot Kaur']",12,23,3,2,taranjot,kaur,k,taranjot kaur,A5052022588,t kaur
A5101097235,,Zhang Yanshu,"['Yanshu Zhang', 'Zhang Yanshu', 'Zhang, Yanshu']",11,8,1,3,zhang,yanshu,y,zhang yanshu,A5101097235,z yanshu
A5072862466,https://orcid.org/0000-0001-9184-1208,Connie Liu,"['CONNIE LIU', 'Connie Liu', 'Connie S. Liu']",48,1866,15,22,connie,liu,l,connie liu,A5072862466,c liu
A5001049383,https://orcid.org/0000-0002-0309-129X,Emma L. Williams,"['E L Williams', 'E Williams', 'E. L. Williams', 'E. Williams', 'E.L. Williams', 'EL Williams', 'Emma L Williams', 'Emma L. Williams', 'Emma Louise Williams', 'Emma Williams', 'Emma\xa0L. Williams', 'Williams, Emma']",95,2450,26,31,emma l.,williams,w,emma l. williams,A5001049383,e williams
A5055420269,https://orcid.org/0000-0002-9716-3433,R. F. Kiefl,"['Kiefl, R. F.', 'Kiefl, Robert', 'Kiefl, Robert F.', 'Kiefl, Robert Francis', 'R F Kiefl', 'R. F. KIEFL', 'R. F. Kiefl', 'R. Kiefl', 'R.F Kiefl', 'R.F. Kiefl', 'R.F. Kieﬂ', 'R.\u2009F. Kiefl', 'Robert F. Kiefl']",283,8416,43,37,r. f.,kiefl,k,r. f. kiefl,A5055420269,r kiefl
A5013677887,https://orcid.org/0000-0002-6825-3202,Guojuan Zhang,['Guojuan Zhang'],18,295,10,4,guojuan,zhang,z,guojuan zhang,A5013677887,g zhang
A5062643944,,Simran Basra,['Simran Basra'],6,304,6,1,simran,basra,b,simran basra,A5062643944,s basra
A5104065854,,Peter W. Williams,"['P. W. Williams', 'P.W. Williams', 'PETER W. WILLIAMS', 'Peter W Williams', 'Peter W. Williams', 'Peter\xa0W. Williams', 'Williams, Peter W.']",292,2692,27,11,peter w.,williams,w,peter w. williams,A5104065854,p williams
A5085699901,https://orcid.org/0000-0002-3211-0226,Warren VandeVen,"['VandeVen, Warren', 'Warren VandeVen']",18,25,3,1,warren,vandeven,v,warren vandeven,A5085699901,w vandeven
A5059649947,https://orcid.org/0000-0001-8509-3194,David Clarke,"['Bulent Citgez', 'Clarke', 'Clarke, David', 'Clarke, David B.', 'D B Clarke', 'D CLARKE', 'D Clarke', 'D. B. Clarke', 'D. Clarke', 'D.B. Clarke', 'DAVID CLARKE', 'David B Clarke', 'David B. Clarke', 'David Clarke', 'David Clarke Clarke', 'Dr. David Clarke', 'Elizabeth Tucker', 'Jeffrey Jacobs', 'Robert Ashforth', ""S O'brien""]",434,3856,29,49,david,clarke,c,david clarke,A5059649947,d clarke
A5053445753,,J. E. Sonier,"['J E Sonier', 'J SONIER', 'J Sonier', 'J. E. Sonier', 'J. Sonier', 'J.E Sonier', 'J.E. Sonier', 'Sonier, J. E.']",46,1320,14,7,j. e.,sonier,s,j. e. sonier,A5053445753,j sonier
A5040008860,https://orcid.org/0000-0001-6970-3327,Shelby Fenton,"['S. FENTON', 'S. Fenton', 'Shelby Fenton']",12,109,5,7,shelby,fenton,f,shelby fenton,A5040008860,s fenton
A5061348941,https://orcid.org/0000-0002-6248-1722,Mark Rempel,"['M. A. Rempel', 'M. Rempel', 'M.A. Rempel', 'MARK REMPEL', 'Mark A. Rempel', 'Mark Rempel', 'Rempel, Mark']",33,137,6,8,mark,rempel,r,mark rempel,A5061348941,m rempel
A5112637734,,Cindy Xin,"['C. Xin', 'Cindy Xin', 'Cindy Xuying Xin', 'Xin, C.', 'Xin, Cindy']",28,344,7,6,cindy,xin,x,cindy xin,A5112637734,c xin
A5036324257,,Anurag Piyamrao Wasnik,"['Abhinav Jain', 'Anurag Piyamrao Wasnik', 'Anurag Wasnik', 'Arcan Aydemir']",10,34,4,3,anurag piyamrao,wasnik,w,anurag piyamrao wasnik,A5036324257,a wasnik
A5049486503,https://orcid.org/0000-0002-3145-705X,Sida Zhao,"['Si-Da Zhao', 'Si-da Zhao', 'Sida Zhao', 'Zhao, Sida']",57,694,15,11,sida,zhao,z,sida zhao,A5049486503,s zhao
A5086737870,https://orcid.org/0000-0001-6033-5089,Kate Salters,"['K. Salters', 'Kate  A. Salters', 'Kate A. Salters', 'Kate Salters']",38,691,14,8,kate,salters,s,kate salters,A5086737870,k salters
A5028863136,https://orcid.org/0000-0002-6686-2506,Xin Wen,"['Xin Wen', 'Xinag Wen', 'xin wen']",28,161,7,17,xin,wen,w,xin wen,A5028863136,x wen
A5032739659,https://orcid.org/0000-0003-4978-6756,Nabeel Khan,"['NABEEL KHAN', 'Nabeel Khan', 'Nabeel\xa0M. Khan']",19,256,8,10,nabeel,khan,k,nabeel khan,A5032739659,n khan
A5082142520,https://orcid.org/0000-0003-1956-4917,Jennifer E. Lansford,"['J E Lansford', 'J LANSFORD', 'J. E. Lansford', 'J.E. Lansford', 'JENNIFER E. LANSFORD', 'Jennifer E Lansford', 'Jennifer E. Lansford', 'Jennifer Lansford', 'Lansford, J. E.', 'Lansford, Jennifer', 'Lansford, Jennifer E.']",428,24983,75,15,jennifer e.,lansford,l,jennifer e. lansford,A5082142520,j lansford
A5054236644,https://orcid.org/0000-0002-4185-2002,Alexi Morin,"['Alexi Morin', 'Morin, Alexi']",6,4,1,6,alexi,morin,m,alexi morin,A5054236644,a morin
A5081356061,https://orcid.org/0000-0001-6374-8049,Heather Bliss,"['Bliss, Heather', 'Bliss, Heather Anne', 'Heather Bliss']",34,302,8,5,heather,bliss,b,heather bliss,A5081356061,h bliss
A5011927171,https://orcid.org/0000-0003-1233-3083,Holly Hendrigan,"['Hendrigan, Holly', 'Holly Hendrigan']",48,25,2,1,holly,hendrigan,h,holly hendrigan,A5011927171,h hendrigan
A5015135502,https://orcid.org/0000-0003-3296-515X,C. Michael Hamilton,"['C. Michael Hamilton', 'Christopher Michael Hamilton', 'Hamilton, C. Michael', 'Hamilton, Christopher Michael']",9,201,4,4,c. michael,hamilton,h,c. michael hamilton,A5015135502,c hamilton
A5100338779,https://orcid.org/0000-0001-5143-5061,Heng Li,"['Heng Li', 'Li, Heng']",6,91,4,2,heng,li,l,heng li,A5100338779,h li
A5069828395,https://orcid.org/0000-0003-1477-566X,Marissa O’Neill,"['Marissa L. O’Neill', ""Marissa O'Neill"", 'Marissa O’Neill']",15,193,7,3,marissa,o’neill,o,marissa o’neill,A5069828395,m o’neill
A5070742662,,Mehdi Shirmaleki,"['M. Shirmaleki', 'Mehdi Shirmaleki']",6,116,5,2,mehdi,shirmaleki,s,mehdi shirmaleki,A5070742662,m shirmaleki
A5081260847,,Chie Hanaoka,"['Chie Hanaoka', 'HANAOKA, Chie', 'Hanaoka, Chie']",25,536,6,18,chie,hanaoka,h,chie hanaoka,A5081260847,c hanaoka
A5072440671,https://orcid.org/0000-0001-7832-4994,Daniella LoScerbo,"['Daniella C LoScerbo', 'Daniella LoScerbo', 'LoScerbo, Daniella']",12,107,4,4,daniella,loscerbo,l,daniella loscerbo,A5072440671,d loscerbo
A5100324734,https://orcid.org/0009-0007-2822-2392,Shan Li,"['Li, Shan', 'S.Z. Li', 'Shan LI', 'Shan Li']",35,281,8,21,shan,li,l,shan li,A5100324734,s li
A5012326090,https://orcid.org/0000-0002-0406-0567,Derese T. Nega,"['Derese T. Nega', 'Derese Tekestebrihan Nega']",10,89,6,3,derese t.,nega,n,derese t. nega,A5012326090,d nega
A5035702257,https://orcid.org/0000-0001-8130-4644,Fred Burge,"['Burge, Fred', 'Burge, Frederick', 'F Burge', 'F I Burge', 'F. Burge', 'Fred Burge', 'Fred I Burge', 'Fred I. Burge', 'Frederick Burge', 'Frederick I Burge', 'Frederick I. Burge']",196,5182,40,27,fred,burge,b,fred burge,A5035702257,f burge
A5074660679,https://orcid.org/0000-0002-8126-319X,Timothy R. Forrester,"['Forrester, Timothy R.', 'Timothy R Forrester', 'Timothy R. Forrester']",12,88,3,3,timothy r.,forrester,f,timothy r. forrester,A5074660679,t forrester
A5024106367,https://orcid.org/0000-0001-9302-3348,James Busumtwi‐Sam,"['J. Busumtwi‐Sam', 'James Busumtwi-Sam', 'James Busumtwi‐Sam']",26,166,8,2,james,busumtwi‐sam,b,james busumtwi‐sam,A5024106367,j busumtwi‐sam
A5046535398,https://orcid.org/0000-0002-4065-4151,Diane Lacaille,"['D Lacaille', 'D. Lacaille', 'DIANE LACAILLE', 'Diane Lacaille', 'Diane V. Lacaille']",271,10608,51,60,diane,lacaille,l,diane lacaille,A5046535398,d lacaille
A5050374376,,Jeungeun Song,"['Jeungeun Song', 'Song Jeungeun']",28,1886,15,5,jeungeun,song,s,jeungeun song,A5050374376,j song
A5035240473,https://orcid.org/0009-0001-3048-0661,Kyle M. Kusack,"['Kusack, Kyle', 'Kyle Kusack', 'Kyle M. Kusack']",8,48,2,1,kyle m.,kusack,k,kyle m. kusack,A5035240473,k kusack
A5037118228,,Martin Laba,['Martin Laba'],11,18,2,1,martin,laba,l,martin laba,A5037118228,m laba
A5047352120,,Mahsa Faizrahnemoon,"['Faizrahnemoon, Mahsa', 'M. Faizrahnemoon', 'Mahsa Faizrahnemoon']",18,86,6,5,mahsa,faizrahnemoon,f,mahsa faizrahnemoon,A5047352120,m faizrahnemoon
A5072681799,,Milton McClaren,"['M. McClaren', 'McClaren, Milton', 'Milton McClaren']",23,127,7,1,milton,mcclaren,m,milton mcclaren,A5072681799,m mcclaren
A5000970607,https://orcid.org/0000-0002-0368-4554,Sagar Mehta,"['Mehta, Sonam', 'S. C. Mehta', 'S. Mehta', 'S.C. Mehta', 'Sagar Mehta', 'Sonam Mehta']",12,14,3,4,sagar,mehta,m,sagar mehta,A5000970607,s mehta
A5110442002,,T Y Leung,"['T Y Leung', 'T \xa0Y Leung', 'T. Leung', 'Tsz Yan Leung']",7,221,1,4,t y,leung,l,t y leung,A5110442002,t leung
A5110248522,,DA Patterson,['DA Patterson'],6,50,5,2,da,patterson,p,da patterson,A5110248522,d patterson
A5044392969,https://orcid.org/0000-0003-1718-9244,Ying Zeng,"['ShiShi Song', 'Ying Zeng']",13,103,4,6,ying,zeng,z,ying zeng,A5044392969,y zeng
A5109137694,,Ronald Swanstrom,"['R Swanstrom', 'R. Swanstrom', 'R.I Swanstrom', 'Ronald Swanstrom', 'Swanstrom, R.', 'Swanstrom, Ronald']",89,4247,33,16,ronald,swanstrom,s,ronald swanstrom,A5109137694,r swanstrom
A5100674540,https://orcid.org/0000-0001-8252-2758,Mingxin Li,"['Li Mingxin', 'Li, Ming-Xin', 'Li, Mingxin', 'MINGXIN LI', 'Ming-Xin Li', 'Ming-xin LI', 'Ming-xin Li', 'Mingxin Li', 'Qin Li']",173,2526,27,67,mingxin,li,l,mingxin li,A5100674540,m li
A5065312527,https://orcid.org/0000-0001-6143-7888,Mahmoud Alashi,"['Mahmoud Al Ashi', 'Mahmoud Alashi']",10,75,4,2,mahmoud,alashi,a,mahmoud alashi,A5065312527,m alashi
A5005226126,,Snežana Mitrović-Minić,"['Mitrovic-Minic, Snezana', 'S Mitrovic-Minic', 'Snezana Mitrovic-Minic', 'Snežana Mitrović-Minić']",18,805,10,2,snežana,mitrović-minić,m,snežana mitrović-minić,A5005226126,s mitrović-minić
A5064605550,https://orcid.org/0009-0006-4845-3270,Jiaxing Li,"['J LI', 'Jiaxing Li', 'Jinhan Li', 'Li, Jiaxing', 'Li, Jinhan']",8,3,1,6,jiaxing,li,l,jiaxing li,A5064605550,j li
A5110100857,,Martin Petric,"['Lindsay Nicolle', 'MARTIN PETRIC', 'Martin Petric', 'Petric, Martin', 'Petric, Martin Peter']",153,12987,57,37,martin,petric,p,martin petric,A5110100857,m petric
A5006012390,https://orcid.org/0000-0003-3910-7131,Azadeh Goudarzi,"['A Goudarzi', 'A. Goudarzi', 'Azadeh Goudarzi', 'Goudarzi, Azadeh']",30,341,9,10,azadeh,goudarzi,g,azadeh goudarzi,A5006012390,a goudarzi
A5000622487,https://orcid.org/0000-0002-5489-6880,Peter M. Atkinson,"['Atkinson, P.', 'Atkinson, P.M.', 'Atkinson, Peter', 'Atkinson, Peter M', 'Atkinson, Peter M.', 'Atkinson, Peter Michael', 'M. Peter Atkinson', 'P Atkinson', 'P M Atkinson', 'P. Atkinson', 'P. M. ATKINSON', 'P. M. Atkinson', 'P.M Atkinson', 'P.M. ATKINSON', 'P.M. Atkinson', 'PETER ATKINSON', 'PETER M ATKINSON', 'PETER M. ATKINSON', 'Peter Atkinson', 'Peter M Atkinson', 'Peter M. Atkinson', 'Peter Michael Atkinson', 'Peter.M. Atkinson', 'Qiang Shen', 'Yong Ge']",762,31446,87,33,peter m.,atkinson,a,peter m. atkinson,A5000622487,p atkinson
A5001171032,,Masahiro Minami,"['M. MINAMI', 'Masahiro MINAMI', 'Masahiro Minami', 'Minami, Masahiro']",8,14,2,2,masahiro,minami,m,masahiro minami,A5001171032,m minami
A5112404203,,Gavin Xu,"['Gavin Xu', 'Xu, Gavin']",7,89,2,5,gavin,xu,x,gavin xu,A5112404203,g xu
A5042583736,https://orcid.org/0000-0002-7952-8320,Richard H. Glazier,"['Glazier R', 'Glazier, R.H.', 'Glazier, Richard', 'Nizar N Mahomed', 'R Glazier', 'R H Glazier', 'R. Glazier', 'R. H. Glazier', 'R.H. Glazier', 'RH Glazier', 'RICHARD GLAZIER', 'RICHARD H. GLAZIER', 'Richard  H. Glazier', 'Richard Glazier', 'Richard H Glazier', 'Richard H. Glazier', 'Richard Henry Glazier']",455,20317,75,90,richard h.,glazier,g,richard h. glazier,A5042583736,r glazier
A5100366890,https://orcid.org/0000-0003-3893-715X,Shuo Chen,"['Chen Shuo', 'Chen, Shuo', 'Keren Chen', 'Mingwei Ma', 'Qiao Lin', 'S Chen', 'S. Chen', 'SHUO CHEN', 'Shuo Chen', 'Shuo Chen -', 'Shuo Chen .', 'Zejun Yan', '陈 硕 CHEN Shuo', '陈硕 CHEN Shuo', '陈硕 Chen Shuo']",325,5758,41,141,shuo,chen,c,shuo chen,A5100366890,s chen
A5027749174,,Natalie Williams,"['N. C. Williams', 'Natalie C Williams', 'Natalie C. Williams', 'Natalie Williams']",24,734,11,14,natalie,williams,w,natalie williams,A5027749174,n williams
A5015005629,,Johnny Nguyen,"['J. NGUYEN', 'Johnny Nguyen', 'Johnny Nguyen,']",8,82,4,3,johnny,nguyen,n,johnny nguyen,A5015005629,j nguyen
A5022194848,https://orcid.org/0000-0001-9870-912X,Jose Pizarro,"['J. Pizarro', 'Jose Pizarro', 'Pizarro, J.', 'Pizarro, Jose']",16,40,4,7,jose,pizarro,p,jose pizarro,A5022194848,j pizarro
A5039868255,https://orcid.org/0000-0003-4380-620X,Susan M. Jack,"['Jack, S (15863639)', 'Jack, Susan M.', 'Ruta Valaitis', 'S Jack', 'S. M. Jack', 'Susan Jack', 'Susan M Jack', 'Susan M. Jack', 'Susan Michelle Jack', 'Susan\xa0M. Jack']",246,16768,43,29,susan m.,jack,j,susan m. jack,A5039868255,s jack
A5102000843,https://orcid.org/0000-0003-4537-4180,Isabelle Côté,"['Côté, Isabelle', 'I Côté', 'Isabelle Cote', 'Isabelle Côté']",35,314,11,6,isabelle,côté,c,isabelle côté,A5102000843,i côté
A5033078840,https://orcid.org/0000-0002-2969-0987,Renjie Wang,"['R. J. Wang', 'R.-J. Wang', 'Ren-jie WANG', 'Ren-jie Wang', 'Renjie Wang', 'Wang Ren-jie', 'Wang, Ren-jie', 'Wang, Renjie', 'Yujiang Wang']",116,3038,32,59,renjie,wang,w,renjie wang,A5033078840,r wang
A5110782483,,Jiahui Feng,['Jiahui Feng'],7,4,1,3,jiahui,feng,f,jiahui feng,A5110782483,j feng
A5045230758,,Yaroslav Senyshyn,"['Yaroslav SENYSHYN', 'Yaroslav Senyshyn']",28,85,5,1,yaroslav,senyshyn,s,yaroslav senyshyn,A5045230758,y senyshyn
A5012667753,https://orcid.org/0000-0001-9632-0399,David S. Hall,"['D HALL', 'D Hall', 'D. Hall', 'D. S. Hall', 'D.S. Hall', 'DAVID S. HALL', 'David Hall', 'David S Hall', 'David S. Hall', 'David Scott Hall', 'Hall, D', 'Hall, David', 'Hall, David S', 'Hall, David S.', 'Hall, David Scott']",141,6602,34,29,david s.,hall,h,david s. hall,A5012667753,d hall
A5100327582,https://orcid.org/0000-0003-2000-858X,Xin Zhang,"['Cao, Jian-Jun', 'Chengwei Zhang', 'Guangshe Li', 'Hang Li', 'Hongtao Sun', 'Jiawen Gao', 'Jv Zhang', 'Lihong Duan', 'Mingyu Zhao', 'Peiliang Lei', 'Pu-Guang Ji', 'Qiao Wang', 'Quanquan Liu', 'Rui Liu', 'Sujuan Zhang', 'Ting Wang', 'Tong Li', 'X. ZHANG', 'X. Zhang', 'Xin ZHANG', 'Xin Zhang', 'Xin Zhang (35492)', 'Xin Zhang -', 'Xuemin Jing', 'Yan Chen', 'Yanyu Xiang', 'ZHANG Xin', 'Zehua Zhou', 'Zhang Xin', 'Zhang, Xin', 'Zhang, Xin; Takken, Todd E.; Tian, Shurong; Yao, Yuan', 'Zhen Guo']",1561,33841,83,424,xin,zhang,z,xin zhang,A5100327582,x zhang
A5004349556,https://orcid.org/0000-0002-0271-2816,Ahmad Sedigh Baroughi,"['A. S. Baroughi', 'Ahmad Sadigh Baroughi', 'Ahmad Sedigh Baroughi']",8,81,4,3,ahmad sedigh,baroughi,b,ahmad sedigh baroughi,A5004349556,a baroughi
A5079688435,,Elnaz Moghimi,"['E. Moghimi', 'Elnaz Moghimi', 'Moghimi, Elnaz']",51,341,10,10,elnaz,moghimi,m,elnaz moghimi,A5079688435,e moghimi
A5014706926,,M. Rajesh Kannan,"['Kannan M', 'Kannan, M. Rajesh', 'M Kannan', 'M. Kannan', 'M. Rajesh Kannan', 'Mithra Kannan']",95,389,8,10,m. rajesh,kannan,k,m. rajesh kannan,A5014706926,m kannan
A5110971818,,Steve Reynolds,"['S Reynolds', 'S. Reynolds', 'S.M. Reynolds', 'STEVE REYNOLDS', 'Steve Reynolds']",32,573,8,11,steve,reynolds,r,steve reynolds,A5110971818,s reynolds
