OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions,first_names,last_name,last_init,name_raw,id,fi_ln
A5072231561,https://orcid.org/0000-0003-1912-8349,Stephanie E. Cleland,"['Cleland, Stephanie E', 'Cleland, Stephanie E.', 'S. Cleland', 'Stephanie  E. Cleland', 'Stephanie Cleland', 'Stephanie E Cleland', 'Stephanie E. Cleland']",43,483,8,13,stephanie e.,cleland,c,stephanie e. cleland,A5072231561,s cleland
A5001275453,https://orcid.org/0000-0002-7024-2174,Manuela Martins Cruz,"['Cruz, Manuela Martins', 'M M A DA CRUZ', 'Manuela  Martins Cruz', 'Manuela Cruz', 'Manuela Martins Cruz']",15,110,4,7,manuela martins,cruz,c,manuela martins cruz,A5001275453,m cruz
A5109972106,,Georg Kemmler,"['G Kemmler', 'G. KEMMLER', 'G. Kemmler', 'G. W. Kemmler', 'GEORG KEMMLER', 'Georg Kemmler', 'Georg \xa0Kemmler', 'Georg\xa0Kemmler', 'Kemmler,Georg', 'M Hummer']",483,16888,76,25,georg,kemmler,k,georg kemmler,A5109972106,g kemmler
A5093227469,,hannah holtzclaw,"['Hannah Holtzclaw', 'Holtzclaw, Hannah', 'hannah holtzclaw', 'holtzclaw, hannah']",6,4,1,1,hannah,holtzclaw,h,hannah holtzclaw,A5093227469,h holtzclaw
A5065861312,https://orcid.org/0000-0003-4996-7207,Michael A. Curran,"['Curran, Michael', 'Curran, Michael A.', 'Curran, Michael.', 'M A Curran', 'M CURRAN', 'M Curran', 'M. A. Curran', 'M. Curran', 'M.A. Curran', 'Michael A Curran', 'Michael A. Curran', 'Michael Curran']",453,12390,49,43,michael a.,curran,c,michael a. curran,A5065861312,m curran
A5103263060,https://orcid.org/0000-0003-0451-8838,Jeremy Brown,"['Brown, Jeremy', 'J. A. C. Brown', 'J. Brown', 'J.A. Brown', 'Jeremy Brown']",107,569,9,9,jeremy,brown,b,jeremy brown,A5103263060,j brown
A5024394426,https://orcid.org/0000-0001-8103-7603,Sebastian P. Dys,"['Dys, Sebastian P.', 'S. P. Dys', 'Sebastian Dys', 'Sebastian P Dys', 'Sebastian P. Dys']",32,607,12,8,sebastian p.,dys,d,sebastian p. dys,A5024394426,s dys
A5031861481,https://orcid.org/0000-0001-7871-8977,Craig Mitton,"['C Mitton', 'C. Mitton', 'C. R. Mitton', 'C.R. Mitton', 'CRAIG MITTON', 'Craig Mitton', 'Craig R Mitton', 'Craig R. Mitton', 'Mitton, Craig', 'Mitton, Craig Roy', 'Mitton, Craig, 1972-']",253,7461,43,31,craig,mitton,m,craig mitton,A5031861481,c mitton
A5000594667,,Lucas Y. Wu,"['Lucas Wu', 'Lucas Y. Wu', 'Lucas Yifan Wu', 'Wu, Lucas', 'Wu, Lucas Y.']",7,42,3,1,lucas y.,wu,w,lucas y. wu,A5000594667,l wu
A5070712495,,Carmelina Barone,"['Carmelina Barone', 'Carmelina C. Barone']",15,22,3,1,carmelina,barone,b,carmelina barone,A5070712495,c barone
A5101151848,,Jun Mei,['Jun Mei'],12,81,4,8,jun,mei,m,jun mei,A5101151848,j mei
A5100753908,https://orcid.org/0000-0003-3926-0822,Lihua Hu,"['L. J. Hu', 'LIHUA HU', 'Li-Hua Hu', 'Li-hua Hu', 'LiHua Hu', 'Lihua HU', 'Lihua Hu']",59,989,18,24,lihua,hu,h,lihua hu,A5100753908,l hu
A5035711951,https://orcid.org/0000-0002-7482-2643,Gopolang Mohlabeng,"['Bontle Gopolang', 'Gopolang M. Mohlabeng', 'Gopolang Mohlabeng', 'Mohlabeng, Gopolang']",48,814,16,16,gopolang,mohlabeng,m,gopolang mohlabeng,A5035711951,g mohlabeng
A5036491189,,Addisu Leyew Bailie,"['Addisu Bailie', 'Addisu Leyew Bailie']",9,5,1,4,addisu leyew,bailie,b,addisu leyew bailie,A5036491189,a bailie
A5012723755,https://orcid.org/0000-0002-4693-4453,Alexander Koch,"['A. KOCH', 'A. Koch', 'A. M. Koch', 'ALEXANDER KOCH', 'Alexander Koch', 'Alexander M. Koch', 'Jed O. Kaplan', 'Koch, Alexander', 'Koch, Alexander M.']",77,5341,29,21,alexander,koch,k,alexander koch,A5012723755,a koch
A5101174812,,Qiushi Lin,"['Lin, Qiu-Shi', 'Lin, Qiushi', 'Qiushi Lin']",60,3568,27,24,qiushi,lin,l,qiushi lin,A5101174812,q lin
A5059624803,https://orcid.org/0000-0002-0945-7248,Lingyi Li,"['LI Lingyi', 'Li, Lingyi', 'Ling Wang', 'Ling-Yi Li', 'Lingyi Li', 'Lingyi 令仪 Li 李', 'Ling‐Yi Li']",124,1570,23,62,lingyi,li,l,lingyi li,A5059624803,l li
A5078158827,https://orcid.org/0009-0007-4701-2147,Akesh Sinha,"['Akesh Sinha', 'Sinha, Akesh']",17,287,8,6,akesh,sinha,s,akesh sinha,A5078158827,a sinha
A5061377171,https://orcid.org/0009-0003-7830-7985,Garth W. P. Davies,"['Davies, Garth', 'Garth Davies', 'Garth W. P. Davies', 'Garth W.P. Davies']",89,69,4,6,garth w. p.,davies,d,garth w. p. davies,A5061377171,g davies
A5002878273,https://orcid.org/0000-0002-6113-0859,Ruohong Li,"['Li, R.', 'Li, Ruohong', 'R Li', 'R. LI', 'R. Li', 'Ruohong Li']",94,813,17,20,ruohong,li,l,ruohong li,A5002878273,r li
A5057948756,https://orcid.org/0000-0002-0176-733X,Aidan Bodner,"['A. Bodner', 'AIDAN BODNER', 'Aidan Bodner', 'Bodner, Aidan']",11,122,6,4,aidan,bodner,b,aidan bodner,A5057948756,a bodner
A5064093289,https://orcid.org/0000-0002-9040-7597,Kelvin Lau,"['K K W Lau', 'K Lau', 'K. K. W. Lau', 'K. Lau', 'K.K. LAU', 'Kelvin K W Lau', 'Kelvin K. W. Lau', 'Kelvin K.W. Lau', 'Kelvin KW Lau', 'Kelvin Lau', 'Lau K', 'Lau KL', 'Lau, Kelvin', 'Regine Gries', 'Tracey Horey']",163,5828,36,47,kelvin,lau,l,kelvin lau,A5064093289,k lau
A5058191075,https://orcid.org/0000-0002-1536-8858,Alexandru Paler,"['A. Paler', 'Alexandru Paler', 'Paler, Alexandru']",118,1619,17,9,alexandru,paler,p,alexandru paler,A5058191075,a paler
A5028772059,https://orcid.org/0000-0002-2205-2683,Mary A. De Vera,"['De Vera, Mary', 'De Vera, Mary A.', 'De Vera, Mary Abigail', 'M A De Vera', 'M De Vera', 'M Vera', 'M. A. De Vera', 'M. De Vera', 'M. Vera', 'M.A. De Vera', 'MA De Vera', 'MARY A. De VERA', 'Marina Michelle Rodríguez Vera', 'Mary A De Vera', 'Mary A. De Vera', 'Mary A. De\xa0Vera', 'Mary A. de Vera', 'Mary De Vera', 'Mary Vera', 'Mary de Vera', 'Mildred Vera']",312,5963,43,40,mary a. de,vera,v,mary a. de vera,A5028772059,m vera
A5109079578,,Steven Richter,"['Richter, Steven', 'Steven Richter']",6,91,3,3,steven,richter,r,steven richter,A5109079578,s richter
A5083104668,,Christophe Huau,"['C. Huau', 'Christophe Huau', 'HUAU C., (1)', 'Huau, C.', 'Huau, Christophe']",34,180,6,8,christophe,huau,h,christophe huau,A5083104668,c huau
A5056155053,https://orcid.org/0000-0002-5251-0307,Kathleen Fitzpatrick,"['Alke Boss', 'Fitzpatrick, Kathleen', 'Kathleen Fitzpatrick', 'Kathleen M. Fitzpatrick']",101,1371,17,12,kathleen,fitzpatrick,f,kathleen fitzpatrick,A5056155053,k fitzpatrick
A5070246035,https://orcid.org/0000-0002-8948-2186,Pascal Stegmann,"['Pascal Stegmann', 'Stegmann, P.', 'Stegmann, Pascal']",32,204,7,7,pascal,stegmann,s,pascal stegmann,A5070246035,p stegmann
A5003100413,https://orcid.org/0000-0002-7179-4843,Hui Xie,"['H Q Xie', 'H. K. Xie', 'H. Xie', 'HUI XIE', 'Hui Xie', 'Xie, Hui', 'Zheng-Guang Wang']",139,1981,24,65,hui,xie,x,hui xie,A5003100413,h xie
A5101478789,https://orcid.org/0000-0002-9504-1280,Huiyin Song,"['H Song', 'H.Q. Song', 'Hui-Yin Song', 'Huiyin Song', 'Hui‐Yin Song', 'Song, Huiyin']",45,482,13,8,huiyin,song,s,huiyin song,A5101478789,h song
A5101892640,https://orcid.org/0000-0002-6275-7354,Alex K. Smith,"['A. K. Smith', 'Alex K. Smith', 'Alex Smith']",7,24,3,2,alex k.,smith,s,alex k. smith,A5101892640,a smith
A5056954359,https://orcid.org/0000-0001-6840-2717,D. C. Braun,"['A BRAUN', 'A Braun', 'A. Braun', 'Braun, A.', 'Braun, D.', 'Braun, D. C.', 'Braun, Doug', 'Braun, Douglas C.', 'D Braun', 'D C Braun', 'D. BRAUN', 'D. Braun', 'D. C. Braun', 'D.C. Braun', 'Doug Braun', 'Doug C. Braun', 'Douglas Braun', 'Douglas C Braun', 'Douglas C. Braun']",290,6488,44,39,d. c.,braun,b,d. c. braun,A5056954359,d braun
A5071971529,https://orcid.org/0000-0003-4704-5460,Sarah Coupland,"['Sarah Coupland', 'Sarah H. Coupland']",8,76,4,2,sarah,coupland,c,sarah coupland,A5071971529,s coupland
A5033020866,https://orcid.org/0000-0001-6757-6846,Sam Anderson,"['Anderson, Sam', 'Sam Anderson', 'Sam L. Anderson']",25,633,8,2,sam,anderson,a,sam anderson,A5033020866,s anderson
A5113931434,,Ezzat A. Fattah,"['E. A. Fattah', 'EZZAT A. FATTAH', 'Ezzat A. Fattah', 'Ezzat Abdel Fattah', 'Ezzat Fattah', 'Fattah, Ezzat Abdel']",94,1170,15,6,ezzat a.,fattah,f,ezzat a. fattah,A5113931434,e fattah
A5031585804,https://orcid.org/0000-0003-1876-2209,Hortense Gallois,"['Gallois, Hortense', 'Hortense Gallois']",20,53,4,4,hortense,gallois,g,hortense gallois,A5031585804,h gallois
A5073357101,https://orcid.org/0009-0009-8745-6185,Sarah Henzi,"['Henzi, Sarah', 'Sarah Henzi']",19,71,4,3,sarah,henzi,h,sarah henzi,A5073357101,s henzi
A5049848564,https://orcid.org/0000-0002-9411-3385,Mark Skinner,"['M F Skinner', 'M Skinner', 'M. F. Skinner', 'M. SKINNER', 'M. Skinner', 'M.F. Skinner', 'Mark F. Skinner', 'Mark Fretson Skinner', 'Mark Skinner']",88,2507,28,14,mark,skinner,s,mark skinner,A5049848564,m skinner
A5049546259,,Lydia Odilinye,['Lydia Odilinye'],6,24,3,1,lydia,odilinye,o,lydia odilinye,A5049546259,l odilinye
A5066926793,https://orcid.org/0000-0002-3596-2280,Yue Wang,"['Wang Yue', 'Wang, Yue', 'Y. Wang', 'Yue WANG', 'Yue Wang']",133,1408,18,47,yue,wang,w,yue wang,A5066926793,y wang
A5039192820,https://orcid.org/0000-0001-8308-9730,Yulia Rubanova,"['Edward W. Rowe', 'Rubanova, Yulia', 'Yulia Rubanova']",84,19301,37,17,yulia,rubanova,r,yulia rubanova,A5039192820,y rubanova
A5114142588,,Abhishek Shivakumar,"['A. Shivakumar', 'A.R. Shivakumar', 'Abhishek Shivakumar', 'Richstein, Jörn C.', 'Shivakumar A', 'Shivakumar, A.', 'Shivakumar, Abhishek']",91,1542,19,14,abhishek,shivakumar,s,abhishek shivakumar,A5114142588,a shivakumar
A5020559144,,Malcolm King,"['M. J. King', 'Malcolm King']",7,22,2,3,malcolm,king,k,malcolm king,A5020559144,m king
A5009499082,https://orcid.org/0000-0002-1590-3785,Vahideh Shirmohammadli,"['Shirmohammadli, Vahideh', 'V. Shirmohammadli', 'Vahideh Shirmohammadli']",22,172,8,3,vahideh,shirmohammadli,s,vahideh shirmohammadli,A5009499082,v shirmohammadli
A5016377628,https://orcid.org/0000-0002-4810-0495,Michael J. Bradford,"['Bradford, Michael J.', 'M J Bradford', 'M. Bradford', 'M. J. Bradford', 'M.J. Bradford', 'MICHAEL J BRADFORD', 'MICHAEL J. BRADFORD', 'Michael Bradford', 'Michael J Bradford', 'Michael J. Bradford']",121,3323,34,16,michael j.,bradford,b,michael j. bradford,A5016377628,m bradford
A5034144141,,Grigori Khaskin,"['G. Khaskin', 'GRIGORI KHASKIN', 'Grigori Khaskin']",39,862,17,2,grigori,khaskin,k,grigori khaskin,A5034144141,g khaskin
A5037580930,https://orcid.org/0000-0002-2587-245X,Andrew Cox,"['A COX', 'A. Cox', 'A. M. Cox', 'A.M Cox', 'A.M. Cox', 'ANDREW COX', 'Andrew Cox', 'Andrew M Cox', 'Andrew M. Cox', 'Andrew Martin Cox', 'Cox, A.M.', 'Cox, Andrew', 'Cox, Andrew M.']",314,9388,48,28,andrew,cox,c,andrew cox,A5037580930,a cox
A5065780235,,Quratulain Qureshi,['Quratulain Qureshi'],8,84,3,2,quratulain,qureshi,q,quratulain qureshi,A5065780235,q qureshi
A5050381120,,Sadaf Tahmasebi,"['S. Tahmasebi', 'Sadaf Tahmasebi']",13,213,9,3,sadaf,tahmasebi,t,sadaf tahmasebi,A5050381120,s tahmasebi
A5007193881,https://orcid.org/0000-0001-9201-1249,M. M. Noor,"['K. Kadirgama M. M. Noor', 'M M Noor', 'M. M. Noor', 'M. Noor', 'M.M Noor', 'M.M. Noor', 'M.M.Noor', 'Mahfudzah Mohamed Noor', 'Mashama Noor', 'Miski Noor', 'Mohazan M. Noor', 'Muhamad M Noor', 'Muhamad M. Noor', 'Muhamad Mat Noor']",271,3592,31,7,m. m.,noor,n,m. m. noor,A5007193881,m noor
A5004989555,https://orcid.org/0000-0003-0941-4333,Neil J. Ross,"['Neil J. Ross', 'Ross, N. J.', 'Ross, N.J.', 'Ross, Neil J.']",49,1695,13,6,neil j.,ross,r,neil j. ross,A5004989555,n ross
A5070983367,https://orcid.org/0000-0002-9898-5797,Dawn Rault,['Dawn Rault'],6,86,3,3,dawn,rault,r,dawn rault,A5070983367,d rault
A5080642616,https://orcid.org/0000-0003-2473-4570,Sanjay Jeram,"['Jeram, Sanjay', 'Sanjay Jeram']",20,227,8,4,sanjay,jeram,j,sanjay jeram,A5080642616,s jeram
A5035896927,,Kristina Waclawik,['Kristina Waclawik'],9,128,5,2,kristina,waclawik,w,kristina waclawik,A5035896927,k waclawik
A5028317795,,Olga V. Shipulina,"['Olga Shipulina', 'Olga V. Shipulina']",8,30,3,1,olga v.,shipulina,s,olga v. shipulina,A5028317795,o shipulina
A5069163332,https://orcid.org/0000-0001-9445-9821,Ryan Nichols,"['RYAN NICHOLS', 'Ryan Nichols']",78,665,13,15,ryan,nichols,n,ryan nichols,A5069163332,r nichols
A5089728503,https://orcid.org/0000-0001-6684-2698,Alessandra S. Menandro,"['Alessandra S. Menandro', 'Alessandra Stacchini Menandro']",20,79,4,4,alessandra s.,menandro,m,alessandra s. menandro,A5089728503,a menandro
A5031956224,,Irene Botosaru,"['Botosaru, Irene', 'Irene Botosaru']",34,248,6,16,irene,botosaru,b,irene botosaru,A5031956224,i botosaru
A5109163734,,Brian E. Conway,"['Brian Conway', 'Brian E Conway', 'Brian E. Conway', 'Brian Evans Conway', 'Brian. E. Conway']",134,12494,40,10,brian e.,conway,c,brian e. conway,A5109163734,b conway
A5039102643,https://orcid.org/0000-0003-4084-6425,Michael Favere‐Marchesi,"['Michael Favere-Marchesi', 'Michael Favere‐Marchesi']",19,341,7,2,michael,favere‐marchesi,f,michael favere‐marchesi,A5039102643,m favere‐marchesi
A5063380948,,Eric D. Kirby,"['Eric D. Kirby', 'Eric Kirby']",6,29,3,1,eric d.,kirby,k,eric d. kirby,A5063380948,e kirby
A5001635778,,Mailyn Terrado,"['Mailyn Terrado', 'Terrado, Mailyn']",14,118,6,5,mailyn,terrado,t,mailyn terrado,A5001635778,m terrado
A5012458176,https://orcid.org/0000-0002-8904-0484,Normand A. Richard,"['N. Richard', 'Normand A Richard', 'Normand A. Richard', 'Normand Richard', 'Richard, Normand André']",15,169,5,8,normand a.,richard,r,normand a. richard,A5012458176,n richard
A5058288676,,Mohammad Shojayian,['Mohammad Shojayian'],8,42,2,2,mohammad,shojayian,s,mohammad shojayian,A5058288676,m shojayian
A5081621756,https://orcid.org/0000-0002-4072-8712,Diego Restuccia,"['DIEGO RESTUCCIA', 'Diego Restuccia', 'Restuccia, Diego']",133,8052,36,20,diego,restuccia,r,diego restuccia,A5081621756,d restuccia
A5044408416,https://orcid.org/0009-0005-7757-0508,Kathryn M. Leonard,"['Kathryn M Leonard', 'Kathryn M. Leonard', 'Leonard, Kathryn M.']",8,18,3,1,kathryn m.,leonard,l,kathryn m. leonard,A5044408416,k leonard
A5026348788,https://orcid.org/0000-0002-1426-1274,Navjot Kaur,"['Dr. Navjot Kaur', 'Dr. Navjot kaur', 'Harvinder Singh', 'Kaur Navjot', 'Kaur, Navjot', 'N. Kaur', 'Navjot Kaur', 'Navjot kaur']",178,987,15,49,navjot,kaur,k,navjot kaur,A5026348788,n kaur
A5046492353,https://orcid.org/0009-0009-6595-6883,Erica McAdam,['Erica McAdam'],7,41,3,3,erica,mcadam,m,erica mcadam,A5046492353,e mcadam
A5033540967,https://orcid.org/0000-0002-7856-0804,Tanya M. Brown,"['T M Brown', 'T. M. Brown', 'TANYA MAINES BROWN', 'Tanya Brown', 'Tanya M. Brown', 'Tanya Maines Brown']",58,1848,26,26,tanya m.,brown,b,tanya m. brown,A5033540967,t brown
A5042456517,https://orcid.org/0000-0002-9810-1445,Hooman Homayouni,['Hooman Homayouni'],13,107,6,3,hooman,homayouni,h,hooman homayouni,A5042456517,h homayouni
A5025708590,https://orcid.org/0000-0002-4815-5920,Ahmadreza Shahrokhshahi,"['A. Shahrokhshahi', 'Ahmadreza Shahrokhshahi', 'Shahrokhshahi, Ahmadreza']",8,43,4,2,ahmadreza,shahrokhshahi,s,ahmadreza shahrokhshahi,A5025708590,a shahrokhshahi
A5062162771,,Zohreh Dehghani Champiri,"['Z Dehghani Champiri', 'Zohreh Champiri', 'Zohreh D. Champiri', 'Zohreh Dehghani Champiri']",10,219,4,4,zohreh dehghani,champiri,c,zohreh dehghani champiri,A5062162771,z champiri
A5001547268,https://orcid.org/0000-0002-1704-9551,Lishen Zhang,"['Deming He', 'Li-Shen Zhang', 'Lishen Zhang', 'Zhang, Lishen']",48,3388,19,15,lishen,zhang,z,lishen zhang,A5001547268,l zhang
A5008367537,,Adel Iskandar,['Adel Iskandar'],18,135,5,5,adel,iskandar,i,adel iskandar,A5008367537,a iskandar
A5038675835,https://orcid.org/0000-0002-0704-2997,Anna Potapova,"['Anna Potapova', 'Potapova, Anna']",7,70,3,2,anna,potapova,p,anna potapova,A5038675835,a potapova
A5057407821,https://orcid.org/0000-0003-2589-4955,Peyman Firoozy,"['Firoozy, Peyman', 'Peyman Firoozy']",13,268,6,4,peyman,firoozy,f,peyman firoozy,A5057407821,p firoozy
A5070050719,https://orcid.org/0000-0003-2231-0846,Pardis Sadeghi,"['P. Sadeghi', 'Pardis Sadeghi']",9,36,4,4,pardis,sadeghi,s,pardis sadeghi,A5070050719,p sadeghi
A5037196650,https://orcid.org/0000-0002-0643-7890,Becky L. White,"['B White', 'B. White', 'Becky L White', 'Becky L. White', 'Becky L.White', 'Becky White', 'Becky\xa0L. White', 'White B', 'White, Becky', 'White, Becky L.']",77,1375,21,22,becky l.,white,w,becky l. white,A5037196650,b white
A5049766437,,Weijie Lin,"['Lin, Weijie', 'W.S. Lin', 'Wei-Jie Lin', 'WeiJie Lin', 'Weijie Lin']",12,145,5,5,weijie,lin,l,weijie lin,A5049766437,w lin
A5000695733,https://orcid.org/0000-0002-8947-6093,Lisa Bourque Bearskin,"['Lisa Bourque Bearskin', 'Mona Lisa Bourque Bearskin']",26,566,8,14,lisa bourque,bearskin,b,lisa bourque bearskin,A5000695733,l bearskin
A5091617213,,Michèle Schmidt,"['Michele Schmidt', 'Michèle J. Schmidt', 'Michèle SCHMIDT', 'Michèle Schmidt', 'Schmidt, Michèle']",36,984,13,6,michèle,schmidt,s,michèle schmidt,A5091617213,m schmidt
A5066084411,https://orcid.org/0000-0001-6484-7786,Brandon Heung,"['B. Heung', 'Brandon HEUNG', 'Brandon Heung']",85,2574,23,4,brandon,heung,h,brandon heung,A5066084411,b heung
A5050751545,https://orcid.org/0000-0002-9397-5784,Karen Lawford,"['Dr Karen Lawford', 'Karen Lawford', 'Karen M. Lawford', 'Lawford, Karen']",30,258,10,12,karen,lawford,l,karen lawford,A5050751545,k lawford
A5100692639,https://orcid.org/0000-0003-3225-7962,Ying Tian,"['Li Chen', 'Lisong Shen', 'Tian Y', 'Y Tian', 'Y. Tian', 'Ying TIAN', 'Ying Tian', 'Yinuo Tian']",315,8694,51,74,ying,tian,t,ying tian,A5100692639,y tian
A5070154526,,Shuman Peng,"['Peng, Shuman', 'Shuman Peng']",7,109,3,2,shuman,peng,p,shuman peng,A5070154526,s peng
A5014002771,https://orcid.org/0000-0002-1924-4721,Rackeb Tesfaye,"['Lee, Kelley', 'R Tesfaye', 'Rackeb Tesfaye', 'Tesfaye R', 'Tesfaye, Rackeb']",28,272,8,4,rackeb,tesfaye,t,rackeb tesfaye,A5014002771,r tesfaye
A5057157419,https://orcid.org/0009-0005-6424-6610,Danyang Song,['Danyang Song'],9,52,2,5,danyang,song,s,danyang song,A5057157419,d song
A5045961414,https://orcid.org/0000-0002-1970-2980,X. Joan Hu,"['Hu, X. Joan', 'X Joan Hu', 'X. J. Hu', 'X. Joan Hu', 'Xianrui Hu', 'Xiaoqiong J. Hu', 'Xuefen Hu']",56,626,15,16,x. joan,hu,h,x. joan hu,A5045961414,x hu
A5017287568,,Evan Freeman,"['Evan Freeman', 'Evan J. Freeman']",11,62,4,4,evan,freeman,f,evan freeman,A5017287568,e freeman
A5038209412,https://orcid.org/0000-0002-3161-4254,Mackenzie J. Hart,"['Hart, Mackenzie J.', 'Mackenzie Hart', 'Mackenzie J. Hart']",29,230,8,3,mackenzie j.,hart,h,mackenzie j. hart,A5038209412,m hart
A5061198819,,Hollis Owens,"['H Owens', 'H. Owens', 'Hollis Owens', 'Owens, Hollis']",9,41,3,1,hollis,owens,o,hollis owens,A5061198819,h owens
A5047997753,https://orcid.org/0000-0002-4450-6308,David Murphy,"['D. Murphy', 'DAVID MURPHY', 'David E. Murphy', 'David Murphy']",119,771,12,13,david,murphy,m,david murphy,A5047997753,d murphy
A5043147253,,Kevin Cameron,['Kevin Cameron'],10,17,2,1,kevin,cameron,c,kevin cameron,A5043147253,k cameron
A5002710023,https://orcid.org/0000-0002-5899-7208,Michael Seear,"['M Seear', 'M. D. SEEAR', 'M. D. Seear', 'M. Seear', 'M.D. Seear', 'MICHAEL D. SEEAR', 'Michael D. Seear', 'Michael Seear']",81,2938,28,15,michael,seear,s,michael seear,A5002710023,m seear
A5009982154,https://orcid.org/0000-0002-7557-1540,Roland M. Schulz,"['Roland M. Schulz', 'Roland Schulz']",13,246,8,1,roland m.,schulz,s,roland m. schulz,A5009982154,r schulz
A5039192445,,Kathryn Nurse,"['Kathryn Nurse', 'Nurse, Kathryn']",20,2,1,3,kathryn,nurse,n,kathryn nurse,A5039192445,k nurse
A5039066234,,S.E. Paulsen,"['S.E. Paulsen', 'Sean Paulsen']",7,27,4,3,s.e.,paulsen,p,s.e. paulsen,A5039066234,s paulsen
A5052555886,,Shivaramakrishna Pragada,"['Pragada, Shivaramakrishna', 'Shivaramakrishna Pragada']",31,21,3,4,shivaramakrishna,pragada,p,shivaramakrishna pragada,A5052555886,s pragada
A5010226942,https://orcid.org/0000-0002-7281-7365,Hamid Jafarabadi Ashtiani,['Hamid Jafarabadi Ashtiani'],13,102,5,2,hamid jafarabadi,ashtiani,a,hamid jafarabadi ashtiani,A5010226942,h ashtiani
A5109643215,,Williams Td,"['B Yoffe', 'T D WILLIAMS', 'T D Williams', 'TD Williams', 'Williams Td', 'Williams, T.D.']",13,27,3,1,williams,td,t,williams td,A5109643215,w td
A5077640924,,M Dorton,"['M Dorton', 'Matthew C. Dorton']",9,27,2,4,m,dorton,d,m dorton,A5077640924,m dorton
A5055552568,https://orcid.org/0009-0003-4976-647X,Eric Ye,"['Eric Ye', 'Ye, Eric']",29,288,10,7,eric,ye,y,eric ye,A5055552568,e ye
A5066477230,https://orcid.org/0009-0001-0754-1673,Sarah Miller,"['Miller, Sarah', 'S Miller', 'SJ Miller', 'Sarah J Miller', 'Sarah J. Miller', 'Sarah Marie Miller', 'Sarah Miller']",171,4159,31,44,sarah,miller,m,sarah miller,A5066477230,s miller
A5112279026,,Sung-Il Bang,"['S.I. Bang', 'Sung-Il Bang', 'Sung-il Bang', 'Sungil Bang']",30,124,7,2,sung-il,bang,b,sung-il bang,A5112279026,s bang
A5024609808,,Kevan Hudson,"['K. Hudson', 'K.\u2009A. Hudson', 'Kevan Hudson']",9,53,5,2,kevan,hudson,h,kevan hudson,A5024609808,k hudson
A5102379848,,Ruoyi Zhao,['Ruoyi Zhao'],15,167,6,6,ruoyi,zhao,z,ruoyi zhao,A5102379848,r zhao
A5063502643,,Dane Marijan,"['Dane Marijan', 'Marijan, Dane']",7,115,5,1,dane,marijan,m,dane marijan,A5063502643,d marijan
A5061223170,https://orcid.org/0000-0002-6943-083X,Spyros Sofos,"['Sofos, Spyros', 'Sofos, Spyros A', 'Sofos, Spyros A.', 'Spyros A Sofos', 'Spyros A. Sofos', 'Spyros Sofos']",106,374,9,10,spyros,sofos,s,spyros sofos,A5061223170,s sofos
A5033853494,https://orcid.org/0000-0002-6272-5846,Inger Lassen,"['Inger Lassen', 'Lassen, Inger', 'Lassen, Inger Marie; id_orcid 0000-0002-6272-5846', 'Lassen, Inger; id_orcid 0000-0002-6272-5846']",87,519,10,48,inger,lassen,l,inger lassen,A5033853494,i lassen
A5015344298,https://orcid.org/0000-0002-1842-208X,Kamaria Kuling,"['Kamaria Kuling', 'Kuling, Kamaria']",17,88,4,3,kamaria,kuling,k,kamaria kuling,A5015344298,k kuling
A5010736244,https://orcid.org/0000-0003-4951-0688,Daniela Salas,"['D. R. Salas', 'Daniela A. Salas', 'Daniela Salas', 'Daniela\xa0A. Salas', 'Salas, Daniela']",24,473,12,9,daniela,salas,s,daniela salas,A5010736244,d salas
A5021445324,https://orcid.org/0000-0001-8447-872X,Yixian Shen,"['Shen, Yixian', 'Yi-Xian Shen', 'Yixian Shen']",57,194,8,10,yixian,shen,s,yixian shen,A5021445324,y shen
A5036663902,,D. Estep,"['D Estep', 'D J Estep', 'D. Estep', 'DON ESTEP', 'Don Estep', 'Donald Estep', 'Estep, Don', 'Estep, Donald']",40,1408,15,3,d.,estep,e,d. estep,A5036663902,d estep
A5036756377,https://orcid.org/0000-0002-3358-5426,Andy Yoon,"['Andy K. Yoon', 'Andy Yoon']",21,441,13,2,andy,yoon,y,andy yoon,A5036756377,a yoon
A5020388996,,Shane Harrypersad,"['Harrypersad, S.', 'Harrypersad, Shane', 'Shane Harrypersad']",21,178,6,2,shane,harrypersad,h,shane harrypersad,A5020388996,s harrypersad
A5012970291,https://orcid.org/0000-0002-8911-8835,Mark Mahadeo,['Mark Mahadeo'],8,204,8,2,mark,mahadeo,m,mark mahadeo,A5012970291,m mahadeo
A5052834057,,Xintian Sun,"['Sun, Xintian', 'Xintian Sun']",11,55,4,2,xintian,sun,s,xintian sun,A5052834057,x sun
A5036842204,https://orcid.org/0000-0003-0448-8421,Andrew Longhurst,"['Andrew Longhurst', 'Andrew R. Longhurst']",9,88,5,3,andrew,longhurst,l,andrew longhurst,A5036842204,a longhurst
A5063634420,https://orcid.org/0000-0001-7492-110X,Katrina Jang,['Katrina Jang'],6,8,2,3,katrina,jang,j,katrina jang,A5063634420,k jang
A5101720263,https://orcid.org/0000-0001-7313-3873,Xiangxiang Wang,"['Wang, Xiangxiang', 'Xiangxiang Wang']",8,294,3,4,xiangxiang,wang,w,xiangxiang wang,A5101720263,x wang
